name	skill_level	skill_type	skill_type2	buff_type	require_class_knight	require_class_archer	require_class_wizard	require_class_berserker	require_class_hunter	require_class_sorcerer	require_class_assassin	require_class_ranger	require_class_elementaler	require_class_slayer	require_class_scouter	require_class_summoner	require_level	require_point	damage_a	damage_magic	damage_water	damage_air	damage_earth	damage_fire	damage_poison	damage_ice	damage_thunder	damage_c	damage_a_PERCENT	damage_magic_PERCENT	damage_water_PERCENT	damage_air_PERCENT	damage_earth_PERCENT	damage_fire_PERCENT	damage_poison_PERCENT	damage_ice_PERCENT	damage_thunder_PERCENT	damage_c_PERCENT	resist_a	cost_hp	cost_mp	cost_sp	cost_arrow	endskill_cost_hp		cast_time	recast_time	semi_recast_time	duration	interval	show damage	range	area_r	area_f1	area_f2	dot_dmg_a	dot_dmg_magic	dot_dmg_water	dot_dmg_air	dot_dmg_earth	dot_dmg_fire	dot_dmg_poison	dot_dmg_ice	dot_dmg_thunder	dot_dmg_a_PERCENT	dot_dmg_magic_PERCENT	dot_dmg_water_PERCENT	dot_dmg_air_PERCENT	dot_dmg_earth_PERCENT	dot_dmg_fire_PERCENT	dot_dmg_poison_PERCENT	dot_dmg_ice_PERCENT	dot_dmg_thunder_PERCENT	move_distance	reflect_max	defense_max	reflect_con	defense_con	damage_shield	counter_up	counter_reduce	hot	dmg_adjust	dmg_show_divide	hp_recovery	mp_recovery	sp_recovery	warrior_lev	change_monster	block_point	stun_time	critical	skill_range	skill_rate	damage_convert_hp	damage_convert_mp	regen_hp	regen_mp	charge_1	charge_2	charge_3	aggrodoll_hp	dot_damage_time	cost_mp_decrease	cast_time_decrease	skill_levelup	mp_convert_hp	death	skill_cost	skill_upgrade_cost	skill_classify_id	skill_classify_level	velocity	summons_tid	creature_tid	additional_skilltid	additional_duration	max_target_num	limit_quantity	bonus_exp	bonus_money	bonus_drop_rate	ea_damage_physical	ea_damage_magic	ea_damage_water	ea_damage_air	ea_damage_earth	ea_damage_fire	ea_damage_poison	ea_damage_ice	ea_damage_thunder	ea_damage_c	ea_damage_physical_PERCENT	ea_damage_magic_PERCENT	ea_damage_water_PERCENT	ea_damage_air_PERCENT	ea_damage_earth_PERCENT	ea_damage_fire_PERCENT	ea_damage_poison_PERCENT	ea_damage_ice_PERCENT	ea_damage_thunder_PERCENT	ea_damage_c_PERCENT	FACTOR_POINT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	FACTOR_PERCENT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	skill_block	FACTOR_MAGNIFY	movement	atk_speed
	10	1		0									1				48	1																							95				1760	1760	738000	1760	615000																																																																																																																					32									33																																																																											
파인 차크람	1	1		0									1				21	1																							50				1760	1760	576000	1760	480000																																																												1600																																																									13									16																																																																											
	2	1		0									1				24	1																							55				1760	1760	594000	1760	495000																																																													6400																																																								15									18																																																																											
	3	1		0									1				27	1																							60				1760	1760	612000	1760	510000																																																													14400																																																								17									20																																																																											
	4	1		0									1				30	1																							65				1760	1760	630000	1760	525000																																																													28800																																																								19									22																																																																											
	5	1		0									1				33	1																							70				1760	1760	648000	1760	540000																																																													40000																																																								21									24																																																																											
	6	1		0									1				36	1																							75				1760	1760	666000	1760	555000																																																																																																																					23									26																																																																											
	7	1		0									1				39	1																							80				1760	1760	684000	1760	570000																																																																																																																					25									28																																																																											
	8	1		0									1				42	1																							85				1760	1760	702000	1760	585000																																																																																																																					27									30																																																																											
	9	1		0									1				45	1																							90				1760	1760	720000	1760	600000																																																																																																																					29									32																																																																											
	10	1		0									1				48	1																							95				1760	1760	738000	1760	615000																																																																																																																					31									34																																																																											
블레스 오브 페어리	1	1		0									1				29	1																							60				1330	1330	432000	1330	360000																																																												6400		6	15																																																																																																	15																																									
	2	1		0									1				32	1																							65				1330	1330	450000	1330	375000																																																													16000	6	20																																																																																																	20																																									
	3	1		0									1				35	1																							70				1330	1330	468000	1330	390000																																																													48000	6	25																																																																																																	25																																									
	4	1		0									1				38	1																							75				1330	1330	486000	1330	405000																																																													64000	6	30																																																																																																	30																																									
	5	1		0									1				41	1																							80				1330	1330	504000	1330	420000																																																													120000	6	35																																																																																																	35																																									
	6	1		0									1				44	1																							85				1330	1330	522000	1330	435000																																																														6	40																																																																																																	40																																									
	7	1		0									1				47	1																							90				1330	1330	540000	1330	450000																																																														6	45																																																																																																	45																																									
	8	1		0									1				50	1																							95				1330	1330	558000	1330	465000																																																														6	50																																																																																																	50																																									
	9	1		0									1				53	1																							100				1330	1330	576000	1330	480000																																																														6	55																																																																																																	55																																									
	10	1		0									1				56	1																							105				1330	1330	594000	1330	495000																																																														6	60																																																																																																	60																																									
프로스트 아머	1	2		0									1				8	1																							35				1330	1330	432000	1330	360000																																																												320							406																																																																				16																																																																		
	2	2		0									1				11	1																							40				1330	1330	456000	1330	380000																																																													640						406																																																																				18																																																																		
	3	2		0									1				14	1																							45				1330	1330	480000	1330	400000																																																													960						406																																																																				20																																																																		
	4	2		0									1				17	1																							50				1330	1330	504000	1330	420000																																																													1280						406																																																																				22																																																																		
	5	2		0									1				20	1																							55				1330	1330	528000	1330	440000																																																													1600						406																																																																				24																																																																		
	6	2		0									1				23	1																							60				1330	1330	552000	1330	460000																																																																			406																																																																				26																																																																		
	7	2		0									1				26	1																							65				1330	1330	576000	1330	480000																																																																			406																																																																				28																																																																		
	8	2		0									1				29	1																							70				1330	1330	600000	1330	500000																																																																			406																																																																				30																																																																		
	9	2		0									1				32	1																							75				1330	1330	624000	1330	520000																																																																			406																																																																				32																																																																		
	10	2		0									1				35	1																							80				1330	1330	648000	1330	540000																																																																			406																																																																				34																																																																		
프로스트 아머<추가효과>	1												1				29																																8000			4																																																																																																																																																																-18																																						
	2												1				32																																10000			4																																																																																																																																																																-22																																						
	3												1				35																																12000			4																																																																																																																																																																-26																																						
	4												1				38																																14000			4																																																																																																																																																																-30																																						
	5												1				41																																16000			4																																																																																																																																																																-34																																						
	6												1				44																																18000			4																																																																																																																																																																-38																																						
	7												1				47																																20000			4																																																																																																																																																																-42																																						
	8												1				50																																22000			4																																																																																																																																																																-46																																						
	9												1				53																																24000			4																																																																																																																																																																-50																																						
	10												1				56																																26000			4																																																																																																																																																																-54																																						
소울 바리어	1	2		0									1				13	1																							40				2900	2900	144000	2900	120000																																													40															720																																																																																																																																													
	2	2		0									1				16	1																							45				2900	2900	168000	2900	140000																																													45																1920																																																																																																																																												
	3	2		0									1				19	1																							50				2900	2900	192000	2900	160000																																													50																4800																																																																																																																																												
	4	2		0									1				22	1																							55				2900	2900	216000	2900	180000																																													55																9600																																																																																																																																												
	5	2		0									1				25	1																							60				2900	2900	240000	2900	200000																																													60																16000																																																																																																																																												
	6	2		0									1				28	1																							65				2900	2900	264000	2900	220000																																													65																																																																																																																																																												
	7	2		0									1				31	1																							70				2900	2900	288000	2900	240000																																													70																																																																																																																																																												
	8	2		0									1				34	1																							75				2900	2900	312000	2900	260000																																													75																																																																																																																																																												
	9	2		0									1				37	1																							80				2900	2900	336000	2900	280000																																													80																																																																																																																																																												
	10	2		0									1				40	1																							85				2900	2900	360000	2900	300000																																													85																																																																																																																																																												
리콜	1	2		0									1				18	1																							35				2900	2900	187900	2900																																																													1200																																																																																																																																													
	2	2		0									1				21	1																							40				2900	2900	187900	2900																																																														3200																																																																																																																																												
	3	2		0									1				24	1																							45				2900	2900	187900	2900																																																														9600																																																																																																																																												
	4	2		0									1				27	1																							50				2900	2900	187900	2900																																																														19200																																																																																																																																												
	5	2		0									1				30	1																							55				2900	2900	187900	2900																																																														36000																																																																																																																																												
	6	2		0									1				33	1																							60				2900	2900	187900	2900																																																																																																																																																																																																										
	7	2		0									1				36	1																							65				2900	2900	187900	2900																																																																																																																																																																																																										
	8	2		0									1				39	1																							70				2900	2900	187900	2900																																																																																																																																																																																																										
	9	2		0									1				42	1																							75				2900	2900	187900	2900																																																																																																																																																																																																										
	10	2		0									1				45	1																							80				2900	2900	187900	2900																																																																																																																																																																																																										
라이트닝 피어	1	2		1									1				23	1									12		175								53				55				2000	2000	7000	2000	6000			12	7											20																																							2000						2400																																																																																														-50																																															
	2	2		1									1				26	1									14		185								56				60				2000	2000	7000	2000	6000			12	7											20																																							2000							8000																																																																																													-50																																															
	3	2		1									1				29	1									16		195								59				65				2000	2000	7000	2000	6000			12	7											20																																							2000							19200																																																																																													-50																																															
	4	2		1									1				32	1									18		205								62				70				2000	2000	7000	2000	6000			12	7											20																																							2000							32000																																																																																													-50																																															
	5	2		1									1				35	1									20		215								65				75				2000	2000	7000	2000	6000			12	7											20																																							2000							80000																																																																																													-50																																															
	6	2		1									1				38	1									22		225								68				80				2000	2000	7000	2000	6000			12	7											20																																							2000																																																																																																				-50																																															
	7	2		1									1				41	1									24		235								71				85				2000	2000	7000	2000	6000			12	7											20																																							2000																																																																																																				-50																																															
	8	2		1									1				44	1									26		245								74				90				2000	2000	7000	2000	6000			12	7											20																																							2000																																																																																																				-50																																															
	9	2		1									1				47	1									28		255								77				95				2000	2000	7000	2000	6000			12	7											20																																							2000																																																																																																				-50																																															
	10	2		1									1				50	1									30		265								80				100				2000	2000	7000	2000	6000			12	7											20																																							2000																																																																																																				-50																																															
하이퍼 소울 디펜스	1	2		0									1				28	1																							65				1330	1330	432000	1330	360000																																																												5600																																																																												5	5	5	5	5																																																													
	2	2		0									1				31	1																							70				1330	1330	456000	1330	380000																																																													16000																																																																											8	8	8	8	8																																																													
	3	2		0									1				34	1																							75				1330	1330	480000	1330	400000																																																													48000																																																																											11	11	11	11	11																																																													
	4	2		0									1				37	1																							80				1330	1330	504000	1330	420000																																																													64000																																																																											14	14	14	14	14																																																													
	5	2		0									1				40	1																							85				1330	1330	528000	1330	440000																																																													120000																																																																											17	17	17	17	17																																																													
	6	2		0									1				43	1																							90				1330	1330	552000	1330	460000																																																																																																																																								20	20	20	20	20																																																													
	7	2		0									1				46	1																							95				1330	1330	576000	1330	480000																																																																																																																																								23	23	23	23	23																																																													
	8	2		0									1				49	1																							100				1330	1330	600000	1330	500000																																																																																																																																								26	26	26	26	26																																																													
	9	2		0									1				52	1																							105				1330	1330	624000	1330	520000																																																																																																																																								29	29	29	29	29																																																													
	10	2		0									1				55	1																							110				1330	1330	648000	1330	540000																																																																																																																																								32	32	32	32	32																																																													
인크리즈 게이트	1	2		0									1				33	1																							70				1330	1330	432000	1330	360000																																																												8000										1																																																																																																																																			
	2	2		0									1				36	1																							75				1330	1330	456000	1330	380000																																																													32000									1																																																																																																																																			
	3	2		0									1				39	1																							80				1330	1330	480000	1330	400000																																																													72000									1																																																																																																																																			
	4	2		0									1				42	1																							85				1330	1330	504000	1330	420000																																																													128000									1																																																																																																																																			
	5	2		0									1				45	1																							90				1330	1330	528000	1330	440000																																																													200000									1																																																																																																																																			
	6	2		0									1				48	1																							95				1330	1330	552000	1330	460000																																																																						1																																																																																																																																			
	7	2		0									1				51	1																							100				1330	1330	576000	1330	480000																																																																						1																																																																																																																																			
	8	2		0									1				54	1																							105				1330	1330	600000	1330	500000																																																																						1																																																																																																																																			
	9	2		0									1				57	1																							110				1330	1330	624000	1330	520000																																																																						1																																																																																																																																			
	10	2		0									1				60	1																							115				1330	1330	648000	1330	540000																																																																						1																																																																																																																																			
디센트 오브 루나	1	2		0									1				38	1																							30				2800	2800	7800	2800				8	8																																																								16000																																										100																																																																																																			
	2	2		0									1				41	1																							35				2800	2800	7800	2800				8	8																																																									48000																																									200																																																																																																			
	3	2		0									1				44	1																							40				2800	2800	7800	2800				8	8																																																									120000																																									300																																																																																																			
	4	2		0									1				47	1																							45				2800	2800	7800	2800				8	8																																																									192000																																									400																																																																																																			
	5	2		0									1				50	1																							50				2800	2800	7800	2800				8	8																																																									320000																																									500																																																																																																			
	6	2		0									1				53	1																							55				2800	2800	7800	2800				8	8																																																																																																		600																																																																																																			
	7	2		0									1				56	1																							60				2800	2800	7800	2800				8	8																																																																																																		700																																																																																																			
	8	2		0									1				59	1																							65				2800	2800	7800	2800				8	8																																																																																																		800																																																																																																			
	9	2		0									1				62	1																							70				2800	2800	7800	2800				8	8																																																																																																		900																																																																																																			
	10	2		0									1				65	1																							75				2800	2800	7800	2800				8	8																																																																																																		1000																																																																																																			
뮤테이션	1	2		1									1				43	1																							20				1330	1330	10000	1330	4000																																																												32000						108;109;541;542																																																																																																																																							
	2	2		1									1				46	1																							23				1330	1330	12000	1330	5000																																																													96000					108;109;541;542																																																																																																																																							
	3	2		1									1				49	1																							26				1330	1330	14000	1330	6000																																																													168000					108;109;541;542																																																																																																																																							
	4	2		1									1				52	1																							29				1330	1330	16000	1330	7000																																																													320000					108;109;541;542																																																																																																																																							
	5	2		1									1				55	1																							32				1330	1330	20000	1330	8000																																																													480000					108;109;541;542																																																																																																																																							
	6	2		1									1				58	1																							35				1330	1330	22000	1330	9000																																																																		108;109;541;542																																																																																																																																							
	7	2		1									1				61	1																							38				1330	1330	24000	1330	10000																																																																		108;109;541;542																																																																																																																																							
	8	2		1									1				64	1																							41				1330	1330	26000	1330	11000																																																																		108;109;541;542																																																																																																																																							
	9	2		1									1				67	1																							44				1330	1330	28000	1330	12000																																																																		108;109;541;542																																																																																																																																							
	10	2		1									1				70	1																							47				1330	1330	32000	1330	13000																																																																		108;109;541;542																																																																																																																																							
엘리먼트 힐	1	3											1				6	1																																																																																											160							429																																																																																																																																						
	2	3											1				9	1																																																																																												400						429																																																																																																																																						
	3	3											1				12	1																																																																																												640						429																																																																																																																																						
	4	3											1				15	1																																																																																												880						429																																																																																																																																						
	5	3											1				18	1																																																																																												1200						429																																																																																																																																						
	6	3											1				21	1																																																																																																		429																																																																																																																																						
	7	3											1				24	1																																																																																																		429																																																																																																																																						
	8	3											1				27	1																																																																																																		429																																																																																																																																						
	9	3											1				30	1																																																																																																		429																																																																																																																																						
	10	3											1				33	1																																																																																																		429																																																																																																																																						
엘리먼트 힐<추가효과>	1												1				6																																																																																																																																																																																																11																																									
	2												1				9																																																																																																																																																																																																13																																									
	3												1				12																																																																																																																																																																																																15																																									
	4												1				15																																																																																																																																																																																																17																																									
	5												1				18																																																																																																																																																																																																19																																									
	6												1				21																																																																																																																																																																																																21																																									
	7												1				24																																																																																																																																																																																																23																																									
	8												1				27																																																																																																																																																																																																25																																									
	9												1				30																																																																																																																																																																																																27																																									
	10												1				33																																																																																																																																																																																																29																																									
디펜스 마스터	1	3											1				14	1																																																																																											800																																																																											8									5																																																									
	2	3											1				17	1																																																																																												1040																																																				6																						14									10																																																									
	3	3											1				20	1																																																																																												1600																																																			9																							20									15																																																									
	4	3											1				23	1																																																																																												2400																																																			12																							26									20																																																									
	5	3											1				26	1																																																																																												4000																																																			15																							32									25																																																									
	6	3											1				29	1																																																																																																																																															18																							38									25																																																									
	7	3											1				32	1																																																																																																																																															18																							42									25																																																									
	8	3											1				35	1																																																																																																																																																																						46									25																																																									
	9	3											1				38	1																																																																																																																																																																						50									25																																																									
	10	3											1				41	1																																																																																																																																																																						54									25																																																									
컴뱃 마스터	1	3											1				22	1																																																																																							10				2400																																																									4									6																																																																											
	2	3											1				25	1																																																																																							12					3200																																																								7									10																																																																											
	3	3											1				28	1																																																																																							17					5600																																																								10									14																																																																											
	4	3											1				31	1																																																																																							20					8000																																																								13									18																																																																											
	5	3											1				34	1																																																																																							25					16000																																																								16									22																																																																											
	6	3											1				37	1																																																																																							25																																																													19									25																																																																											
	7	3											1				40	1																																																																																							25																																																													22									28																																																																											
	8	3											1				43	1																																																																																							25																																																													25									31																																																																											
	9	3											1				46	1																																																																																							25																																																													28									34																																																																											
	10	3											1				49	1																																																																																																																																																				31									37																																																																											
타임 리커버리	1	3											1				30	1																																																																																											7200								5																																																																																																																																					
	2	3											1				33	1																																																																																												8000							7																																																																																																																																					
	3	3											1				36	1																																																																																												16000							9																																																																																																																																					
	4	3											1				39	1																																																																																												24000							11																																																																																																																																					
	5	3											1				42	1																																																																																												32000							13																																																																																																																																					
	6	3											1				45	1																																																																																																			15																																																																																																																																					
	7	3											1				48	1																																																																																																			17																																																																																																																																					
	8	3											1				51	1																																																																																																			19																																																																																																																																					
	9	3											1				54	1																																																																																																			21																																																																																																																																					
