TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling
1740	Talisman of Jealousy									1																																																																																																				
1741	Talisman of Ghoul Protection									1																																																																																																				
1742	Talisman of Ghoul Protection									1																																																																																																				
1743	Talisman of Ghoul Protection									1																																																																																																				
1744	Talisman of Secret Observation									1																																																																																																				
1745	Talisman of Secret Observation									1																																																																																																				
1746	Talisman of Secret Observation									1																																																																																																				
1747	Scroll of Death									1																																																																																																				
1748	Spirggan's Stolen Staff									1																																																																																																				
1749	Ancestor's Axe									1																																																																																																				
1750	King's Sceptre									1																																																																																																				
1751	100 Fake Swords									1																																																																																																				
1752	Contaminated Sword									1																																																																																																				
1753	Rusty Dagger									1																																																																																																				
1754	Warriors' Weapons									1																																																																																																				
1755	Goblin Scout's Bow									1																																																																																																				
1756	Hero's Shield									1																																																																																																				
1757	Corsos's Spear									1																																																																																																				
1758	Marylith's Spear									1																																																																																																				
1759	Hero's Spear									1																																																																																																				
1760	Elatus' Long Sword									1																																																																																																				
1761	Vanguard's Sword									1																																																																																																				
1762	Ritual Staff									1																																																																																																				
1763	Elder's Old Staff									1																																																																																																				
1764	Black Sword									1																																																																																																				
1765	Staff of Astronomical Observation									1																																																																																																				
1766	Elatus' Spear									1																																																																																																				
1767	Commander's Bow									1																																																																																																				
1768	Dagger of Fear									1																																																																																																				
1769	Disguised Weapon									1																																																																																																				
1770	Hero's Bow									1																																																																																																				
1771	Great Staff									1																																																																																																				
1772	Corsos' Bow									1																																																																																																				
1773	The Other of the Two Remaining 100 Swords									1																																																																																																				
1774	One of the Two Remaining 100 Swords									1																																																																																																				
1775	Elatus' Axe									1																																																																																																				
1776	Elatus' Dagger									1																																																																																																				
1777	Fine Dagger									1																																																																																																				
1778	Fine Dagger									1																																																																																																				
1779	Fine Dagger									1																																																																																																				
1780	Fine Dagger									1																																																																																																				
1781	Fine Dagger									1																																																																																																				
1782	King's Shield									1																																																																																																				
1783	Corsos' Shield									1																																																																																																				
1784	Lamunesil's Staff									1																																																																																																				
1785	Hero Sword									1																																																																																																				
2531	Warning									1																																																																																																				
2532	Fine Perfume									1																																																																																																				
2533	Thieves' Dagger									1																																																																																																				
2534	Poisoned Leaf									1																																																																																																				
2535	Article of Punishment									1																																																																																																				
2536	Gleaming Book									1																																																																																																				
2537	The Fruit of Good and Evil									1																																																																																																				
2538	Hand Made Liquor									1																																																																																																				
2539	Skita's Axe									1																																																																																																				
2540	Traveler's Ashes									1																																																																																																				
2541	Orb Box									1																																																																																																				
2542	Legendary Cooking Utensils									1																																																																																																				
2543	Ancestors' Stone									1																																																																																																				
2544	Food to Comfort the Dead									1																																																																																																				
2545	Concentration Bow									1																																																																																																				
2546	Potion of Fortification									1																																																																																																				
2547	Koop's Throwing Knife									1																																																																																																				
2548	Arrow Shaft Chest									1																																																																																																				
2549	Cosmetics									1																																																																																																				
2550	Black Body Fluids									1																																																																																																				
2551	Valuables Box									1																																																																																																				
2552	Necklace of Memory									1																																																																																																				
2553	Hard Crystal									1																																																																																																				
2554	Treasure Chest									1																																																																																																				
2555	Bolko's Seed									1																																																																																																				
2556	Secret Pouch									1																																																																																																				
2557	Orb of Light									1																																																																																																				
2558	Order of the Dead									1																																																																																																				
2559	Merchant's Chest									1																																																																																																				
2560	Hammer of Handicraft									1																																																																																																				
2561	Timesand Pouch									1																																																																																																				
2562	Amon's Hammer									1																																																																																																				
2563	Traveler's Necklace									1																																																																																																				
2564	Code of Orc									1																																																																																																				
2565	Silver Nugget									1																																																																																																				
2566	Scale of Divinatory Sign									1																																																																																																				
2567	Traces of Death									1																																																																																																				
2568	Ancient Vase									1																																																																																																				
2569	Golden Arrow									1																																																																																																				
2570	Ancient Helmet									1																																																																																																				
2571	Ancient Perfume									1																																																																																																				
2572	Document of Pain									1																																																																																																				
2573	Duke's Axe									1																																																																																																				
2574	Scroll of Power									1																																																																																																				
2575	Grimlot's Mace									1																																																																																																				
2576	Gold Nugget									1																																																																																																				
2577	Nuendo's Journal									1																																																																																																				
2578	Visible Mark									1																																																																																																				
2579	Hard Ruby									1																																																																																																				
2580	Rigid Chest									1																																																																																																				
2581	Necklace of Courage									1																																																																																																				
2582	Letter of Challenge									1																																																																																																				
2583	Poisonous Food									1																																																																																																				
2584	Lawrence's Ring									1																																																																																																				
2585	Lawrence's Letter									1																																																																																																				
2586	Potion of Magical Power									1																																																																																																				
2587	Magic Rune Armor									1																																																																																																				
2588	Magic Anvil									1																																																																																																				
2589	Magic Bottle									1																																																																																																				
2590	Clear Purified Water									1																																																																																																				
2591	Direction Losing Stone									1																																																																																																				
2592	Discarded Bow									1																																																																																																				
2593	Honey Pot									1																																																																																																				
2594	Document of Vengeance									1																																																																																																				
2595	Sealed Sword									1																																																																																																				
2596	Bloody Feather									1																																																																																																				
2597	Broken Armor									1																																																																																																				
2598	Crystal of Blaze									1																																																																																																				
2599	Ancient Glass Bottle									1																																																																																																				
2600	Crest of Apology									1																																																																																																				
2601	The Fruit of Good and Evil									1																																																																																																				
2602	Pure White Water									1																																																																																																				
2603	Liquor Box									1																																																																																																				
2604	Document of Time									1																																																																																																				
2605	Unknown Document									1																																																																																																				
2606	Aluminite									1																																																																																																				
2607	Symbol of Darkness									1																																																																																																				
2608	Traveler's Ashes									1																																																																																																				
2609	Key Wand									1																																																																																																				
2610	Oramis's Fruit									1																																																																																																				
2611	Old Document									1																																																																																																				
2612	Old Bottle									1																																																																																																				
2613	Old Staff									1																																																																																																				
2614	Shield of Incongruity									1																																																																																																				
2615	Ring of Curse									1																																																																																																				
2616	Talisman of Curse									1																																																																																																				
2617	Arrow of Accuracy									1																																																																																																				
2618	Enchantment Talisman									1																																																																																																				
2619	Orb of Truth									1																																																																																																				
2620	Emerald of Concentration									1																																																																																																				
2621	Underground Water									1																																																																																																				
2622	Potion of Clairvoyance									1																																																																																																				
2623	Herb with Strong Fragrance									1																																																																																																				
2624	Soul Containing Necklace									1																																																																																																				
2625	Gorgeous Jewel Box									1																																																																																																				
2516	Map of Forgotten Tomb									1																																																																																																				
2527	Old Crate									1											20																																																																																									
2528	Old Stone Tablet									1											25																																																																																									
2529	Hidden Epitaph									1																																																																																																				
2515	Forgotten Jewel									1																																																																																																				
2517	Restricted Mine Map									1																																																																																																				
2524	Discarded Weapon									1																																																																																																				
2526	Eternal Light									1																																																																																																				
2518	Map of Tombs of the Dead									1																																																																																																				
2525	Watchman's Sword									1											20																																																																																									
2521	Sigillion's Petal									1											25																																																																																									
2522	Yantusma's Root									1																																																																																																				
2523	Duarius' Stem									1																																																																																																				
2519	Sealed Map of Mine									1																																																																																																				
2530	Discarded Cargo Box									1																																																																																																				
2520	Lost Painting									1																																																																																																				
2744	Indee's Letter of Introduction									1																																																																																																				
2745	Lucibel's Right Hand									1																																																																																																				
2746	Wilcott's Letter of Introduction									1																																																																																																				
2747	Reckles's Sword									1																																																																																																				
2748	Ignatus's Tooth									1																																																																																																				
2749	Felicia's Letter of Introduction									1																																																																																																				
2750	Lucibel's Right Hand									1																																																																																																				
2751	Wilcott's Letter of Introduction									1																																																																																																				
2752	Reckles's Sword									1																																																																																																				
2753	Ignatus's Tooth									1																																																																																																				
2754	Discarded Stone Tablet									1																																																																																																				
2755	Broken Stone Tablet									1																																																																																																				
2995	Tinklen's Card									1																																																																																																				
2996	Blue Petrifying Herb									1																																																																																																				
2643	Love Letter									1																																																																																																				
2997	Growing Stone									1																																																																																																				
2644	Growing Stone Seed									1																																																																																																				
2645	Yellow Sand									1																																																																																																				
2646	Mirku Special Beer									1																																																																																																				
2647	Nibble's Filing Cabinet									1																																																																																																				
2648	Old Moss									1																																																																																																				
2649	Ceremonial Staff									1																																																																																																				
2650	Firnelli's Letter									1																																																																																																				
2651	Reinforcing Stone									1																																																																																																				
2652	Pianbell Herb									1																																																																																																				
2653	Gnoll's Sword									1											30																																																																																									
2654	Secret Magic Potion									1																																																																																																				
2655	Proof of Alliance									1																																																																																																				
2656	Firemaking Herb									1																																																																																																				
2998	Barrick's Claw									1											30																																																																																									
2657	Medicine Box									1																																																																																																				
2658	Gnoll's Covenant Letter									1																																																																																																				
2659	Torn Magic Book									1																																																																																																				
2660	Anakaren's Magic Book									1																																																																																																				
2661	Young Vampire's Heart									1											30																																																																																									
2662	Horse Feed									1																																																																																																				
2663	Lamia's Symbol									1																																																																																																				
2664	Halluminel's Hair									1																																																																																																				
2665	Death Crow's Egg									1																																																																																																				
2999	Discarded Fruit									1																																																																																																				
2666	Red Divination Grass									1																																																																																																				
3000	Rodellite									1											30																																																																																									
2667	Old Belt									1																																																																																																				
2668	Dorlion Herb									1																																																																																																				
2669	Hallumium Stem									1											30																																																																																									
2670	Unfinished Robe									1																																																																																																				
2671	Ragged Boots									1																																																																																																				
2672	Lost Pendant									1																																																																																																				
2673	Proof of Hunting									1																																																																																																				
2674	Gullute Ore									1																																																																																																				
2675	Magic Arrow									1																																																																																																				
2676	Oil Bottle									1																																																																																																				
3001	Stone Tablet									1																																																																																																				
2758	Split Leaf									1																																																																																																				
2759	Buck's Antler									1											30																																																																																									
2760	Asparagus Stew									1																																																																																																				
2761	Weapons Box									1																																																																																																				
2762	Basic Manual of Wizardry									1																																																																																																				
2763	Ferde's Box									1																																																																																																				
2764	Lauruna's Ring									1																																																																																																				
2765	Drurion's Letter									1																																																																																																				
2766	Tamarai's Bracelets									1																																																																																																				
2767	Lost Magic Book									1																																																																																																				
2768	Bandillion's Plan									1																																																																																																				
2769	Crow's Feather									1											30																																																																																									
2770	Siaforce's Report									1																																																																																																				
2771	Scout's Log									1																																																																																																				
2772	Troll Meat									1											30																																																																																									
2773	Nuereron Cocoon									1																																																																																																				
2774	Document of Negotiation									1																																																																																																				
2775	Document of Surrender									1																																																																																																				
2776	Crest of Clan									1																																																																																																				
2777	Magic Log									1																																																																																																				
2778	Magic Reagent									1											30																																																																																									
2779	Lost Axe									1																																																																																																				
2780	Lost Toolbox									1											30																																																																																									
2781	Ancient Magic Book									1																																																																																																				
2782	Boar's Tusk									1											30																																																																																									
2783	Kaijan's Head									1																																																																																																				
2784	Secret Letter									1																																																																																																				
2785	Flying Feather									1																																																																																																				
2786	Vitality Grass									1																																																																																																				
2787	Lost Gloves									1																																																																																																				
2788	Letter of Gratitude									1																																																																																																				
2789	Lock									1																																																																																																				
2790	Closed Box									1																																																																																																				
2791	Proof of the Covenant									1																																																																																																				
2792	Broken Dagger									1																																																																																																				
2793	Fire Fossil									1																																																																																																				
2794	Ghoul's Bone									1											30																																																																																									
2795	Hidden Pendant									1																																																																																																				
2796	Torge's Stem									1																																																																																																				
2797	Bat's Membrane									1											30																																																																																									
2798	Buried Gold Nugget									1																																																																																																				
2799	Appraisal Tool									1																																																																																																				
2800	Lost Box									1											30																																																																																									
2801	Dragon Bone									1																																																																																																				
2802	Hyacinth Herb									1																																																																																																				
2803	Neglected Scout Globe									1																																																																																																				
2804	Empty Bottle									1																																																																																																				
2805	Full Bottle									1																																																																																																				
2806	Zombie's Bone									1																																																																																																				
2807	Firefly Grass									1																																																																																																				
2808	Lost Equipment									1																																																																																																				
2809	Music Box									1																																																																																																				
2810	Monster's Feces									1																																																																																																				
2811	Combatant's Helmet									1											30																																																																																									
2812	Broken Bow									1																																																																																																				
2813	Broken Arrow									1																																																																																																				
2814	Hardening Stone									1																																																																																																				
2815	Poison Pouch									1											30																																																																																									
2816	Lymen Cocoon									1																																																																																																				
2817	Moth Powder Bundle									1											30																																																																																									
2818	Amber Stone									1																																																																																																				
2819	Lakatamara's Helmet									1																																																																																																				
2820	Wilnar's Heart									1																																																																																																				
2821	Old Document									1																																																																																																				
2822	Poisoned Bone									1											30																																																																																									
2823	Research Result									1																																																																																																				
2824	Broken Sword									1																																																																																																				
2825	Repaired Sword									1																																																																																																				
2826	Torn Research Paper									1																																																																																																				
2827	Queen's Necklace									1																																																																																																				
2828	Cursed Chest									1																																																																																																				
2829	Thick Thorny Scale									1																																																																																																				
2830	Charger's Sword									1																																																																																																				
2831	Spriggan's Report									1																																																																																																				
2832	Darkhan's Sword									1																																																																																																				
2833	Chasers' Gloves									1																																																																																																				
2834	Fighter's Helmet									1																																																																																																				
2835	Ironclad Soldier's Armor									1																																																																																																				
2836	Vampire's Fang									1																																																																																																				
2837	Charasuka's Sword									1																																																																																																				
2655	Proof of Alliance									1																																																																																																				
2662	Horse Feed									1																																																																																																				
2789	Lock									1											30																																																																																									
2791	Proof of the Covenant									1																																																																																																				
2796	Torge's Stem									1																																																																																																				
2803	Neglected Scout Globe									1																																																																																																				
2805	Full Bottle									1																																																																																																				
2810	Monster's Feces									1																																																																																																				
2816	Lymen Cocoon									1											30																																																																																									
2820	Wilnar's Heart									1																																																																																																				
2828	Cursed Chest									1																																																																																																				
3028	Contract of Blood									1																																																																																																				
3029	Mayuria Insect									1											30																																																																																									
3030	Tinder Box									1											30																																																																																									
3031	Oil Bottle that Never Runs Dry									1											30																																																																																									
3032	Broken Sword Edge									1																																																																																																				
3033	Houdian's Work Knife									1																																																																																																				
1848	List of Blood									1																																																																																																				
1850	Dallain's Seal									1											50																																																																																									
1852	Mirror Bead									1																																																																																																				
1854	Flower of Vampire Blood									1																																																																																																				
3335	Hobgoblin Gallbladder									1																																																																																																				
3336	Blue Potion									1																																																																																																				
3337	Reflexive Stone Tablet									1											50																																																																																									
3338	Space Distortion Talisman									1																																																																																																				
3339	Time Distortion Talisman									1																																																																																																				
3340	Red Vial									1											50																																																																																									
3341	Red Fruit									1																																																																																																				
3342	Red Fruit									1																																																																																																				
3343	Resurrection Potion									1											50																																																																																									
3344	Jewel of Life									1																																																																																																				
3345	Fruit Branch									1																																																																																																				
3346	Fruit Branch									1																																																																																																				
3347	Fruit Branch									1																																																																																																				
3348	Ceredul Heart									1											50																																																																																									
3349	Secret Correspondence									1																																																																																																				
3350	Demitri's Alchemy Cauldron									1																																																																																																				
3351	Demitri's Talisman of Control									1											50																																																																																									
3352	Seshrud's Soul Box									1																																																																																																				
3353	Ivory Box									1											50																																																																																									
3354	Dallain's Necklace									1																																																																																																				
3355	Red Tome									1											50																																																																																									
3356	Dark Sentio's Record									1											50																																																																																									
3357	Beast Jewel									1											50																																																																																									
3358	Karafel's Imperial Sword									1																																																																																																				
3359	Belange's Document									1																																																																																																				
3360	Moon Elves' Money Pouch									1																																																																																																				
3361	Necklace of Darkness									1																																																																																																				
3362	Mercenaries' Ashes									1											50																																																																																									
3363	Poppy's Letter									1																																																																																																				
3364	Document of the Climate Map									1																																																																																																				
