TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	ExtraType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling	QuestItem	Gacha_Type_Numer	GachaRank	StaminaCure	RemainPetStamina	GachaMinLv	GachaMaxLv	Item_section_num	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
11597	Avatar Package <Hunter>							22	256	39	1	1						8454143																																																																															1						1	1																		
11598	Avatar Package <Sorcerer>							22	256	39	1	1						8454143																																																																															1						1	1																		
11599	Avatar Package <Swashbuckler>							22	256	39	1	1						8454143																																																																															1						1	1																		
11600	Avatar Package <Ranger>							22	256	39	1	1						8454143																																																																															1						1	1																		
11601	Avatar Package <Elementalist>							22	256	39	1	1						8454143																																																																															1						1	1																		
11602	Avatar Package <DragonScion>							22	256	39	1	1						8454143																																																																															1						1	1																		
11603	Brilliant Rocky Ring	5									1							11968874		1	600																																																																																						2085;2173;2001						3	4			1	10				
11604	Brilliant Red Sign Ring	9									1							11968874		1	1000																																																																																						2226;2172;2203						3	4			4	14				
11605	Brilliant Barom Ring	18									1							11968874		1	2000																																																																																						2035;2173;2154;2182						3	4			13	23				
11606	Brilliant Shuta Ring	27									1							11968874		1	3000																																																																																						2191;2248;2173						3	4			22	32				
11607	Brilliant Flying Ring	36									1							11968874		1	4000																																																																																						2139;2203;2214;2173						3	4			31	41				
11608	Brilliant Pargon Ring	45									1							11968874		1	5000																																																																																						2173;1063;2358;2226						3	4			40	50				
11609	Brilliant Blode Ring	54									1							11968874		1	6000																																																																																						2191;2173;2226						3	4			49	59				
11610	Brilliant Haul Ring	62									1							11968874		1	6900																																																																																						2254;2173;2381;2391;2401						3	4			57	67				
11611	Brilliant Logo Ring	70									1							11968874		1	7800																																																																																						2173;2248;2358;2368;2090						3	4			65	75				
11612	Brilliant Ohkeros Ring	77									1							11968874		1	8600																																																																																						2006;2165;2239;2173						3	4			72	82				
11613	Brilliant Gaudius Ring	84									1							11968874		1	9400																																																																																						2173;2117;2027;2080						3	4			79	89				
11614	Brilliant Podon Necklace	29									1							11968874		1	3200																																																																																						2250;2174;2130						3	4			24	34				
11615	Brilliant Lilin Necklace	29									1							11968874		1	3200																																																																																						2370;2174;2130						3	4			24	34				
11616	Brilliant Release Necklace	29									1							11968874		1	3200																																																																																						2360;2174;2130						3	4			24	34				
11617	Brilliant Karkaen Necklace	38									1							11968874		1	4200																																																																																						2191;2196;2173						3	4			33	43				
11618	Brilliant Darila Necklace	47									1							11968874		1	5200																																																																																						2094;2174;2137;2126						3	4			42	52				
11619	Brilliant Biglos Necklace	56									1							11968874		1	6200																																																																																						2174;2126;2227						3	4			51	61				
11620	Brilliant Guardimesh Necklace	64									1							11968874		1	7100																																																																																						2075;2090;2174;2259						3	4			59	69				
11621	Brilliant Zucker Necklace	72									1							11968874		1	8000																																																																																						2174;2196;2217						3	4			67	77				
11622	Brilliant Shocker Necklace	79									1							11968874		1	8800																																																																																						2174;2252;2362;2372						3	4			74	84				
11623	Brilliant Luke Necklace	86									1							11968874		1	9600																																																																																						2191;2110;2174;1113						3	4			81	91				
11624	Brilliant Necklace of Fortune	20									1							11968874		1	2300																																																																																						2196;2174;2215						3	4			15	25				
11625	Brilliant Necklace of Survival	11									1							11968874		1	1300																																																																																						2057;2174;2184						3	4			6	16				
11626	Intelligent Rocky Ring	6									1							11968874		1	700																																																																																						2085;3267;2001						3	4			1	11				
11627	Intelligent Red Sign Ring	10									1							11968874		1	1100																																																																																						3267;2172;2203						3	4			5	15				
11628	Intelligent Barom Ring	19									1							11968874		1	2100																																																																																						2035;3267;2154;2182						3	4			14	24				
11629	Intelligent Shuta Ring	28									1							11968874		1	3100																																																																																						2191;2248;3267						3	4			23	33				
11630	Intelligent Flying Ring	37									1							11968874		1	4100																																																																																						2139;2203;2214;3267						3	4			32	42				
11631	Intelligent Pargon Ring	46									1							11968874		1	5100																																																																																						3267;1063;2358;2226						3	4			41	51				
11632	Intelligent Blode Ring	55									1							11968874		1	6100																																																																																						2191;2173;3267						3	4			50	60				
11633	Intelligent Haul Ring	63									1							11968874		1	7000																																																																																						2254;3267;2381;2391;2401						3	4			58	68				
11634	Intelligent Logo Ring	71									1							11968874		1	7900																																																																																						3267;2248;2358;2368;2090						3	4			66	76				
11635	Intelligent Ohkeros Ring	78									1							11968874		1	8700																																																																																						2006;2165;2239;3267						3	4			73	83				
11636	Intelligent Gaudius Ring	85									1							11968874		1	9500																																																																																						3267;2117;2027;2080						3	4			80	90				
11637	Intelligent Podon Necklace	30									1							11968874		1	3300																																																																																						2250;3267;2130						3	4			25	35				
11638	Intelligent Lilin Necklace	30									1							11968874		1	3300																																																																																						2370;3267;2130						3	4			25	35				
11639	Intelligent Release Necklace	30									1							11968874		1	3300																																																																																						2360;3267;2130						3	4			25	35				
11640	Intelligent Karkaen Necklace	39									1							11968874		1	4300																																																																																						2191;3267;2173						3	4			34	44				
11641	Intelligent Darila Necklace	48									1							11968874		1	5300																																																																																						2094;3267;2137;2126						3	4			43	53				
11642	Intelligent Biglos Necklace	57									1							11968874		1	6300																																																																																						3267;2126;2227						3	4			52	62				
11643	Intelligent Guardimesh Necklace	65									1							11968874		1	7200																																																																																						2075;2090;3267;2259						3	4			60	70				
11644	Intelligent Zucker Necklace	73									1							11968874		1	8100																																																																																						2174;2227;3267						3	4			68	78				
11645	Intelligent Shocker Necklace	80									1							11968874		1	8900																																																																																						3267;2252;2362;2372						3	4			75	85				
11646	Intelligent Luke Necklace	87									1							11968874		1	9700																																																																																						2191;2110;3267;1113						3	4			82	92				
11647	Intelligent Necklace of Fortune	21									1							11968874		1	2400																																																																																						2196;3267;2215						3	4			16	26				
11648	Intelligent Necklace of Survival	12									1							11968874		1	1400																																																																																						2057;3267;2184						3	4			7	17				
11649	Glorious Rocky Ring	7									1							11968874		1	800																																																																																						2085;2154;2001						3	4			2	12				
11650	Glorious Red Sign Ring	11									1							11968874		1	1200																																																																																						2154;2172;2203						3	4			6	16				
11651	Glorious Barom Ring	20									1							11968874		1	2200																																																																																						2035;2226;2154;2182						3	4			15	25				
11652	Glorious Shuta Ring	29									1							11968874		1	3200																																																																																						2191;2248;2154						3	4			24	34				
11653	Glorious Flying Ring	38									1							11968874		1	4200																																																																																						2139;2203;2214;2154						3	4			33	43				
11654	Glorious Pargon Ring	47									1							11968874		1	5200																																																																																						2154;1063;2358;2226						3	4			42	52				
11655	Glorious Blode Ring	56									1							11968874		1	6200																																																																																						2191;2173;2154						3	4			51	61				
11656	Glorious Haul Ring	64									1							11968874		1	7100																																																																																						2254;2154;2381;2391;2401						3	4			59	69				
11657	Glorious Logo Ring	72									1							11968874		1	8000																																																																																						2154;2248;2358;2368;2090						3	4			67	77				
11658	Glorious Ohkeros Ring	79									1							11968874		1	8800																																																																																						2006;2165;2239;2154						3	4			74	84				
11659	Glorious Gaudius Ring	86									1							11968874		1	9600																																																																																						2154;2117;2027;2080						3	4			81	91				
11660	Glorious Podon Necklace	31									1							11968874		1	3400																																																																																						2250;137;2130						3	4			26	36				
11661	Glorious Lilin Necklace	31									1							11968874		1	3400																																																																																						2370;137;2130						3	4			26	36				
11662	Glorious Release Necklace	31									1							11968874		1	3400																																																																																						2360;137;2130						3	4			26	36				
11663	Glorious Karkaen Necklace	40									1							11968874		1	4400																																																																																						2191;137;2173						3	4			35	45				
11664	Glorious Darila Necklace	49									1							11968874		1	5400																																																																																						2094;137;2137;2126						3	4			44	54				
11665	Glorious Biglos Necklace	58									1							11968874		1	6400																																																																																						137;2126;2227						3	4			53	63				
11666	Glorious Guardimesh Necklace	66									1							11968874		1	7300																																																																																						2075;2090;2196;2259						3	4			61	71				
11667	Glorious Zucker Necklace	74									1							11968874		1	8200																																																																																						2174;137;2217						3	4			69	79				
11668	Glorious Shocker Necklace	81									1							11968874		1	9000																																																																																						137;2252;2362;2372						3	4			76	86				
11669	Glorious Luke Necklace	88									1							11968874		1	9800																																																																																						2191;2110;137;1113						3	4			83	93				
11670	Glorious Necklace of Fortune	22									1							11968874		1	2500																																																																																						2196;137;2215						3	4			17	27				
11671	Glorious Necklace of Survival	13									1							11968874		1	1500																																																																																						2057;137;2184						3	4			8	18				
11672	Excellent Rocky Ring	8									1							11968874		1	900																																																																																						2085;2191;2001															
11673	Excellent Red Sign Ring	12									1							11968874		1	1300																																																																																						2191;2172;2203															
11674	Excellent Barom Ring	21									1							11968874		1	2300																																																																																						2035;2191;2154;2182															
11675	Excellent Shuta Ring	30									1							11968874		1	3300																																																																																						2191;2248;2226															
11676	Excellent Flying Ring	39									1							11968874		1	4300																																																																																						2139;2203;2214;2191															
11677	Excellent Pargon Ring	48									1							11968874		1	5300																																																																																						2191;1063;2358;2226															
11678	Excellent Blode Ring	57									1							11968874		1	6300																																																																																						2191;2173;2196															
11679	Excellent Haul Ring	65									1							11968874		1	7200																																																																																						2254;2191;2381;2391;2401															
11680	Excellent Logo Ring	73									1							11968874		1	8100																																																																																						2191;2248;2358;2368;2090															
11681	Excellent Ohkeros Ring	80									1							11968874		1	8900																																																																																						2006;2165;2239;2191															
11682	Excellent Gaudius Ring	87									1							11968874		1	9700																																																																																						2191;2117;2027;2080															
11683	Excellent Podon Necklace	32									1							11968874		1	3500																																																																																						2250;2191;2130															
11684	Excellent Lilin Necklace	32									1							11968874		1	3500																																																																																						2370;2191;2130															
11685	Excellent Release Necklace	32									1							11968874		1	3500																																																																																						2360;2191;2130															
11686	Excellent Karkaen Necklace	41									1							11968874		1	4500																																																																																						2191;2154;2173															
11687	Excellent Darila Necklace	50									1							11968874		1	5500																																																																																						2094;2191;2137;2126															
11688	Excellent Biglos Necklace	59									1							11968874		1	6500																																																																																						2191;2126;2227															
11689	Excellent Guardimesh Necklace	67									1							11968874		1	7400																																																																																						2075;2090;2191;2259															
11690	Excellent Zucker Necklace	75									1							11968874		1	8300																																																																																						2174;2191;2217															
11691	Excellent Shocker Necklace	82									1							11968874		1	9100																																																																																						2191;2252;2362;2372															
11692	Excellent Luke Necklace	89									1							11968874		1	9900																																																																																						2191;2110;2196;1113															
11693	Excellent Necklace of Fortune	23									1							11968874		1	2600																																																																																						2196;2191;2215															
11694	Excellent Necklace of Survival	14									1							11968874		1	1600																																																																																						2057;2191;2184															
11695	Attack Prayer Stone<Lv4>	1						9	0												2000	99		4																																																															41	Prayer Stone	306	Attack																	4															
11696	Attack Prayer Stone<Lv5>	1						9	0												3000	99		5																																																															41	Prayer Stone	306	Attack																	5															
11697	Attack Prayer Stone<Lv6>	1						9	0												5000	99		6																																																															41	Prayer Stone	306	Attack																	6															
11698	Attack Accuracy Prayer Stone<Lv4>	1						9	5												2000	99		4																																																															41	Prayer Stone	306	Attack																	2104															
11699	Attack Accuracy Prayer Stone<Lv5>	1						9	5												3000	99		5																																																															41	Prayer Stone	306	Attack																	2105															
11700	Attack Accuracy Prayer Stone<Lv6>	1						9	5												5000	99		6																																																															41	Prayer Stone	306	Attack																	2106															
11701	Cold Prayer Stone<Lv4>	1						9	1												2000	99		4																																																															41	Prayer Stone	306	Attack																	2246															
11702	Cold Prayer Stone<Lv5>	1						9	1												3000	99		5																																																															41	Prayer Stone	306	Attack																	5886															
11703	Cold Prayer Stone<Lv6>	1						9	1												5000	99		6																																																															41	Prayer Stone	306	Attack																	5888															
11704	Thunder Prayer Stone<Lv4>	1						9	2												2000	99		4																																																															41	Prayer Stone	306	Attack																	2356															
11705	Thunder Prayer Stone<Lv5>	1						9	2												3000	99		5																																																															41	Prayer Stone	306	Attack																	5916															
11706	Thunder Prayer Stone<Lv6>	1						9	2												5000	99		6																																																															41	Prayer Stone	306	Attack																	5918															
11707	Deadly Poison Prayer Stone<Lv4>	1						9	3												2000	99		4																																																															41	Prayer Stone	306	Attack																	2366															
11708	Deadly Poison Prayer Stone<Lv5>	1						9	3												3000	99		5																																																															41	Prayer Stone	306	Attack																	5946															
11709	Deadly Poison Prayer Stone<Lv6>	1						9	3												5000	99		6																																																															41	Prayer Stone	306	Attack																	5948															
11710	Shield Resistance Prayer Stone<Lv4>	1						9	4												2000	99		4																																																															41	Prayer Stone	306	Attack																	129															
11711	Shield Resistance Prayer Stone<Lv5>	1						9	4												3000	99		5																																																															41	Prayer Stone	306	Attack																	1099															
11712	Shield Resistance Prayer Stone<Lv6>	1						9	4												5000	99		6																																																															41	Prayer Stone	306	Attack																	130															
11713	Critical Hit Prayer Stone<Lv4>	1						9	26												3000	99		4																																																															41	Prayer Stone	306	Attack																	6282															
11714	Critical Hit Prayer Stone<Lv5>	1						9	26												5000	99		5																																																															41	Prayer Stone	306	Attack																	6284															
11715	Critical Hit Prayer Stone<Lv6>	1						9	26												8000	99		6																																																															41	Prayer Stone	306	Attack																	6286															
11716	Blocking Accuracy Prayer Stone<Lv4>	1						9	6												2000	99		4																																																															41	Prayer Stone	307	Defense																	2117															
11717	Blocking Accuracy Prayer Stone<Lv5>	1						9	6												3000	99		5																																																															41	Prayer Stone	307	Defense																	2118															
11718	Blocking Accuracy Prayer Stone<Lv6>	1						9	6												5000	99		6																																																															41	Prayer Stone	307	Defense																	2119															
11719	Defense Prayer Stone<Lv4>	1						9	7												2000	99		4																																																															41	Prayer Stone	307	Defense																	105															
11720	Defense Prayer Stone<Lv5>	1						9	7												3000	99		5																																																															41	Prayer Stone	307	Defense																	106															
11721	Defense Prayer Stone<Lv6>	1						9	7												5000	99		6																																																															41	Prayer Stone	307	Defense																	107															
11722	Life Prayer Stone<Lv4>	1						9	8												2000	99		4																																																															41	Prayer Stone	307	Defense																	2039															
11723	Life Prayer Stone<Lv5>	1						9	8												3000	99		5																																																															41	Prayer Stone	307	Defense																	2040															
11724	Life Prayer Stone<Lv6>	1						9	8												5000	99		6																																																															41	Prayer Stone	307	Defense																	5101															
11725	Mana Prayer Stone<Lv4>	1						9	9												2000	99		4																																																															41	Prayer Stone	307	Defense																	2049															
11726	Mana Prayer Stone<Lv5>	1						9	9												3000	99		5																																																															41	Prayer Stone	307	Defense																	2050															
11727	Mana Prayer Stone<Lv6>	1						9	9												5000	99		6																																																															41	Prayer Stone	307	Defense																	5131															
11728	Stamina Increase Prayer Stone<Lv4>	1						9	10												2000	99		4																																																															41	Prayer Stone	307	Defense																	2059															
11729	Stamina Increase Prayer Stone<Lv5>	1						9	10												3000	99		5																																																															41	Prayer Stone	307	Defense																	2060															
11730	Stamina Increase Prayer Stone<Lv6>	1						9	10												5000	99		6																																																															41	Prayer Stone	307	Defense																	5164															
11731	Spirit Uplift Prayer Stone<Lv4>	1						9	11												2000	99		4																																																															41	Prayer Stone	307	Defense																	2069															
11732	Spirit Uplift Prayer Stone<Lv5>	1						9	11												3000	99		5																																																															41	Prayer Stone	307	Defense																	2070															
11733	Spirit Uplift Prayer Stone<Lv6>	1						9	11												5000	99		6																																																															41	Prayer Stone	307	Defense																	5194															
11734	Physical Resistance Prayer Stone<Lv4>	1						9	20												2000	99		4																																																															41	Prayer Stone	307	Defense																	2020															
11735	Physical Resistance Prayer Stone<Lv5>	1						9	20												3000	99		5																																																															41	Prayer Stone	307	Defense																	3232															
11736	Physical Resistance Prayer Stone<Lv6>	1						9	20												5000	99		6																																																															41	Prayer Stone	307	Defense																	5043															
11737	Skill Block Prayer Stone<Lv4>	1						9	21												2000	99		4																																																															41	Prayer Stone	307	Defense																	2030															
11738	Skill Block Prayer Stone<Lv5>	1						9	21												3000	99		5																																																															41	Prayer Stone	307	Defense																	5072															
11739	Skill Block Prayer Stone<Lv6>	1						9	21												5000	99		6																																																															41	Prayer Stone	307	Defense																	5073															
11740	Curse Removal Prayer Stone<Lv4>	1						9	13												2000	99		4																																																															41	Prayer Stone	308	Special																	6334															
11741	Curse Removal Prayer Stone<Lv5>	1						9	13												3000	99		5																																																															41	Prayer Stone	308	Special																	6336															
11742	Curse Removal Prayer Stone<Lv6>	1						9	13												5000	99		6																																																															41	Prayer Stone	308	Special																	6338															
11743	Skill Awakening Prayer Stone<Lv4>	1						9	14												2000	99		4																																																															41	Prayer Stone	308	Special																	6356															
11744	Skill Awakening Prayer Stone<Lv5>	1						9	14												3000	99		5																																																															41	Prayer Stone	308	Special																	6357															
11745	Skill Awakening Prayer Stone<Lv6>	1						9	14												5000	99		6																																																															41	Prayer Stone	308	Special																	6358															
11746	Conversion Prayer Stone<Lv4>	1						9	15												2000	99		4																																																															41	Prayer Stone	308	Special																	3273															
11747	Conversion Prayer Stone<Lv5>	1						9	15												3000	99		5																																																															41	Prayer Stone	308	Special																	3274															
11748	Conversion Prayer Stone<Lv6>	1						9	15												5000	99		6																																																															41	Prayer Stone	308	Special																	3275															
11749	Mana Replenishment Prayer Stone<Lv4>	1						9	18												2000	99		4																																																															41	Prayer Stone	308	Special																	6297															
11750	Mana Replenishment Prayer Stone<Lv5>	1						9	18												3000	99		5																																																															41	Prayer Stone	308	Special																	6298															
11751	Mana Replenishment Prayer Stone<Lv6>	1						9	18												5000	99		6																																																															41	Prayer Stone	308	Special																	6299															
11752	Life Recovery Prayer Stone<Lv4>	1						9	17												2000	99		4																																																															41	Prayer Stone	308	Special																	3276															
11753	Life Recovery Prayer Stone<Lv5>	1						9	17												3000	99		5																																																															41	Prayer Stone	308	Special																	3277															
11754	Life Recovery Prayer Stone<Lv6>	1						9	17												5000	99		6																																																															41	Prayer Stone	308	Special																	3278															
11755	Quickness Prayer Stone<Lv4>	1						9	25												3000	99		4																																																															41	Prayer Stone	308	Special																	137															
11756	Quickness Prayer Stone<Lv5>	1						9	25												5000	99		5																																																															41	Prayer Stone	308	Special																	3212															
11757	Quickness Prayer Stone<Lv6>	1						9	25												8000	99		6																																																															41	Prayer Stone	308	Special																	3213															
11758	Light Speed Prayer Stone<Lv4>	1						9	12												3000	99		4																																																															41	Prayer Stone	308	Special																	5256															
11759	Light Speed Prayer Stone<Lv5>	1						9	12												5000	99		5																																																															41	Prayer Stone	308	Special																	5257															
11760	Light Speed Prayer Stone<Lv6>	1						9	12												8000	99		6																																																															41	Prayer Stone	308	Special																	5258															
11761	Might Prayer Stone<Lv4>	1						9	27												2000	99		4																																																															41	Prayer Stone	308	Special																	3279															
11762	Might Prayer Stone<Lv5>	1						9	27												3000	99		5																																																															41	Prayer Stone	308	Special																	3280															
11763	Might Prayer Stone<Lv6>	1						9	27												5000	99		6																																																															41	Prayer Stone	308	Special																	3281															
11764	Agility Prayer Stone<Lv4>	1						9	28												2000	99		4																																																															41	Prayer Stone	308	Special																	5325															
11765	Agility Prayer Stone<Lv5>	1						9	28												3000	99		5																																																															41	Prayer Stone	308	Special																	5330															
11766	Agility Prayer Stone<Lv6>	1						9	28												5000	99		6																																																															41	Prayer Stone	308	Special																	3282															
11767	Prayer Stone of Knowledge <Lv4>	1						9	29												2000	99		4																																																															41	Prayer Stone	308	Special																	3283															
11768	Prayer Stone of Knowledge <Lv5>	1						9	29												3000	99		5																																																															41	Prayer Stone	308	Special																	3284															
11769	Prayer Stone of Knowledge <Lv6>	1						9	29												5000	99		6																																																															41	Prayer Stone	308	Special																	3285															
11770	Stamina Prayer Stone<Lv4>	1						9	30												2000	99		4																																																															41	Prayer Stone	308	Special																	3142															
11771	Stamina Prayer Stone<Lv5>	1						9	30												3000	99		5																																																															41	Prayer Stone	308	Special																	5385															
11772	Stamina Prayer Stone<Lv6>	1						9	30												5000	99		6																																																															41	Prayer Stone	308	Special																	5390															
11773	Wisdom Prayer Stone<Lv4>	1						9	31												2000	99		4																																																															41	Prayer Stone	308	Special																	5415															
11774	Wisdom Prayer Stone<Lv5>	1						9	31												3000	99		5																																																															41	Prayer Stone	308	Special																	5420															
11775	Wisdom Prayer Stone<Lv6>	1						9	31												5000	99		6																																																															41	Prayer Stone	308	Special																	3286															
11776	Lucky Prayer Stone<Lv4>	1						9	32												2000	99		4																																																															41	Prayer Stone	308	Special																	2221															
11777	Lucky Prayer Stone<Lv5>	1						9	32												3000	99		5																																																															41	Prayer Stone	308	Special																	5801															
11778	Lucky Prayer Stone<Lv6>	1						9	32												5000	99		6																																																															41	Prayer Stone	308	Special																	5804															
11779	Novice's Blessed Buff Potion	1;40						12	0		1											99																																																													1264	1													2		60				2																			
11780	Novice's Awakening Talisman <14 days>	1;40						12	0		1																																																																								447	1													3			20160	30		2	1																		
11781	Pet Feed <1 days>							34			1																																																																																						1				180	1	2	1											86400							
11782	Archondrite																					99																																																																	61	Combination Material	315	Material																							5	3			1	99				
11783	Flames of Heaven											1						8454143				999																																																																																																				
11784	Flames of Hell											1						8454143				999																																																																																																				
11785	Flames of Ashtal											1						8454143				999																																																																																																				
11786	Remains of Ashtal							12				1						8454143				999																																																													1387	1																																						
11787	Heroic Necklace	1									1																																																																																																8030;8090;8120;8150													5	5	5
11788	G.O's Gift Box							17			1	1						8454143																																																																																																								
10261	Heaven's Fragment																					99																																																																																																				
10262	Hell's Fragment																					99																																																																																																				
9999	Small Vitality Potion																					99																																																																																						3														
10000	Medium Vitality Potion																					99																																																																																						3														
10260	Large Vitality Potion																					99																																																																																						3														
9341	Heaven's Sand																					99																																																																																																				
9343	Underground's Fragment																					99																																																																																																				
9344	Spirit Crystal																					99																																																																																																				
9345	Spiral Hammer																					99																																																																																																				
11789	Loki Ring Piece	4	1	9																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11790	Red Sign Ring Piece	8	2	13																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11791	Barom Ring Piece	17	11	22																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11792	Shuta Ring Piece	26	20	31																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11793	Flying Ring Piece	35	29	40																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11794	Fargan Ring Piece	44	38	49																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11795	Blode Ring Piece	53	47	58																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11796	Haul Ring Piece	61	55	66																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11797	Logo Ring Piece	69	63	74																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11798	Ohkeros Ring Piece	76	70	81																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11799	Gadius Ring Piece	83	77	88																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11800	Podon Necklace Piece	10	4	15																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11801	Lilin Necklace Piece	19	13	24																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11802	Lilith Necklace Piece	28	22	33																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11803	Karkaen Necklace Piece	28	22	33																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11804	Darilla Necklace Piece	28	22	33																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11805	Biglos Necklace Piece	37	31	42																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11806	Guardimesh Necklace Piece	46	40	51																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11807	Zucker Necklace Piece	55	49	60																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11808	Shocker Necklace Piece	63	57	68																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11809	Luke Necklace Piece	71	65	76																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11810	Piece of Necklace of Fortune	78	72	83																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11811	Piece of Necklace of Survival	85	79	94																		10																																																																	51	Accessory	540	Unique Accessory Piece																																
11812	Talisman of Awakening <7 days>							12	0		1	1						8454143				10																																																													1266	1													3			10080	30		2	1																		
11813	Talisman of Awakening <10 days>							12	0		1	1						8454143				10																																																													1266	1													3			14400	30		2	1																		
11814	Talisman of Awakening<14 Days>							12	0		1	1						8454143				10																																																													1266	1													3			20160	30		2	1																		
11815	Talisman of Awakening <30 days>							12	0		1	1						8454143				10																																																													1266	1													3			43200	30		2	1																		
11816	Talisman of Heavenly Luck <3 days>							12	0		1	1						8454143				10																																																													1135	1													3			4320	60		2	1																		
11817	Talisman of Heavenly Luck <14 days>							12	0		1	1						8454143				10																																																													1135	1													3			20160	60		2	1																		
11818	Lucky Charm<14 days>							12	0		1	1						8454143				10																																																													477	1													3			20160	60		2	1																		
11819	Heaven's Hell Package (S)							22	256	39	1	1						8454143																																																																															1						1	1																		
11820	Heaven's Hell Package (M)							22	256	39	1	1						8454143																																																																															1						1	1																		
11821	Heaven's Hell Package (L)							22	256	39	1	1						8454143																																																																															1						1	1																		
11822	Small Vitality Potion							0	1												450	999																																																						4	400	5000	5																		1											3														
11823	Medium Vitality Potion							0	1												550	999																																																						4	400	5000	10																		1											3														
11824	Large Vitality Potion							0	1												660	999																																																						4	400	5000	15																		1											3														
11825	Pendant of Lure										1							16766615				50																																																																																																				
11826	Angspel Lake Water										1							16766615				1																																																																																																				
11827	Retrieved Chest										1							16766615				1																																																																																																				
11828	Orc's Secret Document										1							16766615				1																																																																																																				
