TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
388 	Rotin	196612 	11 		5 	5 	22 	16 	11 	19 		9 	3 	1242 	86 	62 				2000 	7000 	27 	16 			40 	42 	42 	250 	50 	50 	50 	50 	50 	50 	50 	50 			157 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							38 	43 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		1 	0 	1 	1 		0						
1752 	Kerg	196612 	11 		5 	7 	31 	23 	18 	27 		14 	4 	3312 	125 	105 				2000 	7000 	33 	19 			178 	187 	35 	250 	50 	50 	50 	50 	50 	50 	50 	50 			714 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							72 	80 		1 	5 	1 	3 						0 	BD806B	3 	1.70 		1 	0 	1 	0 		0						
1750 	Irysha	196612 	11 		5 	19 	64 	47 	41 	54 		32 	8 	3378 	260 	255 				2000 	6000 	54 	31 			123 	129 	37 	900 	50 	50 	50 	50 	50 	50 	50 	50 			891 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							103 	113 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		0 	0 	1 	1 		1						
1751 	Felicia	196612 	11 		5 	19 	73 	53 	49 	61 		38 	18 	7512 	292 	291 				2000 	6000 	58 	33 			159 	167 	30 	900 	50 	50 	100 	0 	50 	50 	50 	50 			2141 	0 	0 	0 	0 	0 	0 	86 	95 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							164 	180 		1 	5 	1 	3 						3 	BD806B	3 	1.90 	5 	0 	0 	1 	1 		1						
1754 	Bellihart	196612 	11 		5 	16 	53 	40 	34 	45 		26 	7 	2694 	214 	205 				2500 	7000 	48 	27 			103 	108 	42 	300 	50 	50 	50 	50 	50 	50 	50 	50 			743 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							85 	95 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		0 	0 	1 	1 		0						
1755 	Shylock	196612 	11 		5 	16 	62 	47 	40 	52 		31 	8 	6276 	244 	238 				2500 	7000 	52 	30 			340 	357 	35 	300 	50 	50 	50 	50 	50 	50 	50 	50 			1465 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							136 	152 		1 	5 	1 	3 						0 	BD806B	3 	1.70 		0 	0 	1 	1 		0						
1753 	Berudin	196612 	11 		5 	21 	75 	55 	47 	63 		37 	9 	3756 	292 	291 				2500 	8000 	58 	33 			143 	150 	37 	320 	50 	50 	50 	50 	50 	50 	50 	50 			1019 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							118 	128 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		1 	0 	1 	1 		0						
1788 	Guston	196612 	11 		5 	23 	95 	69 	61 	79 		47 	12 	10464 	362 	369 				2500 	8000 	68 	39 			513 	538 	30 	320 	50 	50 	50 	50 	50 	50 	50 	50 			2393 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							204 	228 		1 	5 	1 	3 						0 	BD806B	3 	1.70 		1 	0 	1 	1 		0						
1803 	Chest	196612 	11 		5 	19 	66 	49 	42 	55 		32 	8 	3378 	260 	255 				2000 	6500 	54 	31 			126 	132 	42 	270 	50 	50 	50 	50 	50 	50 	50 	50 			891 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							103 	113 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		0 	0 	1 	1 		0						
1802 	Lapan	196612 	11 		5 	20 	80 	60 	52 	66 		40 	10 	8400 	309 	310 				2000 	6500 	61 	35 			433 	455 	35 	270 	50 	50 	50 	50 	50 	50 	50 	50 			1914 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							176 	192 		1 	5 	1 	3 						0 	BD806B	3 	1.70 		0 	0 	1 	1 		0						
1756 	Guldin	196612 	11 		5 	28 	106 	78 	69 	88 		53 	13 	6588 	418 	431 				2000 	6500 	75 	42 			200 	210 	42 	270 	50 	50 	50 	50 	50 	50 	50 	50 			1700 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							165 	180 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		0 	0 	1 	1 		0						
1801 	Kalidan	196612 	11 		5 	30 	130 	94 	86 	106 		65 	16 	16836 	498 	520 				2000 	6500 	86 	48 			692 	727 	35 	270 	50 	50 	50 	50 	50 	50 	50 	50 			3826 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							288 	320 		1 	5 	1 	3 						0 	BD806B	3 	1.70 		0 	0 	1 	1 		0						
1804 	Gelion	196612 	11 		5 	37 	156 	114 	102 	128 		78 	19 	11016 	605 	638 				2500 	7500 	100 	56 			292 	307 	37 	300 	50 	50 	50 	50 	50 	50 	50 	50 			2937 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							243 	268 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		1 	0 	1 	1 		0						
1805 	Bison	196612 	11 		5 	38 	178 	129 	117 	146 		89 	22 	26148 	672 	713 				2500 	7500 	109 	60 			947 	994 	30 	300 	50 	50 	50 	50 	50 	50 	50 	50 			6059 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							404 	444 		1 	5 	1 	3 						0 	BD806B	3 	1.70 		1 	0 	1 	1 		0						
1808 	Manus	196612 	11 		5 	38 	162 	118 	106 	133 		81 	20 	11592 	627 	663 				2500 	7000 	103 	57 			303 	318 	37 	500 	50 	50 	50 	50 	50 	50 	50 	50 			3107 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							253 	278 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		0 	0 	1 	1 		0						
1809 	Hericule	196612 	11 		5 	39 	183 	134 	126 	148 		97 	45 	27984 	695 	739 				300 	7500 	112 	62 			388 	407 	30 	600 	100 	0 	50 	50 	50 	50 	50 	50 			7663 	208 	230 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							420 	464 		1 	5 	1 	3 						1 	BD806B	3 	1.90 	3 	0 	0 	1 	1 		0						
1810 	Hellrider	196612 	11 		5 	34 	143 	103 	93 	117 		71 	17 	9396 	540 	566 				2500 	7500 	92 	51 			268 	281 	37 	240 	50 	50 	50 	50 	50 	50 	50 	50 			2469 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							215 	238 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		0 	0 	1 	1 		0						
1811 	Nazdel	196612 	11 		5 	36 	170 	122 	112 	139 		84 	20 	23184 	627 	663 				2500 	7500 	103 	57 			905 	950 	30 	240 	50 	50 	50 	50 	50 	50 	50 	50 			5437 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							372 	412 		1 	5 	1 	3 						0 	BD806B	3 	1.70 		0 	0 	1 	1 		0						
1812 	Pirpin	196612 	11 		5 	39 	172 	128 	113 	141 		86 	21 	12444 	649 	688 				2500 	7500 	106 	59 			322 	338 	42 	300 	50 	50 	50 	50 	50 	50 	50 	50 			3281 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							263 	290 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		0 	0 	1 	1 		0						
1813 	Totin	196612 	11 		5 	40 	196 	144 	129 	159 		97 	24 	29268 	719 	765 				2500 	7500 	115 	64 			1038 	1090 	35 	300 	50 	50 	50 	50 	50 	50 	50 	50 			6720 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							432 	480 		1 	5 	1 	3 						0 	BD806B	3 	1.70 		0 	0 	1 	1 		0						
1814 	Oroch	196612 	11 		5 	41 	185 	137 	121 	151 		92 	23 	13992 	695 	739 				2500 	7000 	112 	62 			344 	362 	47 	250 	50 	50 	50 	50 	50 	50 	50 	50 			3649 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							280 	310 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		0 	0 	1 	1 		0						
1815 	Custer	196612 	11 		5 	42 	207 	153 	143 	167 		109 	51 	31392 	766 	818 				2500 	7000 	121 	67 			438 	460 	40 	250 	50 	50 	50 	50 	0 	100 	50 	50 			9231 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	235 	259 	0 	0 	0 	0 			2500 																							468 	516 		1 	5 	1 	3 						6 	BD806B	3 	1.90 		0 	0 	1 	1 		0						
1816 	Haken	196612 	11 		5 	30 	121 	90 	78 	99 		60 	15 	7296 	457 	475 				2500 	7500 	80 	45 			227 	238 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			1929 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							180 	200 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		1 	0 	1 	1 		1						
1817 	Gespen	196612 	11 		5 	31 	141 	102 	95 	115 		73 	34 	17388 	519 	543 				2500 	7500 	89 	50 			301 	316 	35 	800 	0 	100 	50 	50 	50 	50 	50 	50 			4879 	0 	0 	162 	179 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							300 	332 		1 	5 	1 	3 						2 	BD806B	3 	1.90 	2 	1 	0 	1 	1 		1						
1818 	Wizden	196612 	11 		5 	43 	192 	141 	126 	157 		96 	23 	15294 	742 	791 				2500 	7500 	118 	65 			359 	377 	37 	550 	50 	50 	50 	50 	50 	50 	50 	50 			4110 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							303 	333 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		0 	0 	1 	1 		0						
1819 	Paulo	196612 	11 		5 	45 	221 	162 	154 	179 		117 	54 	36984 	840 	900 				2500 	7500 	129 	73 			468 	491 	30 	550 	100 	0 	50 	50 	50 	50 	50 	50 			11230 	251 	277 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							516 	572 		1 	5 	1 	3 						1 	BD806B	3 	1.90 	3 	0 	0 	1 	1 		0						
1820 	Tirphon	196612 	11 		5 	42 	186 	136 	122 	152 		93 	23 	14634 	719 	765 				2000 	6000 	115 	64 			347 	365 	37 	200 	50 	50 	50 	50 	50 	50 	50 	50 			3840 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							293 	323 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		1 	0 	1 	1 		0						
1821 	Kelberon	196612 	11 		5 	44 	217 	157 	143 	176 		108 	52 	34848 	815 	872 				2000 	6000 	126 	71 			459 	482 	30 	200 	50 	50 	50 	50 	50 	50 	50 	50 			10531 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							496 	552 		1 	5 	1 	3 						0 	BD806B	3 	1.90 		1 	0 	1 	1 		0						
1974 	Kaliman	196612 	11 		5 	44 	199 	145 	131 	162 		99 	24 	15696 	766 	818 				2000 	6000 	121 	67 			370 	389 	37 	200 	50 	50 	50 	50 	50 	50 	50 	50 			4396 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							310 	345 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		1 	0 	1 	1 		0						
1806 	Gaurong	196612 	11 		5 	35 	153 	111 	98 	123 		74 	19 	9918 	561 	590 				3000 	8000 	95 	53 			286 	300 	42 	350 	50 	50 	50 	50 	50 	50 	50 	50 			2618 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							223 	248 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		0 	0 	1 	1 		0						
1807 	Feio	196612 	11 		5 	36 	173 	125 	112 	141 		84 	21 	23184 	627 	663 				3000 	8000 	103 	57 			918 	964 	35 	350 	50 	50 	50 	50 	50 	50 	50 	50 			5437 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							372 	412 		1 	5 	1 	3 						0 	BD806B	3 	1.70 		0 	0 	1 	1 		0						
1749 	Bayal	196612 	11 		5 	10 	35 	27 	20 	30 		16 	4 	1788 	136 	117 				1280 	5800 	35 	20 			68 	72 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			497 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							58 	63 		1 	5 	1 	3 						0 	BD806B	2 	1.50 		1 	0 	1 	2 		0						
1748 	Regia	196612 	11 		5 	11 	45 	34 	27 	38 		21 	6 	4392 	173 	159 				1280 	5800 	41 	24 			247 	259 	40 	210 	50 	50 	50 	50 	50 	50 	50 	50 			1132 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							100 	108 		1 	5 	1 	3 						0 	BD806B	3 	1.70 		1 	0 	1 	2 		0						
1823 	Murad	196612 	11 		5 	9 	38 	29 	23 	32 		18 	10 	3684 	148 	131 				5200 	6700 	37 	21 			84 	88 	45 	800 	50 	50 	100 	0 	50 	50 	50 	50 			1267 	0 	0 	0 	0 	0 	0 	45 	49 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							84 	92 		1 	5 	1 	3 						3 	BD806B	3 	1.90 	5 	0 	0 	1 	1 		1						
1822 	Lychen	196612 	11 		5 	45 	217 	174 	154 	176 		117 	58 	36984 	840 	900 				5200 	6700 	129 	73 			461 	484 	45 	800 	50 	50 	100 	0 	50 	50 	50 	50 			11230 	0 	0 	0 	0 	0 	0 	247 	273 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							516 	572 		1 	5 	1 	3 						3 	BD806B	3 	1.90 	5 	0 	0 	1 	1 		1						
1928 	Shirad Irion Bluewing	196612 	4 		5 	30 	116 	83 	76 	96 		58 	28 	2797 	457 	475 				2000 	6000 	80 	45 			205 	215 	37 	900 	50 	50 	50 	50 	50 	50 	50 	50 			2315 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							72 	80 		1 	5 	1 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		1						
1929 	Shirad Irion Greenwing	196612 	4 		5 	32 	123 	89 	81 	102 		62 	30 	3227 	498 	520 				2000 	6000 	86 	48 			217 	228 	37 	900 	50 	50 	50 	50 	50 	50 	50 	50 			2623 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							79 	87 		1 	5 	1 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		1						
1930 	Shirad Irion Greywing	196612 	4 		5 	34 	139 	103 	97 	114 		75 	69 	48107 	583 	614 				2000 	6000 	97 	54 			444 	467 	30 	900 	0 	100 	50 	50 	50 	50 	50 	50 			13983 	0 	0 	238 	264 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							344 	380 		1 	5 	1 	3 						2 	ffff00	7 	2.10 	2 	0 	0 	1 	1 		1						
1932 	Ninefox Vital Ein	196612 	4 		5 	38 	164 	122 	109 	134 		83 	41 	4444 	627 	663 				2000 	6500 	103 	57 			287 	301 	42 	270 	50 	50 	50 	50 	50 	50 	50 	50 			3728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							101 	111 		1 	5 	1 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		0						
1933 	Ninefox Vital Zwei	196612 	4 		5 	40 	167 	127 	111 	137 		85 	42 	5012 	672 	713 				2000 	6500 	109 	60 			292 	307 	42 	270 	50 	50 	50 	50 	50 	50 	50 	50 			4155 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		0						
1931 	Ninefox Vital Drai	196612 	4 		5 	46 	218 	167 	154 	177 		118 	111 	90169 	865 	928 				2000 	6500 	132 	74 			693 	728 	35 	270 	100 	0 	50 	50 	50 	50 	50 	50 			28722 	371 	411 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							536 	592 		1 	5 	1 	3 						1 	ffff00	7 	2.10 	3 	0 	0 	1 	1 		0						
1489 	Betrayer Soldier	196612 	4 		5 	50 	240 	188 	161 	195 		122 	63 	8160 	916 	984 				1100 	7500 	138 	78 			419 	439 	47 	150 	50 	50 	50 	50 	50 	50 	50 	50 			7740 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							152 	168 		1 	5 	1 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		0						
1490 	Betrayer Guardian	196612 	4 		5 	52 	254 	199 	171 	206 		129 	66 	9097 	968 	1042 				1100 	7500 	144 	82 			442 	464 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			8731 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							162 	179 		1 	5 	1 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		1						
1433 	Betrayer Queen	196612 	4 		5 	54 	286 	203 	203 	231 		154 	135 	126546 	1075 	1161 				1100 	7000 	157 	89 			907 	952 	25 	800 	50 	50 	50 	50 	0 	100 	50 	50 			46165 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	485 	537 	0 	0 	0 	0 			2500 																							688 	760 		1 	5 	1 	3 						6 	ffff00	7 	2.10 		0 	0 	1 	1 		1						
1477 	Giant Hornet Soldier	196612 	4 		5 	58 	301 	230 	200 	244 		151 	77 	11652 	1130 	1222 				1600 	5700 	164 	93 			524 	551 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			12275 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							193 	213 		1 	5 	1 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		0						
1478 	Giant Hornet Drone	196612 	4 		5 	62 	332 	253 	221 	269 		166 	84 	13582 	1242 	1347 				1600 	5700 	177 	102 			577 	606 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			14474 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							215 	237 		1 	5 	1 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		0						
1428 	Giant Hornet Queen	196612 	4 		5 	66 	381 	284 	263 	308 		200 	190 	210229 	1418 	1542 				1700 	6500 	198 	115 			1204 	1264 	40 	280 	50 	50 	50 	50 	50 	50 	50 	50 			81668 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	645 	713 	0 	0 	0 	0 			2500 																							952 	1052 		1 	5 	1 	3 						6 	ffff00	7 	2.10 		0 	0 	1 	1 		0						
1926 	Titanight Shooter	196612 	4 		5 	70 	375 	277 	248 	305 		189 	92 	18699 	1478 	1609 				2500 	7000 	205 	120 			651 	683 	37 	500 	50 	50 	50 	50 	50 	50 	50 	50 			21343 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							262 	290 		1 	5 	1 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		0						
1927 	Titanight Wrecker	196612 	4 		5 	72 	401 	293 	267 	326 		202 	98 	20334 	1540 	1677 				2500 	7000 	213 	124 			696 	731 	37 	500 	50 	50 	50 	50 	50 	50 	50 	50 			23371 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							275 	303 		1 	5 	1 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		0						
1937 	Titanight King	196612 	4 		5 	74 	441 	322 	310 	355 		236 	215 	281216 	1665 	1816 				3000 	7500 	229 	132 			1391 	1461 	30 	600 	100 	0 	50 	50 	50 	50 	50 	50 			116882 	745 	823 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							1152 	1272 		0 	5 	0 	3 						1 	ffff00	7 	2.10 	3 	0 	0 	1 	1 		0						
1934 	Ancient Warmachine Lyer	196612 	4 		5 	78 	451 	329 	300 	366 		227 	110 	25634 	1728 	1887 				2500 	7500 	237 	136 			782 	821 	37 	240 	50 	50 	50 	50 	50 	50 	50 	50 			30269 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							314 	348 		0 	5 	0 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		0						
1935 	Ancient Warmachine Requiem	196612 	4 		5 	82 	511 	366 	343 	412 		256 	122 	29495 	1858 	2031 				2500 	7500 	252 	145 			886 	931 	37 	240 	50 	50 	50 	50 	50 	50 	50 	50 			35596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							343 	379 		0 	5 	0 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		0						
1936 	Ancient Warmachine Shock	196612 	4 		5 	86 	534 	386 	357 	432 		269 	129 	34088 	1992 	2180 				2500 	7500 	266 	155 			926 	972 	37 	240 	50 	50 	50 	50 	50 	50 	50 	50 			41542 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							372 	412 		0 	5 	0 	3 						0 	ffff00	4 	1.60 		0 	1 	1 	1 		0						
1938 	Ancient Draconian Howler	196612 	4 		5 	88 	549 	406 	387 	444 		296 	271 	474168 	2128 	2331 				3000 	8000 	280 	165 			1732 	1819 	30 	600 	50 	50 	50 	50 	0 	50 	50 	100 			202232 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	928 	1026 			2500 																							1552 	1712 		0 	5 	0 	3 						7 	ffff00	7 	2.10 		0 	0 	1 	1 		0						
1924 	Sky Dragon Slayer	196612 	4 		5 	90 	570 	471 	409 	457 		310 	314 	197570 	2128 	2331 				2000 	6500 	280 	165 			316 	332 	52 	200 	50 	50 	100 	0 	50 	50 	50 	50 			173342 	0 	0 	0 	0 	0 	0 	338 	374 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							403 	445 		0 	5 	0 	3 						3 	ffff00	4 	3.00 	5 	0 	0 	1 	1 		0						
1925 	Sky Dragon Orbiter	196612 	4 		5 	90 	570 	471 	409 	457 		310 	314 	197570 	2128 	2331 				2000 	6500 	280 	165 			316 	332 	52 	800 	50 	50 	100 	0 	50 	50 	50 	50 			173342 	0 	0 	0 	0 	0 	0 	338 	374 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							403 	445 		0 	5 	0 	3 						3 	ffff00	4 	3.00 	5 	0 	0 	1 	1 		1						
1939 	Sky Dragon Summoner	196612 	4 		5 	90 	570 	471 	409 	457 		310 	314 	197570 	2128 	2331 				2000 	6500 	280 	165 			316 	332 	52 	800 	50 	50 	100 	0 	50 	50 	50 	50 			173342 	0 	0 	0 	0 	0 	0 	338 	374 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							403 	445 		0 	5 	0 	3 						3 	ffff00	4 	3.00 	5 	0 	0 	1 	1 		1						
1921 	Tartasandra	196612 	4 		5 	85 	542 	448 	389 	435 		295 	299 	2125752 	2026 	2217 				2000 	3500 	270 	158 			1369 	1437 	45 	800 	50 	50 	100 	0 	50 	50 	50 	50 			543456 	0 	0 	0 	0 	0 	0 	733 	811 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							1460 	1612 		0 	5 	0 	3 						3 	ffff00	7 	3.00 	5 	0 	0 	2 	1 		1						
1922 	Areal Limoivoire	196612 	4 		5 	85 	524 	433 	376 	421 		285 	289 	164002 	1958 	2142 				2000 	6500 	263 	153 			291 	305 	52 	200 	50 	50 	100 	0 	50 	50 	50 	50 			143985 	0 	0 	0 	0 	0 	0 	312 	344 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							365 	403 		0 	5 	0 	3 						3 	ffff00	7 	3.00 	5 	0 	0 	1 	1 		0						
1923 	Ruzru of Flash	196612 	4 		5 	85 	524 	433 	376 	421 		285 	289 	164002 	1958 	2142 				2000 	6500 	263 	153 			291 	305 	52 	800 	50 	50 	100 	0 	50 	50 	50 	50 			143985 	0 	0 	0 	0 	0 	0 	312 	344 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							365 	403 		0 	5 	0 	3 						3 	ffff00	7 	3.00 	5 	0 	0 	1 	1 		1						
1993 	Flame Knight	196612 	11 		5 	95 	609 	474 	438 	495 		335 	316 	239890 	2303 	2525 				2000 	6000 	310 	178 			338 	355 	42 	200 	100 	0 	50 	50 	50 	50 	50 	50 			206614 	362 	400 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							443 	489 		0 	5 	0 	3 						1 	FFFF00	4 	3.00 	3 	0 	0 	1 	1 		0						
1992 	Flame Hunter	196612 	11 		5 	96 	619 	498 	443 	491 		333 	332 	250033 	2338 	2565 				2000 	6000 	316 	180 			343 	360 	52 	800 	100 	0 	50 	50 	50 	50 	50 	50 			213759 	368 	406 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							451 	499 		0 	5 	0 	3 						1 	FFFF00	4 	3.00 	3 	0 	0 	1 	1 		1						
1994 	Flame Mage	196612 	11 		5 	98 	629 	509 	451 	506 		344 	339 	271975 	2410 	2644 				2000 	6000 	328 	185 			349 	366 	47 	800 	100 	0 	50 	50 	50 	50 	50 	50 			228551 	373 	413 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							467 	517 		0 	5 	0 	3 						1 	FFFF00	4 	3.00 	3 	0 	0 	1 	1 		1						
