TID	NAME	UseNormalAttack	HateRace	HateRacePercent	HateClass	HateClassPercent	HateAction	HateActionPercent	FellowWorkerTID	FellowWorkerName	FellowWorkerRange	FellowWorkerAcceptCount	FellowWorkerRefreshTime	FollowerTID	FollowerName	FollowerNUM	Max_CumulativeFollower	Min_UpkeepFollower	FollowerRoyalty	Skill1	Skill2	Skill3	Skill4	Skill5	Item1	Item2	Item3	Item4	Item5	Guard	PreemptiveType	PreemptiveCondition1	PreemptiveCondition2	PreemptiveCondition3	PreemptiveRange	Immunity	ImmunPercent	Attribute	SummonTID	SummonMaxCount
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5483	블러드본 위자드	1	오크	110	궁수	110	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5493	블러드본 샤만	1	인간	120	법사	110	null	null	null	null	5	2	60	null	null	null	null	null	null	<MOB>마법정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																				192												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5503	레클레스	1	오크	110	전사	125	null	null	null	null	5	2	60	null	null	null	null	null	null	<BOSS><스켈레톤 커맨더>서먼 스켈레톤	<MOB>마법정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																				182	192											LV								
																				1	6											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5513	세이버 루핀	1	오크	110	전사	125	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5523	하울링 루핀	1	오크	110	법사	115	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5533	크래셔 루핀	1	오크	130	법사	125	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5543	커스 루핀	1	인간	130	법사	110	null	null	null	null	5	2	60	null	null	null	null	null	null	<MOB>마법정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																				192												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5553	카렌차	1	인간	130	법사	110	null	null	null	null	5	2	60	null	null	null	null	null	null	<MOB>마법정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																				192												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5563	다크 크러스터	1	인간	110	전사	110	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5573	아이 크러스터	1	인간	110	궁수	115	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5583	세벤트	1	오크	130	법사	125	null	null	null	null	5	2	60	null	null	null	null	null	null	<BOSS><거대 거미 퀸>포이즌 웹	<MOB>독정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																				188	197											LV								
																				1	5											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5593	다크 언더뱃	1	오크	120	법사	125	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5603	스크림 언더뱃	1	인간	120	법사	110	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5613	뱀파이어 노예	1	인간	125	전사	110	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5623	뱀파이어 시종	1	오크	125	전사	125	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5633	루시벨	1	오크	125	전사	125	null	null	null	null	5	2	60	null	null	null	null	null	null	<BOSS><뱀파이어 프린스>블러드 사인	<MOB>얼음정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																				347	198											LV								
																				1	5											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5643	뱀파이어 암살자	1	인간	130	전사	120	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5653	뱀파이어 호위병	1	인간	130	법사	110	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5663	뱀파이어 근위병	1	인간	110	궁수	115	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6123	이그나투스	1	인간	120	전사	120	null	null	null	null	5	2	60	null	null	null	null	null	null	<BOSS><뱀파이어퀸>근접스킬	<BOSS><뱀파이어퀸>범위스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	고정	null	null
																				384	385											LV								
																				1	1											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	30																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6513	서큐버스 인피리어	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8343	서큐버스	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8353	서큐버스 위치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8363	서큐버스 노블	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8373	서큐버스 프리미어	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>불정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				196												LV								
																				3												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7813	에리니에스 병사	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	24	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6523	에리니에스	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8103	에리니에스 나이트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7893	에리니에스 마법사	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8113	에리니에스 지휘관	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>공기정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				194												LV								
																				4												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6553	하위 리치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8223	리치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8193	기사 리치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8203	상위 리치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8213	귀족 리치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>마법정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				192												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6423	하위 프리지 본드맨	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8183	프리지 본드맨	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8233	프리지 본드맨 매지션	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8243	상위 프리지 본드맨	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>땅정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				195												LV								
																				1												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8253	귀족 프리지 본드맨	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12103	나이트 디펜더	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	듀얼 슬래시	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				1												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12113	나이트 러너	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	리니어 블로우	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				57												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12123	소드 나이트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	실드 어택	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				7												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12133	나이트 리더	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	스턴 스매셔	<MOB>땅정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				224	195											LV								
																				5	1											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				0	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12143	프레스 버서커	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	리니어 블로우	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				57												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12153	헬 버서커	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	트리플 슬래시	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				49												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12163	하드 버서커	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	스윙 암즈	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				225												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12173	버서커 앨리트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	리니어 블로우	<MOB>불정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				57	196											LV								
																				5	3											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				0	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12183	스틸 아처	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	듀얼 샷	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				40												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12193	스카우트 아처	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	피어스 샷	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				48												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12203	크로스 아처	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	마나체이서	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				146												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12213	아처 캡틴	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	트리플 샷	<MOB>공기정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				56	194											LV								
																				5	4											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				0	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12223	스피릿 소서러	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	플레임 코어	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				11												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12233	블레이즈 소서러	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	블레이즈 월	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				13												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12243	가드 소서러	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	워터 스파우트	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				20												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12253	소서러 메이저	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	네이팜 플레임	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				12												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12593	페이트 인섹트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	<BOSS><페이트 인섹트>스킬1	<BOSS><페이트 인섹트>스킬2	<BOSS><페이트 인섹트>스킬2	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				458	469	470										LV								
																				1	1	1										30								
																				HP	HP	HP										이상								
																				0	0	0										금지								
																				이상	이상	이상																		
																				30	30	30																		
																				시간	시간	시간																		
																				5	5	5																		
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12263	하드 나이트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	듀얼 슬래시	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				1												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
