name	skill_level	skill_type	skill_type2	buff_type	require_class_knight	require_class_archer	require_class_wizard	require_class_berserker	require_class_hunter	require_class_sorcerer	require_class_swashbuckler	require_class_ranger	require_class_elementaler	require_class_slayer	require_class_obiter	require_class_summoner	require_class_scion	require_level	require_point	require_heroic_point	require_charisma_point	damage_a	damage_magic	damage_water	damage_air	damage_earth	damage_fire	damage_poison	damage_ice	dmg_heroic	damage_thunder	damage_c	damage_a_PERCENT	damage_magic_PERCENT	damage_water_PERCENT	damage_air_PERCENT	damage_earth_PERCENT	damage_fire_PERCENT	damage_poison_PERCENT	damage_ice_PERCENT	damage_thunder_PERCENT	dmg_heroic_percent	damage_c_PERCENT	resist_a	cost_hp	cost_mp	cost_sp	cost_arrow	endskill_cost_hp	cast_time	recast_time	semi_recast_time	duration	interval	show damage	range	area_r	area_f1	area_f2	dot_dmg_a	dot_dmg_magic	dot_dmg_water	dot_dmg_air	dot_dmg_earth	dot_dmg_fire	dot_dmg_poison	dot_dmg_ice	dot_dmg_thunder	dot_dmg_heroic	dot_dmg_a_PERCENT	dot_dmg_magic_PERCENT	dot_dmg_water_PERCENT	dot_dmg_air_PERCENT	dot_dmg_earth_PERCENT	dot_dmg_fire_PERCENT	dot_dmg_poison_PERCENT	dot_dmg_ice_PERCENT	dot_dmg_thunder_PERCENT	move_distance	reflect_max	heroic_reflect_max	defense_max	reflect_con	defense_con	damage_shield	counter_up	counter_reduce	hot	dmg_adjust	dmg_show_divide	hp_recovery	mp_recovery	sp_recovery	warrior_lev	change_monster	block_point	stun_time	stun_generate_time	critical	skill_range	skill_rate	damage_convert_hp	damage_convert_mp	regen_hp	regen_mp	charge_1	charge_2	charge_3	aggrodoll_hp	dot_damage_time	cost_mp_decrease	cast_time_decrease	skill_levelup	mp_convert_hp	death	time_control	item_parts	skill_cost	skill_upgrade_cost	skill_classify_id	skill_classify_level	velocity	summons_tid	creature_tid	additional_skilltid	additional_duration	max_target_num	limit_quantity	summons_count	bonus_exp	bonus_money	bonus_drop_rate	bonus_charisma_add_rate	level_diff	divide_rate	ea_damage_physical	ea_damage_magic	ea_damage_water	ea_damage_air	ea_damage_earth	ea_damage_fire	ea_damage_poison	ea_damage_ice	ea_damage_thunder	ea_damage_c	ea_damage_physical_PERCENT	ea_damage_magic_PERCENT	ea_damage_water_PERCENT	ea_damage_air_PERCENT	ea_damage_earth_PERCENT	ea_damage_fire_PERCENT	ea_damage_poison_PERCENT	ea_damage_ice_PERCENT	ea_damage_thunder_PERCENT	ea_damage_c_PERCENT	FACTOR_POINT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	dmg_min_heroic	dmg_max_heroic	def_point_heroic	heroic_melee_Resistance	heroic_ranged_Resistance	heroic_magic_Resistance	FACTOR_PERCENT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	FACTOR_MAGNIFY	movement	atk_speed
<MOB><Machine Golem>Skill 1	1	0																															320																	1390	4000	1390				2																																																																																																																																																																																																																						
<MOB><Marylith>Skill 1	1	0																					50										230	110																1190	4000	1190				8																																																																																																																																																																																																																						
<MOB><Tynee Draconian Thrower>Skill 1	1	0																										50					230						110											1590	4000	1590				8																																																																																																																																																																																																																						
<MOB><Human Archer Sentry>Skill 1	1	0																							50								230			110														1790	4000	1790				8	6																																																																																																																																																																																																																					
<MOB><Human Mage Sentry>Skill 1	1	0																					50										230	110																1930	4000	1930				8																																																																																																																																																																																																																						
<MOB><Human Warrior Sentry>Skill 1	1	0																															320																	1460	4000	1460				4	4																																																																																																																																																																																																																					
<MOB><Orc Mage Sentry>Skill 1	1	0																									50						230					110												1520	4000	1520						6	3																																																																																																																																																																																																																			
<MOB><Orc Warrior Sentry>Skill 2	1	0																								50							230				110													1860	4000	1860						4	4																																																																																																																																																																																																																			
<MOB><Orc Warrior Sentry>Skill 1	1	0																															320																	1460	4000	1460				2																																																																																																																																																																																																																						
<MOB><MoonElf Archer Sentry>Skill 1	1	0																							50								230			110														1130	4000	1130				8																																																																																																																																																																																																																						
<MOB><MoonElf Warrior Sentry>Skill 1	1	0																															320																	1390	4000	1390						6	3																																																																																																																																																																																																																			
<MOB><MoonElf Mage Sentry>Skill 1	1	0																					50										230	110																2330	4000	2330				8																																																																																																																																																																																																																						
Doogie Lv 1	1			0														1																																																																																																									1362		971																																1	1	1	1		1																																																												0																																																
<Summon>Doogie Lv 1	1																																																																																																																																																																																																																																																																													
Doogie Lv 2	1			0														1																																																																																																									1362		973																																2	2	2	2		2																																																												1																																																
<Summon>Doogie Lv 2	1																																																																																																																																																																																																																																																																													
Doogie Lv 3	1			0														1																																																																																																									1362		975																																3	3	3	3		3																																																												1																																																
<Summon>Doogie Lv 3	1																																																																																																																																																																																																																																																																													
Doogie Lv 4	1			0														1																																																																																																									1362		977																																4	4	4	4		4																																																												3																																																
<Summon>Doogie Lv 4	1																																																																																																																																																																																																																																																																													
Doogie Lv 5	1			0														1																																																																																																									1362		979																																5	5	5	5		5																																																												4																																																
<Summon>Doogie Lv 5	1																																																																																																																																																																																																																																																																													
Doogie Lv 6	1			0														1																																																																																																									1362		981																																6	6	6	6		6																																																												5																																																
<Summon>Doogie Lv 6	1																																																																																																																																																																																																																																																																													
Doogie Lv 7	1			0														1																																																																																																									1362		983																																7	7	7	7		7																																																												6																																																
<Summon>Doogie Lv 7	1																																																																																																																																																																																																																																																																													
Doogie Lv 8	1			0														1																																																																																																									1362		985																																8	8	8	8		8																																																												7																																																
<Summon>Doogie Lv 8	1																																																																																																																																																																																																																																																																													
Doogie Lv 9	1			0														1																																																																																																									1362		987																																9	9	9	9		9																																																												8																																																
<Summon>Doogie Lv 9	1																																																																																																																																																																																																																																																																													
Doogie Lv 10	1			0														1																																																																																																									1362		989																																10	10	10	10		10																																																												10																																																
<Summon>Doogie Lv 10	1																																																																																																																																																																																																																																																																													
Rakundel Lv 1	1			0														1																																																																																																									1361		971																																1	1	1	1		1																																																												0																																																
<Summon>Rakundel Lv 1	1																																																																																																																																																																																																																																																																													
Rakundel Lv 2	1			0														1																																																																																																									1361		973																																2	2	2	2		2																																																												1																																																
<Summon>Rakundel Lv 2	1																																																																																																																																																																																																																																																																													
Rakundel Lv 3	1			0														1																																																																																																									1361		975																																3	3	3	3		3																																																												1																																																
<Summon>Rakundel Lv 3	1																																																																																																																																																																																																																																																																													
Rakundel Lv 4	1			0														1																																																																																																									1361		977																																4	4	4	4		4																																																												3																																																
<Summon>Rakundel Lv 4	1																																																																																																																																																																																																																																																																													
Rakundel Lv 5	1			0														1																																																																																																									1361		979																																5	5	5	5		5																																																												4																																																
<Summon>Rakundel Lv 5	1																																																																																																																																																																																																																																																																													
Rakundel Lv 6	1			0														1																																																																																																									1361		981																																6	6	6	6		6																																																												5																																																
<Summon>Rakundel Lv 6	1																																																																																																																																																																																																																																																																													
Rakundel Lv 7	1			0														1																																																																																																									1361		983																																7	7	7	7		7																																																												6																																																
<Summon>Rakundel Lv 7	1																																																																																																																																																																																																																																																																													
Rakundel Lv 8	1			0														1																																																																																																									1361		985																																8	8	8	8		8																																																												7																																																
<Summon>Rakundel Lv 8	1																																																																																																																																																																																																																																																																													
Rakundel Lv 9	1			0														1																																																																																																									1361		987																																9	9	9	9		9																																																												8																																																
<Summon>Rakundel Lv 9	1																																																																																																																																																																																																																																																																													
Rakundel Lv 10	1			0														1																																																																																																									1361		989																																10	10	10	10		10																																																												10																																																
<Summon>Rakundel Lv 10	1																																																																																																																																																																																																																																																																													
Latiman Lv 1	1			0														1																																																																																																									1386		971																																1	1	1	1		1																																																												0																																																
<Summon>Latiman Lv 1	1																																																																																																																																																																																																																																																																													
Latiman Lv 2	1			0														1																																																																																																									1386		973																																2	2	2	2		2																																																												1																																																
<Summon>Latiman Lv 2	1																																																																																																																																																																																																																																																																													
Latiman Lv 3	1			0														1																																																																																																									1386		975																																3	3	3	3		3																																																												1																																																
<Summon>Latiman Lv 3	1																																																																																																																																																																																																																																																																													
Latiman Lv 4	1			0														1																																																																																																									1386		977																																4	4	4	4		4																																																												3																																																
<Summon>Latiman Lv 4	1																																																																																																																																																																																																																																																																													
Latiman Lv 5	1			0														1																																																																																																									1386		979																																5	5	5	5		5																																																												4																																																
<Summon>Latiman Lv 5	1																																																																																																																																																																																																																																																																													
Latiman Lv 6	1			0														1																																																																																																									1386		981																																6	6	6	6		6																																																												5																																																
<Summon>Latiman Lv 6	1																																																																																																																																																																																																																																																																													
Latiman Lv 7	1			0														1																																																																																																									1386		983																																7	7	7	7		7																																																												6																																																
<Summon>Latiman Lv 7	1																																																																																																																																																																																																																																																																													
Latiman Lv 8	1			0														1																																																																																																									1386		985																																8	8	8	8		8																																																												7																																																
<Summon>Latiman Lv 8	1																																																																																																																																																																																																																																																																													
Latiman Lv 9	1			0														1																																																																																																									1386		987																																9	9	9	9		9																																																												8																																																
<Summon>Latiman Lv 9	1																																																																																																																																																																																																																																																																													
Latiman Lv 10	1			0														1																																																																																																									1386		989																																10	10	10	10		10																																																												10																																																
<Summon>Latiman Lv 10	1																																																																																																																																																																																																																																																																													
Lu Lv 1	1			0														1																																																																																																									1365		971																																1	1	1	1		1																																																												0																																																
<Summon>Lu Lv 1	1																																																																																																																																																																																																																																																																													
Lu Lv 2	1			0														1																																																																																																									1365		973																																2	2	2	2		2																																																												1																																																
<Summon>Lu Lv 2	1																																																																																																																																																																																																																																																																													
Lu Lv 3	1			0														1																																																																																																									1365		975																																3	3	3	3		3																																																												1																																																
<Summon>Lu Lv 3	1																																																																																																																																																																																																																																																																													
Lu Lv 4	1			0														1																																																																																																									1365		977																																4	4	4	4		4																																																												3																																																
<Summon>Lu Lv 4	1																																																																																																																																																																																																																																																																													
Lu Lv 5	1			0														1																																																																																																									1365		979																																5	5	5	5		5																																																												4																																																
<Summon>Lu Lv 5	1																																																																																																																																																																																																																																																																													
Lu Lv 6	1			0														1																																																																																																									1365		981																																6	6	6	6		6																																																												5																																																
<Summon>Lu Lv 6	1																																																																																																																																																																																																																																																																													
Lu Lv 7	1			0														1																																																																																																									1365		983																																7	7	7	7		7																																																												6																																																
<Summon>Lu Lv 7	1																																																																																																																																																																																																																																																																													
Lu Lv 8	1			0														1																																																																																																									1365		985																																8	8	8	8		8																																																												7																																																
<Summon>Lu Lv 8	1																																																																																																																																																																																																																																																																													
Lu Lv 9	1			0														1																																																																																																									1365		987																																9	9	9	9		9																																																												8																																																
<Summon>Lu Lv 9	1																																																																																																																																																																																																																																																																													
Lu Lv 10	1			0														1																																																																																																									1365		989																																10	10	10	10		10																																																												10																																																
<Summon>Lu Lv 10	1																																																																																																																																																																																																																																																																													
Milfi Lv 1	1			0														1																																																																																																									1392		971																																1	1	1	1		1																																																												0																																																
<Summon>Milfi Lv 1	1																																																																																																																																																																																																																																																																													
Milfi Lv 2	1			0														1																																																																																																									1392		973																																2	2	2	2		2																																																												1																																																
<Summon>Milfi Lv 2	1																																																																																																																																																																																																																																																																													
Milfi Lv 3	1			0														1																																																																																																									1392		975																																3	3	3	3		3																																																												1																																																
<Summon>Milfi Lv 3	1																																																																																																																																																																																																																																																																													
Milfi Lv 4	1			0														1																																																																																																									1392		977																																4	4	4	4		4																																																												3																																																
<Summon>Milfi Lv 4	1																																																																																																																																																																																																																																																																													
Milfi Lv 5	1			0														1																																																																																																									1392		979																																5	5	5	5		5																																																												4																																																
<Summon>Milfi Lv 5	1																																																																																																																																																																																																																																																																													
Milfi Lv 6	1			0														1																																																																																																									1392		981																																6	6	6	6		6																																																												5																																																
<Summon>Milfi Lv 6	1																																																																																																																																																																																																																																																																													
Milfi Lv 7	1			0														1																																																																																																									1392		983																																7	7	7	7		7																																																												6																																																
<Summon>Milfi Lv 7	1																																																																																																																																																																																																																																																																													
Milfi Lv 8	1			0														1																																																																																																									1392		985																																8	8	8	8		8																																																												7																																																
<Summon>Milfi Lv 8	1																																																																																																																																																																																																																																																																													
Milfi Lv 9	1			0														1																																																																																																									1392		987																																9	9	9	9		9																																																												8																																																
<Summon>Milfi Lv 9	1																																																																																																																																																																																																																																																																													
Milfi Lv 10	1			0														1																																																																																																									1392		989																																10	10	10	10		10																																																												10																																																
<Summon>Milfi Lv 10	1																																																																																																																																																																																																																																																																													
Bloom Lv 1	1			0														1																																																																																																									1398		971																																1	1	1	1		1																																																												0																																																
<Summon>Bloom Lv 1	1																																																																																																																																																																																																																																																																													
Bloom Lv 2	1			0														1																																																																																																									1398		973																																2	2	2	2		2																																																												1																																																
<Summon>Bloom Lv 2	1																																																																																																																																																																																																																																																																													
Bloom Lv 3	1			0														1																																																																																																									1398		975																																3	3	3	3		3																																																												1																																																
<Summon>Bloom Lv 3	1																																																																																																																																																																																																																																																																													
Bloom Lv 4	1			0														1																																																																																																									1398		977																																4	4	4	4		4																																																												3																																																
<Summon>Bloom Lv 4	1																																																																																																																																																																																																																																																																													
Bloom Lv 5	1			0														1																																																																																																									1398		979																																5	5	5	5		5																																																												4																																																
<Summon>Bloom Lv 5	1																																																																																																																																																																																																																																																																													
Bloom Lv 6	1			0														1																																																																																																									1398		981																																6	6	6	6		6																																																												5																																																
<Summon>Bloom Lv 6	1																																																																																																																																																																																																																																																																													
Bloom Lv 7	1			0														1																																																																																																									1398		983																																7	7	7	7		7																																																												6																																																
<Summon>Bloom Lv 7	1																																																																																																																																																																																																																																																																													
Bloom Lv 8	1			0														1																																																																																																									1398		985																																8	8	8	8		8																																																												7																																																
<Summon>Bloom Lv 8	1																																																																																																																																																																																																																																																																													
Bloom Lv 9	1			0														1																																																																																																									1398		987																																9	9	9	9		9																																																												8																																																
<Summon>Bloom Lv 9	1																																																																																																																																																																																																																																																																													
Bloom Lv 10	1			0														1																																																																																																									1398		989																																10	10	10	10		10																																																												10																																																
<Summon>Bloom Lv 10	1																																																																																																																																																																																																																																																																													
Teful Lv 1	1			0														1																																																																																																									1396		971																																1	1	1	1		1																																																												0																																																
<Summon>Teful Lv 1	1																																																																																																																																																																																																																																																																													
Teful Lv 2	1			0														1																																																																																																									1396		973																																2	2	2	2		2																																																												1																																																
<Summon>Teful Lv 2	1																																																																																																																																																																																																																																																																													
Teful Lv 3	1			0														1																																																																																																									1396		975																																3	3	3	3		3																																																												1																																																
<Summon>Teful Lv 3	1																																																																																																																																																																																																																																																																													
Teful Lv 4	1			0														1																																																																																																									1396		977																																4	4	4	4		4																																																												3																																																
<Summon>Teful Lv 4	1																																																																																																																																																																																																																																																																													
Teful Lv 5	1			0														1																																																																																																									1396		979																																5	5	5	5		5																																																												4																																																
<Summon>Teful Lv 5	1																																																																																																																																																																																																																																																																													
Teful Lv 6	1			0														1																																																																																																									1396		981																																6	6	6	6		6																																																												5																																																
<Summon>Teful Lv 6	1																																																																																																																																																																																																																																																																													
Teful Lv 7	1			0														1																																																																																																									1396		983																																7	7	7	7		7																																																												6																																																
<Summon>Teful Lv 7	1																																																																																																																																																																																																																																																																													
Teful Lv 8	1			0														1																																																																																																									1396		985																																8	8	8	8		8																																																												7																																																
<Summon>Teful Lv 8	1																																																																																																																																																																																																																																																																													
Teful Lv 9	1			0														1																																																																																																									1396		987																																9	9	9	9		9																																																												8																																																
<Summon>Teful Lv 9	1																																																																																																																																																																																																																																																																													
Teful Lv 10	1			0														1																																																																																																									1396		989																																10	10	10	10		10																																																												10																																																
<Summon>Teful Lv 10	1																																																																																																																																																																																																																																																																													
