tid	Description	Body	Legs	Weapon	Shield	Head	Ring	Necklace	Boots	Gloves	Refinery	Gacha	Type	PointType	Level_limit	Rank_limit	Probability	Skill_level	Skill_id	ATK_Range_bonus	ATK_Speed_bonus	Movement_Run_bonus	PhysicalDamage	PhysicalAttackResist	SkillBlockRate	MagicDamage	WaterDamage	FireDamage	EarthDamage	AirDamage	PoisonDamage	IceDamage	LinghtningDamage	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Hp_Bonus_Point	Mp_Bonus_Point	Hp_Bonus_Percent	Mp_Bonus_Percent	Str_Bonus_Point	Dex_Bonus_Point	Int_Bonus_Point	Con_Bonus_Point	Wis_Bonus_Point	PhysicalRank	skill_type	duration	skill_rate	Critical	stun_time	damage_convert_hp	regen_hp	regen_mp	dot_damage_time	skill_cast	skill_delay	skill_levelup	bonus_exp	bonus_money	bonus_drop_rate	evade_rate	dodge_rate	visible	Level_min	Level_max	Link_id	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point	Ignore_Physical_Defense_Rate	Ignore_Attribute_Defense_Rate	Critical_Defense_Rate	ReinforcementRate
10063	All Elemental Attacks +7			O								O	21		1	2	55									7	7	7	7	7																																																			○										
10064	All Elemental Attacks +8			O								O	21		1	2	50									8	8	8	8	8																																																			○										
10065	All Elemental Attacks +9			O								O	21		1	2	45									9	9	9	9	9																																																			○										
10066	All Elemental Attacks +10			O								O	21		1	3	120									10	10	10	10	10																																																			○										
10067	All Elemental Attacks +11			O								O	21		1	3	115									11	11	11	11	11																																																			○										
10068	All Elemental Attacks +12			O								O	21		1	3	110									12	12	12	12	12																																																			○										
10069	All Elemental Attacks +13			O								O	21		1	4	240									13	13	13	13	13																																																			○										
10070	All Elemental Attacks +14			O								O	21		1	4	230									14	14	14	14	14																																																			○										
10071	All Elemental Attacks +15			O								O	21		1	4	220									15	15	15	15	15																																																			○										
10072	Ice Damage +10			O								O	21		1	1	15															10																																																	○										
10073	Ice Damage +12			O								O	21		1	1	14															12																																																	○										
10074	Ice Damage +14			O								O	21		1	2	60															14																																																	○										
10075	Ice Damage +16			O								O	21		1	2	55															16																																																	○										
10076	Ice Damage +18			O								O	21		1	3	120															18																																																	○										
10077	Ice Damage +20			O								O	21		1	4	240															20																																																	○										
10078	Lightning Damage +10			O								O	21		1	1	15																10																																																○										
10079	Lightning Damage +12			O								O	21		1	1	14																12																																																○										
10080	Lightning Damage +14			O								O	21		1	2	60																14																																																○										
10081	Lightning Damage +16			O								O	21		1	2	55																16																																																○										
10082	Lightning Damage +18			O								O	21		1	3	120																18																																																○										
10083	Lightning Damage +20			O								O	21		1	4	240																20																																																○										
10084	Poison Damage +10			O								O	21		1	1	15														10																																																		○										
10085	Poison Damage +12			O								O	21		1	1	14														12																																																		○										
10086	Poison Damage +14			O								O	21		1	2	60														14																																																		○										
10087	Poison Damage +16			O								O	21		1	2	55														16																																																		○										
10088	Poison Damage +18			O								O	21		1	3	120														18																																																		○										
10089	Poison Damage +20			O								O	21		1	4	240														20																																																		○										
10090	1% chance on hit to strike your target for 100% damage.			O								O	22		1	3	120																																															1		1	100														○										
10091	2% chance on hit to strike your target for 110% damage.			O								O	22		1	3	115																																															1		2	110														○										
10092	3% chance on hit to strike your target for 120% damage.			O								O	22		1	3	110																																															1		3	120														○										
10093	4% chance on hit to strike your target for 130% damage.			O								O	22		1	4	240																																															1		4	130														○										
10094	5% chance on hit to strike your target for 140% damage.			O								O	22		1	4	230																																															1		5	140														○										
10095	6% chance on hit to strike your target for 150% damage.			O								O	22		1	4	220																																															1		6	150														○										
10096	1% chance on hit to stun your target for 3 sec.			O								O	23		1	3	120																																															2		1		3000													○										
10097	2% chance on hit to stun your target for 3 sec.			O								O	23		1	3	115																																															2		2		3000													○										
10098	3% chance on hit to stun your target for 3 sec.			O								O	23		1	3	110																																															2		3		3000													○										
10099	4% chance on hit to stun your target for 3 sec.			O								O	23		1	4	240																																															2		4		3000													○										
10100	5% chance on hit to stun your target for 3 sec.			O								O	23		1	4	230																																															2		5		3000													○										
10101	6% chance on hit to stun your target for 3 sec.			O								O	23		1	4	220																																															2		6		3000													○										
10102	Resistance +1%		O									O	2		1	1	15							1																																																									○										
10103	Resistance +2%		O									O	2		1	1	14							2																																																									○										
10104	Resistance +3%		O									O	2		1	1	13							3																																																									○										
10105	Resistance +4%		O									O	2		1	1	12							4																																																									○										
10106	Resistance +5%		O									O	2		1	1	11							5																																																									○										
10107	Resistance +6%		O									O	2		1	2	60							6																																																									○										
10108	Resistance +7%		O									O	2		1	2	55							7																																																									○										
10109	Resistance +8%		O									O	2		1	2	50							8																																																									○										
10110	Resistance +9%		O									O	2		1	2	45							9																																																									○										
10111	Resistance +10%		O									O	2		1	3	120							10																																																									○										
10112	Resistance +11%		O									O	2		1	3	115							11																																																									○										
10113	Resistance +12%		O									O	2		1	3	110							12																																																									○										
10114	Resistance +13%		O									O	2		1	4	240							13																																																									○										
10115	Resistance +14%		O									O	2		1	4	230							14																																																									○										
10116	Resistance +15%		O									O	2		1	4	220							15																																																									○										
10117	Max. HP +40		O									O	4		1	1	15																																					40																											○										
10118	Max. HP +50		O									O	4		1	1	14																																					50																											○										
10119	Max. HP +60		O									O	4		1	1	13																																					60																											○										
10120	Max. HP +70		O									O	4		1	1	12																																					70																											○										
10121	Max. HP +80		O									O	4		1	1	11																																					80																											○										
10122	Max. HP +90		O									O	4		1	1	10																																					90																											○										
10123	Max. HP +100		O									O	4		1	2	60																																					100																											○										
10124	Max. HP +110		O									O	4		1	2	55																																					110																											○										
10125	Max. HP +120		O									O	4		1	2	50																																					120																											○										
10126	Max. HP +130		O									O	4		1	2	45																																					130																											○										
10127	Max. HP +140		O									O	4		1	2	40																																					140																											○										
10128	Max. HP +150		O									O	4		1	2	35																																					150																											○										
10129	Max. HP +160		O									O	4		1	3	120																																					160																											○										
10130	Max. HP +170		O									O	4		1	3	115																																					170																											○										
10131	Max. HP +180		O									O	4		1	3	110																																					180																											○										
10132	Max. HP +190		O									O	4		1	3	105																																					190																											○										
10133	Max. HP +200		O									O	4		1	3	100																																					200																											○										
10134	Max. HP +210		O									O	4		1	3	95																																					210																											○										
10135	Max. HP +220		O									O	4		1	3	90																																					220																											○										
10136	Max. HP +230		O									O	4		1	3	85																																					230																											○										
10137	Max. HP +240		O									O	4		1	3	80																																					240																											○										
10138	Max. HP +250		O									O	4		1	4	240																																					250																											○										
10139	Max. HP +260		O									O	4		1	4	230																																					260																											○										
10140	Max. HP +270		O									O	4		1	4	220																																					270																											○										
10141	Max. HP +280		O									O	4		1	4	210																																					280																											○										
10142	Max. HP +290		O									O	4		1	4	200																																					290																											○										
10143	Max. HP +300		O									O	4		1	4	190																																					300																											○										
10144	Max. Mana +40		O									O	5		1	1	15																																						40																										○										
10145	Max. Mana +50		O									O	5		1	1	14																																						50																										○										
10146	Max. Mana +60		O									O	5		1	1	13																																						60																										○										
10147	Max. Mana +70		O									O	5		1	1	12																																						70																										○										
10148	Max. Mana +80		O									O	5		1	1	11																																						80																										○										
10149	Max. Mana +90		O									O	5		1	1	10																																						90																										○										
10150	Max. Mana +100		O									O	5		1	2	60																																						100																										○										
10151	Max. Mana +110		O									O	5		1	2	55																																						110																										○										
10152	Max. Mana +120		O									O	5		1	2	50																																						120																										○										
10153	Max. Mana +130		O									O	5		1	2	45																																						130																										○										
10154	Max. Mana +140		O									O	5		1	2	40																																						140																										○										
10155	Max. Mana +150		O									O	5		1	2	35																																						150																										○										
10156	Max. Mana +160		O									O	5		1	3	120																																						160																										○										
10157	Max. Mana +170		O									O	5		1	3	115																																						170																										○										
10158	Max. Mana +180		O									O	5		1	3	110																																						180																										○										
10159	Max. Mana +190		O									O	5		1	3	105																																						190																										○										
10160	Max. Mana +200		O									O	5		1	3	100																																						200																										○										
10161	Max. Mana +210		O									O	5		1	3	95																																						210																										○										
10162	Max. Mana +220		O									O	5		1	3	90																																						220																										○										
10163	Max. Mana +230		O									O	5		1	3	85																																						230																										○										
10164	Max. Mana +240		O									O	5		1	3	80																																						240																										○										
10165	Max. Mana +250		O									O	5		1	4	240																																						250																										○										
10166	Max. Mana +260		O									O	5		1	4	230																																						260																										○										
10167	Max. Mana +270		O									O	5		1	4	220																																						270																										○										
10168	Max. Mana +280		O									O	5		1	4	210																																						280																										○										
10169	Max. Mana +290		O									O	5		1	4	200																																						290																										○										
10170	Max. Mana +300		O									O	5		1	4	190																																						300																										○										
10171	Defense +1	O	O									O	15		1	1	15																									1																																							○										
10172	Defense +2	O	O									O	15		1	1	14																									2																																							○										
10173	Defense +3	O	O									O	15		1	1	13																									3																																							○										
10174	Defense +4	O	O									O	15		1	1	12																									4																																							○										
10175	Defense +5	O	O									O	15		1	1	11																									5																																							○										
10176	Defense +6	O	O									O	15		1	2	60																									6																																							○										
10177	Defense +7	O	O									O	15		1	2	55																									7																																							○										
10178	Defense +8	O	O									O	15		1	2	50																									8																																							○										
10179	Defense +9	O	O									O	15		1	2	45																									9																																							○										
10180	Defense +10	O	O									O	15		1	3	120																									10																																							○										
10181	Defense +11	O	O									O	15		1	3	115																									11																																							○										
10182	Defense +12	O	O									O	15		1	3	110																									12																																							○										
10183	Defense +13	O	O									O	15		1	4	240																									13																																							○										
10184	Defense +14	O	O									O	15		1	4	230																									14																																							○										
10185	Defense +15	O	O									O	15		1	4	220																									15																																							○										
10186	Bonus XP +1%		O									O	27		1	3	120																																																											1					○										
10187	Bonus XP +2%		O									O	27		1	3	115																																																											2					○										
10188	Bonus XP +3%		O									O	27		1	3	110																																																											3					○										
10189	Bonus XP +4%		O									O	27		1	4	240																																																											4					○										
10190	Bonus XP +5%		O									O	27		1	4	230																																																											5					○										
10191	Bonus XP +6%		O									O	27		1	4	220																																																											6					○										
10192	Bonus Gold +1%		O									O	28		1	3	120																																																												1				○										
10193	Bonus Gold +2%		O									O	28		1	3	115																																																												2				○										
10194	Bonus Gold +3%		O									O	28		1	3	110																																																												3				○										
10195	Bonus Gold +4%		O									O	28		1	4	240																																																												4				○										
10196	Bonus Gold +5%		O									O	28		1	4	230																																																												5				○										
10197	Bonus Gold +6%		O									O	28		1	4	220																																																												6				○										
10198	Skill Block +1%	O			O							O	3		1	1	15								1																																																								○										
10199	Skill Block +2%	O			O							O	3		1	1	14								2																																																								○										
10200	Skill Block +3%	O			O							O	3		1	1	13								3																																																								○										
10201	Skill Block +4%	O			O							O	3		1	1	12								4																																																								○										
10202	Skill Block +5%	O			O							O	3		1	1	11								5																																																								○										
10203	Skill Block +6%	O										O	3		1	2	60								6																																																								○										
10204	Skill Block +7%	O										O	3		1	2	55								7																																																								○										
10205	Skill Block +8%	O										O	3		1	2	50								8																																																								○										
10206	Skill Block +9%	O										O	3		1	2	45								9																																																								○										
10207	Skill Block +10%	O										O	3		1	3	120								10																																																								○										
10208	Skill Block +11%	O										O	3		1	3	115								11																																																								○										
10209	Skill Block +12%	O										O	3		1	3	110								12																																																								○										
10210	Skill Block +13%	O										O	3		1	4	240								13																																																								○										
10211	Skill Block +14%	O										O	3		1	4	230								14																																																								○										
10212	Skill Block +15%	O										O	3		1	4	220								15																																																								○										
10213	Max. HP +1%	O										O	6	1	1	1	15																																							1																									○										
10214	Max. HP +2%	O										O	6	1	1	1	14																																							2																									○										
10215	Max. HP +3%	O										O	6	1	1	1	13																																							3																									○										
10216	Max. HP +4%	O										O	6	1	1	1	12																																							4																									○										
10217	Max. HP +5%	O										O	6	1	1	1	11																																							5																									○										
10218	Max. HP +6%	O										O	6	1	1	2	60																																							6																									○										
10219	Max. HP +7%	O										O	6	1	1	2	55																																							7																									○										
10220	Max. HP +8%	O										O	6	1	1	2	50																																							8																									○										
10221	Max. HP +9%	O										O	6	1	1	2	45																																							9																									○										
10222	Max. HP +10%	O										O	6	1	1	3	120																																							10																									○										
10223	Max. HP +11%	O										O	6	1	1	3	115																																							11																									○										
10224	Max. HP +12%	O										O	6	1	1	3	110																																							12																									○										
10225	Max. HP +13%	O										O	6	1	1	4	240																																							13																									○										
10226	Max. HP +14%	O										O	6	1	1	4	230																																							14																									○										
10227	Max. HP +15%	O										O	6	1	1	4	220																																							15																									○										
10228	Max. Mana +1%	O										O	7	1	1	1	15																																								1																								○										
10229	Max. Mana +2%	O										O	7	1	1	1	14																																								2																								○										
10230	Max. Mana +3%	O										O	7	1	1	1	13																																								3																								○										
10231	Max. Mana +4%	O										O	7	1	1	1	12																																								4																								○										
10232	Max. Mana +5%	O										O	7	1	1	1	11																																								5																								○										
10233	Max. Mana +6%	O										O	7	1	1	2	60																																								6																								○										
10234	Max. Mana +7%	O										O	7	1	1	2	55																																								7																								○										
10235	Max. Mana +8%	O										O	7	1	1	2	50																																								8																								○										
10236	Max. Mana +9%	O										O	7	1	1	2	45																																								9																								○										
10237	Max. Mana +10%	O										O	7	1	1	3	120																																								10																								○										
10238	Max. Mana +11%	O										O	7	1	1	3	115																																								11																								○										
10239	Max. Mana +12%	O										O	7	1	1	3	110																																								12																								○										
10240	Max. Mana +13%	O										O	7	1	1	4	240																																								13																								○										
10241	Max. Mana +14%	O										O	7	1	1	4	230																																								14																								○										
10242	Max. Mana +15%	O										O	7	1	1	4	220																																								15																								○										
10243	4% chance when hit to convert 10% of damage taken into restored health.	O										O	24		1	3	120																																															3		4			10												○										
10244	5% chance when hit to convert 11% of damage taken into restored health.	O										O	24		1	3	115																																															3		5			11												○										
10245	6% chance when hit to convert 12% of damage taken into restored health.	O										O	24		1	3	110																																															3		6			12												○										
10246	7% chance when hit to convert 13% of damage taken into restored health.	O										O	24		1	4	240																																															3		7			13												○										
10247	8% chance when hit to convert 13% of damage taken into restored health.	O										O	24		1	4	230																																															3		8			14												○										
10248	9% chance when hit to convert 15% of damage taken into restored health.	O										O	24		1	4	220																																															3		9			15												○										
10249	HP Recovery +20 every 10 sec	O										O	25		1	3	120																																															4						20											○										
10250	HP Recovery +25 every 10 sec	O										O	25		1	3	115																																															4						25											○										
10251	HP Recovery +30 every 10 sec	O										O	25		1	3	110																																															4						30											○										
10252	HP Recovery +35 every 10 sec	O										O	25		1	4	240																																															4						35											○										
10253	HP Recovery +40 every 10 sec	O										O	25		1	4	230																																															4						40											○										
10254	HP Recovery +45 every 10 sec	O										O	25		1	4	220																																															4						45											○										
10255	Movement Speed +1%								O			O	8	1	1	1	15					1																																																											○										
10256	Movement Speed +2%								O			O	8	1	1	1	14					2																																																											○										
10257	Movement Speed +3%								O			O	8	1	1	1	13					3																																																											○										
10258	Movement Speed +4%								O			O	8	1	1	1	12					4																																																											○										
10259	Movement Speed +5%								O			O	8	1	1	1	11					5																																																											○										
10260	Movement Speed +6%								O			O	8	1	1	2	60					6																																																											○										
10261	Movement Speed +7%								O			O	8	1	1	2	55					7																																																											○										
10262	Movement Speed +8%								O			O	8	1	1	2	50					8																																																											○										
10263	Movement Speed +9%								O			O	8	1	1	2	45					9																																																											○										
10264	Movement Speed +10%								O			O	8	1	1	3	120					10																																																											○										
10265	Movement Speed +11%								O			O	8	1	1	3	115					11																																																											○										
10266	Movement Speed +12%								O			O	8	1	1	3	110					12																																																											○										
10267	Movement Speed +13%								O			O	8	1	1	4	240					13																																																											○										
10268	Movement Speed +14%								O			O	8	1	1	4	230					14																																																											○										
10269	Movement Speed +15%								O			O	8	1	1	4	220					15																																																											○										
10270	Attack Speed +1%									O		O	9	1	1	1	15				1																																																												○										
10271	Attack Speed +2%									O		O	9	1	1	1	14				2																																																												○										
10272	Attack Speed +3%									O		O	9	1	1	1	13				3																																																												○										
10273	Attack Speed +4%									O		O	9	1	1	1	12				4																																																												○										
10274	Attack Speed +5%									O		O	9	1	1	1	11				5																																																												○										
10275	Attack Speed +6%									O		O	9	1	1	2	60				6																																																												○										
10276	Attack Speed +7%									O		O	9	1	1	2	55				7																																																												○										
10277	Attack Speed +8%									O		O	9	1	1	2	50				8																																																												○										
10278	Attack Speed +9%									O		O	9	1	1	2	45				9																																																												○										
10279	Attack Speed +10%									O		O	9	1	1	3	120				10																																																												○										
10280	Attack Speed +11%									O		O	9	1	1	3	115				11																																																												○										
10281	Attack Speed +12%									O		O	9	1	1	3	110				12																																																												○										
10282	Attack Speed +13%									O		O	9	1	1	4	240				13																																																												○										
10283	Attack Speed +14%									O		O	9	1	1	4	230				14																																																												○										
10284	Attack Speed +15%									O		O	9	1	1	4	220				15																																																												○										
10285	Strength +4						O					O	10		1	1	12																																									4																							○										
10286	Strength +5						O					O	10		1	1	11																																									5																							○										
10287	Strength +6						O					O	10		1	1	10																																									6																							○										
10288	Strength +7						O					O	10		1	1	9																																									7																							○										
10289	Strength +8						O					O	10		1	1	8																																									8																							○										
10290	Strength +9						O					O	10		1	1	7																																									9																							○										
10291	Strength +10						O					O	10		1	2	60																																									10																							○										
10292	Strength +11						O					O	10		1	2	55																																									11																							○										
10293	Strength +12						O					O	10		1	2	50																																									12																							○										
10294	Strength +13						O					O	10		1	2	45																																									13																							○										
10295	Strength +14						O					O	10		1	2	40																																									14																							○										
10296	Strength +15						O					O	10		1	2	35																																									15																							○										
10297	Strength +16						O					O	10		1	3	120																																									16																							○										
10298	Strength +17						O					O	10		1	3	115																																									17																							○										
10299	Strength +18						O					O	10		1	3	110																																									18																							○										
10300	Strength +19						O					O	10		1	3	105																																									19																							○										
10301	Strength +20						O					O	10		1	3	100																																									20																							○										
10302	Strength +21						O					O	10		1	3	95																																									21																							○										
10303	Strength +22						O					O	10		1	3	90																																									22																							○										
10304	Strength +23						O					O	10		1	3	85																																									23																							○										
10305	Strength +24						O					O	10		1	3	80																																									24																							○										
10306	Strength +25						O					O	10		1	4	240																																									25																							○										
10307	Strength +26						O					O	10		1	4	230																																									26																							○										
10308	Strength +27						O					O	10		1	4	220																																									27																							○										
10309	Strength +28						O					O	10		1	4	210																																									28																							○										
10310	Strength +29						O					O	10		1	4	200																																									29																							○										
10311	Strength +30						O					O	10		1	4	190																																									30																							○										
10312	Agility +4						O					O	11		1	1	12																																										4																						○										
10313	Agility +5						O					O	11		1	1	11																																										5																						○										
10314	Agility +6						O					O	11		1	1	10																																										6																						○										
10315	Agility +7						O					O	11		1	1	9																																										7																						○										
10316	Agility +8						O					O	11		1	1	8																																										8																						○										
10317	Agility +9						O					O	11		1	1	7																																										9																						○										
10318	Agility +10						O					O	11		1	2	60																																										10																						○										
10319	Agility +11						O					O	11		1	2	55																																										11																						○										
10320	Agility +12						O					O	11		1	2	50																																										12																						○										
10321	Agility +13						O					O	11		1	2	45																																										13																						○										
10322	Agility +14						O					O	11		1	2	40																																										14																						○										
10323	Agility +15						O					O	11		1	2	35																																										15																						○										
10324	Agility +16						O					O	11		1	3	120																																										16																						○										
10325	Agility +17						O					O	11		1	3	115																																										17																						○										
10326	Agility +18						O					O	11		1	3	110																																										18																						○										
10327	Agility +19						O					O	11		1	3	105																																										19																						○										
10328	Agility +20						O					O	11		1	3	100																																										20																						○										
10329	Agility +21						O					O	11		1	3	95																																										21																						○										
10330	Agility +22						O					O	11		1	3	90																																										22																						○										
10331	Agility +23						O					O	11		1	3	85																																										23																						○										
10332	Agility +24						O					O	11		1	3	80																																										24																						○										
10333	Agility +25						O					O	11		1	4	240																																										25																						○										
10334	Agility +26						O					O	11		1	4	230																																										26																						○										
10335	Agility +27						O					O	11		1	4	220																																										27																						○										
10336	Agility +28						O					O	11		1	4	210																																										28																						○										
10337	Agility +29						O					O	11		1	4	200																																										29																						○										
10338	Agility +30						O					O	11		1	4	190																																										30																						○										
10339	Intelligence +4						O					O	12		1	1	12																																											4																					○										
10340	Intelligence +5						O					O	12		1	1	11																																											5																					○										
10341	Intelligence +6						O					O	12		1	1	10																																											6																					○										
10342	Intelligence +7						O					O	12		1	1	9																																											7																					○										
10343	Intelligence +8						O					O	12		1	1	8																																											8																					○										
10344	Intelligence +9						O					O	12		1	1	7																																											9																					○										
10345	Intelligence +10						O					O	12		1	2	60																																											10																					○										
10346	Intelligence +11						O					O	12		1	2	55																																											11																					○										
10347	Intelligence +12						O					O	12		1	2	50																																											12																					○										
10348	Intelligence +13						O					O	12		1	2	45																																											13																					○										
10349	Intelligence +14						O					O	12		1	2	40																																											14																					○										
10350	Intelligence +15						O					O	12		1	2	35																																											15																					○										
10351	Intelligence +16						O					O	12		1	3	120																																											16																					○										
10352	Intelligence +17						O					O	12		1	3	115																																											17																					○										
10353	Intelligence +18						O					O	12		1	3	110																																											18																					○										
10354	Intelligence +19						O					O	12		1	3	105																																											19																					○										
10355	Intelligence +20						O					O	12		1	3	100																																											20																					○										
10356	Intelligence +21						O					O	12		1	3	95																																											21																					○										
10357	Intelligence +22						O					O	12		1	3	90																																											22																					○										
10358	Intelligence +23						O					O	12		1	3	85																																											23																					○										
10359	Intelligence +24						O					O	12		1	3	80																																											24																					○										
10360	Intelligence +25						O					O	12		1	4	240																																											25																					○										
10361	Intelligence +26						O					O	12		1	4	230																																											26																					○										
10362	Intelligence +27						O					O	12		1	4	220																																											27																					○										
10363	Intelligence +28						O					O	12		1	4	210																																											28																					○										
10364	Intelligence +29						O					O	12		1	4	200																																											29																					○										
10365	Intelligence +30						O					O	12		1	4	190																																											30																					○										
10366	Stamina +4						O					O	13		1	1	12																																												4																				○										
10367	Stamina +5						O					O	13		1	1	11																																												5																				○										
10368	Stamina +6						O					O	13		1	1	10																																												6																				○										
10369	Stamina +7						O					O	13		1	1	9																																												7																				○										
10370	Stamina +8						O					O	13		1	1	8																																												8																				○										
10371	Stamina +9						O					O	13		1	1	7																																												9																				○										
10372	Stamina +10						O					O	13		1	2	60																																												10																				○										
10373	Stamina +11						O					O	13		1	2	55																																												11																				○										
10374	Stamina +12						O					O	13		1	2	50																																												12																				○										
10375	Stamina +13						O					O	13		1	2	45																																												13																				○										
10376	Stamina +14						O					O	13		1	2	40																																												14																				○										
10377	Stamina +15						O					O	13		1	2	35																																												15																				○										
10378	Stamina +16						O					O	13		1	3	120																																												16																				○										
10379	Stamina +17						O					O	13		1	3	115																																												17																				○										
10380	Stamina +18						O					O	13		1	3	110																																												18																				○										
10381	Stamina +19						O					O	13		1	3	105																																												19																				○										
10382	Stamina +20						O					O	13		1	3	100																																												20																				○										
10383	Stamina +21						O					O	13		1	3	95																																												21																				○										
10384	Stamina +22						O					O	13		1	3	90																																												22																				○										
10385	Stamina +23						O					O	13		1	3	85																																												23																				○										
10386	Stamina +24						O					O	13		1	3	80																																												24																				○										
10387	Stamina +25						O					O	13		1	4	240																																												25																				○										
10388	Stamina +26						O					O	13		1	4	230																																												26																				○										
10389	Stamina +27						O					O	13		1	4	220																																												27																				○										
10390	Stamina +28						O					O	13		1	4	210																																												28																				○										
10391	Stamina +29						O					O	13		1	4	200																																												29																				○										
10392	Stamina +30						O					O	13		1	4	190																																												30																				○										
10393	Wisdom +4						O					O	14		1	1	12																																													4																			○										
10394	Wisdom +5						O					O	14		1	1	11																																													5																			○										
10395	Wisdom +6						O					O	14		1	1	10																																													6																			○										
10396	Wisdom +7						O					O	14		1	1	9																																													7																			○										
10397	Wisdom +8						O					O	14		1	1	8																																													8																			○										
10398	Wisdom +9						O					O	14		1	1	7																																													9																			○										
10399	Wisdom +10						O					O	14		1	2	60																																													10																			○										
10400	Wisdom +11						O					O	14		1	2	55																																													11																			○										
10401	Wisdom +12						O					O	14		1	2	50																																													12																			○										
10402	Wisdom +13						O					O	14		1	2	45																																													13																			○										
10403	Wisdom +14						O					O	14		1	2	40																																													14																			○										
10404	Wisdom +15						O					O	14		1	2	35																																													15																			○										
10405	Wisdom +16						O					O	14		1	3	120																																													16																			○										
10406	Wisdom +17						O					O	14		1	3	115																																													17																			○										
10407	Wisdom +18						O					O	14		1	3	110																																													18																			○										
10408	Wisdom +19						O					O	14		1	3	105																																													19																			○										
10409	Wisdom +20						O					O	14		1	3	100																																													20																			○										
10410	Wisdom +21						O					O	14		1	3	95																																													21																			○										
10411	Wisdom +22						O					O	14		1	3	90																																													22																			○										
10412	Wisdom +23						O					O	14		1	3	85																																													23																			○										
10413	Wisdom +24						O					O	14		1	3	80																																													24																			○										
10414	Wisdom +25						O					O	14		1	4	240																																													25																			○										
10415	Wisdom +26						O					O	14		1	4	230																																													26																			○										
10416	Wisdom +27						O					O	14		1	4	220																																													27																			○										
10417	Wisdom +28						O					O	14		1	4	210																																													28																			○										
10418	Wisdom +29						O					O	14		1	4	200																																													29																			○										
10419	Wisdom +30						O					O	14		1	4	190																																													30																			○										
