ID	tname	npcid list	npc name list	°øÅëÈ®·ü	°øÅë´ë»ç	¸»Ç³¼± ´ë»ç	Min_Time	Max_Time	¾Ç´ç 1´Ü°è ´ë»çÈ®·ü	¾Ç´ç 1´Ü°è ´ë»ç	¾Ç´ç 2´Ü°è ´ë»çÈ®·ü	¾Ç´ç 2´Ü°è ´ë»ç	¾Ç´ç 3´Ü°è ´ë»çÈ®·ü	¾Ç´ç 3´Ü°è ´ë»ç
					Aratama is like a blessing to us living in Deribelle. If it weren't for him, I wouldn't be the commander. May the power of the Elementals bring you the courage of a true warrior.					Aratama is like a blessing to us living in Deribelle. If it weren't for him, I wouldn't be the commander. May the power of the Elementals bring you the courage of a true warrior.		Aratama is like a blessing to us living in Deribelle. If it weren't for him, I wouldn't be the commander. May the power of the Elementals bring you the courage of a true warrior.		Aratama is like a blessing to us living in Deribelle. If it weren't for him, I wouldn't be the commander. May the power of the Elementals bring you the courage of a true warrior.
					The next elder? I definitely think I should take the position. All the others are too prudent and will end up losing their chance. So I think I should be the elder. I have supporters as well. May the power of the Elementals bring you the courage of a true warrior.					The next elder? I definitely think I should take the position. All the others are too prudent and will end up losing their chance. So I think I should be the elder. I have supporters as well. May the power of the Elementals bring you the courage of a true warrior.		The next elder? I definitely think I should take the position. All the others are too prudent and will end up losing their chance. So I think I should be the elder. I have supporters as well. May the power of the Elementals bring you the courage of a true warrior.		The next elder? I definitely think I should take the position. All the others are too prudent and will end up losing their chance. So I think I should be the elder. I have supporters as well. May the power of the Elementals bring you the courage of a true warrior.
					There are rumors that Kiriscent will be the next elder but things don't look too good to me. She won't make it unless she does something about that stubborn attitude of hers. I certainly think I'm a little better than she is. May the power of the Elementals bring you the courage of a true warrior.					There are rumors that Kiriscent will be the next elder but things don't look too good to me. She won't make it unless she does something about that stubborn attitude of hers. I certainly think I'm a little better than she is. May the power of the Elementals bring you the courage of a true warrior.		There are rumors that Kiriscent will be the next elder but things don't look too good to me. She won't make it unless she does something about that stubborn attitude of hers. I certainly think I'm a little better than she is. May the power of the Elementals bring you the courage of a true warrior.		There are rumors that Kiriscent will be the next elder but things don't look too good to me. She won't make it unless she does something about that stubborn attitude of hers. I certainly think I'm a little better than she is. May the power of the Elementals bring you the courage of a true warrior.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
301	<Sorcerer> Excador		<Sorcerer> Excador	100	...... Huh? What? Oh, welcome. Welcome. I can't hear so well. So how can I help you? ...... What? Could you repeat that?				100	...... Huh? What? Oh, welcome. Welcome. I can't hear so well. So how can I help you? ...... What? Could you repeat that?	100	...... Huh? What? Oh, welcome. Welcome. I can't hear so well. So how can I help you? ...... What? Could you repeat that?	100	...... Huh? What? Oh, welcome. Welcome. I can't hear so well. So how can I help you? ...... What? Could you repeat that?
					...... Huh? What? What kind of research do I do? Oh, it's nothing that great. I simply research sorcery that can be utilized in everyday life.					...... Huh? What? What kind of research do I do? Oh, it's nothing that great. I simply research sorcery that can be utilized in everyday life.		...... Huh? What? What kind of research do I do? Oh, it's nothing that great. I simply research sorcery that can be utilized in everyday life.		...... Huh? What? What kind of research do I do? Oh, it's nothing that great. I simply research sorcery that can be utilized in everyday life.
					...... Huh? What? Oh, forget it. You're being bothersome, so please leave. I don't wish to speak to you.					...... Huh? What? Oh, forget it. You're being bothersome, so please leave. I don't wish to speak to you.		...... Huh? What? Oh, forget it. You're being bothersome, so please leave. I don't wish to speak to you.		...... Huh? What? Oh, forget it. You're being bothersome, so please leave. I don't wish to speak to you.
					...... Huh? What? The next elder? Does it matter who's the successor? I certainly don't care at all.					...... Huh? What? The next elder? Does it matter who's the successor? I certainly don't care at all.		...... Huh? What? The next elder? Does it matter who's the successor? I certainly don't care at all.		...... Huh? What? The next elder? Does it matter who's the successor? I certainly don't care at all.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
302	<Citizen> Roguerre		<Citizen> Roguerre	100	Roguerre...... works. Roguerre...... works in the field. Roguerre...... works hard.				100	Roguerre...... works. Roguerre...... works in the field. Roguerre...... works hard.	100	Roguerre...... works. Roguerre...... works in the field. Roguerre...... works hard.	100	Roguerre...... works. Roguerre...... works in the field. Roguerre...... works hard.
					Roguerre's friends...... all left. Roguerre is sad. Roguerre...... still works. Roguerre...... likes field work. Roguerre...... likes Deribelle. She can do field work, too. Roguerre...... likes Deribelle.					Roguerre's friends...... all left. Roguerre is sad. Roguerre...... still works. Roguerre...... likes field work. Roguerre...... likes Deribelle. She can do field work, too. Roguerre...... likes Deribelle.		Roguerre's friends...... all left. Roguerre is sad. Roguerre...... still works. Roguerre...... likes field work. Roguerre...... likes Deribelle. She can do field work, too. Roguerre...... likes Deribelle.		Roguerre's friends...... all left. Roguerre is sad. Roguerre...... still works. Roguerre...... likes field work. Roguerre...... likes Deribelle. She can do field work, too. Roguerre...... likes Deribelle.
					Roguerre doesn't know...... the elder. Roguerre...... likes Aratama. Roguerre doesn't know...... after that. Roguerre...... going to work.					Roguerre doesn't know...... the elder. Roguerre...... likes Aratama. Roguerre doesn't know...... after that. Roguerre...... going to work.		Roguerre doesn't know...... the elder. Roguerre...... likes Aratama. Roguerre doesn't know...... after that. Roguerre...... going to work.		Roguerre doesn't know...... the elder. Roguerre...... likes Aratama. Roguerre doesn't know...... after that. Roguerre...... going to work.
					Other people? ...... No important. Roguerre...... doesn't care...... about other people.					Other people? ...... No important. Roguerre...... doesn't care...... about other people.		Other people? ...... No important. Roguerre...... doesn't care...... about other people.		Other people? ...... No important. Roguerre...... doesn't care...... about other people.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
303	<Merchant> Sara Hyren		<Merchant> Sara Hyren	100	Welcome to the general store of Tor Fortress. We have everything you need, so please look around. May the Elementals avenge those who betrayed you.				100	If you hurt me, I'll never forgive you. Please leave now, if you're done here.	100	May the vengeance of the Elementals consume you....	100	May the vengeance of the Elementals consume you....
					Why do I make money? I have no reason to tell you. If you need something, buy it. If not, please leave. May the Elementals avenge those who betrayed you.									
					Elder Sharin is my half sister. She really deserves to be highly respected. It's not too much to say that she's greater than most. Of course, there are those who are great like my half sister and those who deserve to be cursed. May the Elementals avenge those who betrayed you.									
					Someday, I'll get back to my former glory....... What? What do you mean have you heard something? Anyway.... May the Elementals avenge those who betrayed you.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
304	<Archer Trainer> Reduros		<Archer Trainer> Reduros	100	Haha! I'm Reduros of the Red Arrow. There's no archer who's better than I am around here. Would you like to learn from me?				100	The city is in uproar these days, and it seems you're to blame! It's not like I care, but did you want to learn skills from me?	100	I don't want to teach someone like you!	100	I don't want to teach someone like you!
					Wander around with your guard down like that and you'll get hurt. I suggest you learn from me if you want to become stronger.									
					Some fool challenged me to a shooting contest yesterday. Obviously I won! Hahaha! I'm the best!									
					I have nothing to do with the unfortunate incidents that have happened lately. Being happy is all that matters to me. It's the truth, isn't it? Haha!									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
305	<Archer Weapons Merchant> Remulos		<Archer Weapons Merchant> Remulos	100	Hey. Welcome, my beautiful friend. We have the weapons you need displayed here. What about this beautiful Kataria? Of course, it doesn't compare to your beauty. But do take a look. May the beauty of the Elementals be with you.				100	Maybe there's something you need, but I really don't want to sell anything. Why, you ask? I know that your charm is just skin deep. I like beautiful people, but people who are beautiful both inside and out.	100	Ah... too bad. You're really easy on the eye. Too bad it's only on the outside. Don't tempt me. Just get out of here as soon as possible.	100	Ah... too bad. You're really easy on the eye. Too bad it's only on the outside. Don't tempt me. Just get out of here as soon as possible.
					The beautiful women make me happy. Your beauty is simply perfection. Would you like to join me for dinner tonight? I see the beauty of the Elementals is with you.									
					Oh, I actually wanted to confess my love to Sara yesterday. But she didn't say a word, not even a rejection, and just left like a breeze. Hm, I think I'll try another method next time. May the beauty of the Elementals be with you.									
					It seems that I don't have a good image in this village. But I can live with that if it means seeing beautiful women like you. May the beauty of the Elementals be with you.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
306	<Archer Armor Merchant> Riley		<Archer Armor Merchant> Riley	100	We have everything you need. May the Elementals be silent.				100	That's all I have to say.... If you like it, buy it.... If not, then leave.	100	I have a good collection of useful items. But I don't want to sell any to you.	100	I have a good collection of useful items. But I don't want to sell any to you.
					There's no need to talk.  May the Elementals be silent.									
					I have nothing to say. May the Elementals be silent.									
					Have you heard anything about the color black? If not, fine. May the Elementals be silent.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
307	<Magic Weapons Merchant> Gustof		<Magic Weapons Merchant> Gustof	100	Welcome. Do you need a new weapon? The ones displayed here are all available for sale. Look around.				100	Ugh! There may be lots of folk like you if I go outside the city... right? What? What did I say? I asked if there were lots of folk like you, killing others.... Now go away if you're done looking at the goods!	100	Ah! I... I can't sell... you anything!	100	Ah! I... I can't sell... you anything!
					If you have any questions, please ask. I know everything about this city including how many spoons Leranche has. I'm a native to this area.									
					So what is it like outside the city? Is it swarming with monsters? I'd like to leave the city and travel, but it's not easy. Gylton asked me to join her, but...... I'm still a little scared.									
					Oh, hello. Why am I so tired? Oh. Well, Leranche dropped by just a while ago. She went on and on about how I'd never get to travel if I am this timid. I've given up on her preaching.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
308	<Magic Armor Merchant> Calaren		<Magic Armor Merchant> Calaren	100	Do you need armor? You shouldn't wear any old armor just because you're a sorcerer. Should I recommend you a nice piece?				100	Hmm... Eh? No, I don't think so.... Hmm... You probably had your reasons, right? But killing innocent people... You should know better.... Now you feel bad, don't you?	100	Come back next time....	100	Come back next time....
					I'm the godfather of Sharin and Sara and I'm happy as well as sad for several reasons. I'd be happy if Sharin was chosen as the next elder. If Sara is chosen...... I'm not so sure about that. Come back later.									
					Sara seems to detest her father. I don't blame her. He left her and her sister and ran away. But I'm sure he must've had a reason. Oh, I don't know. Well, I just wish Sharin and Sara would be happy.									
					Hm. The armor you're looking at isn't that nice. This is better. Doesn't it look sturdier? It's better in quality. Would you like to try it on?									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
309	<Magic Trainer> Bibulan		<Magic Trainer> Bibulan	100	Welcome. Is there something new you wish to learn? I sense that you're quite talented. Would you like to be my student? May the Elementals help you.				100	It's too bad you're using your talents for evil. Go and see the Pardoner as soon as we're done here. Then your talents will only shine brighter.	100	Your talent is really wasted on you!	100	Your talent is really wasted on you!
					Hm. When learning magic, it's important to have a good attitude and study for a long time. But what's more important than this is your innate talent. May the Elementals help you.									
					I think I was always lacking in comparison to others. It's quite sad. That's why I feel really great when I teach people like you who are more talented than I am. May the Elementals help you.									
					Welcome! Oh, don't mind me, I was just feeling a little uncomfortable. Haha. I think I should rest a bit, besides, Tylon told me to rest. May the Elementals help you.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
310	<Safe Keeper> Leranche		<Safe Keeper> Leranche	100	Are you going to keep something here? Feel free to do so. I'll take good care of it. No one will lay a hand on anything if they know I'm the safe keeper. May the virtue of the Elementals be with you.				100	Oh no... You... There's a lot I want to tell you. But you're here to store items? It may seem like I'm telling you off, but I have to say it. Before worrying about storing your stuff, you should go and see the Pardoner.	100	What do you need? Ah... You're here to store items.	100	What do you need? Ah... You're here to store items.
					Sometimes, I really don't understand what Gustof has on his mind. He can't get anything done if he's scared of going outside. I've been his best friend since I was young, yet he always thinks my suggestions are lectures. May the virtue of the Elementals be with you.									
					I saw Gylton and Gustof together a little while ago. They looked good together, after all they're both Elves.									
					Welcome. You look down. What's wrong? Did Remulos bother you? Be careful. He's like that with everyone. May the virtue of the Elementals be with you.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
311	<Blacksmith> Didier		<Blacksmith> Didier	100	Being a blacksmith can often be dangerous because you're always working with fire. So unless you're experienced like I am, please refrain from doing it yourself. It's just like how I refrain from taking adventures. May the Elementals be with you on your travels.				100	I don't know what you did in the past, but if you want my advice, I'd suggest you go see the Pardoner.	100	There's nothing I can do for you.	100	There's nothing I can do for you.
					Once, I got surrounded by monsters and almost died. I fortunately managed to survive because of Tylon, the pharmacist, and a few others. Just thinking of it gives me the chills. May the Elementals be with you on your travels.									
					Pharmacist Tylon tends to blame himself too much. I don't know what happened in the past, but nothing's going to change if he keeps beating himself up like he does now. It's unfortunate. May the Elementals be with you on your travels.									
					Once, Barun came and had a few drinks with me. We drank past midnight and I ended up passing out first. But after that, we became the best of friends. May the Elementals be with you on your travels.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
312	<Guild Registrar> Mile Hamil		<Guild Registrar> Mile Hamil	100	Are you traveling alone? I seriously advise against it. I don't know how strong you are, but traveling alone is very fool hardy. If possible, it's much safer to travel in groups. May the Elementals guide you.				100	Are you traveling alone? I seriously advise against it. I don't know how strong you are, but traveling alone is very fool hardy. If possible, it's much safer to travel in groups. May the Elementals guide you.	100	Are you traveling alone? I seriously advise against it. I don't know how strong you are, but traveling alone is very fool hardy. If possible, it's much safer to travel in groups. May the Elementals guide you.	100	Are you traveling alone? I seriously advise against it. I don't know how strong you are, but traveling alone is very fool hardy. If possible, it's much safer to travel in groups. May the Elementals guide you.
					What kind of guild do you plan to form? I'm just curious to know. May the Elementals guide you.					What kind of guild do you plan to form? I'm just curious to know. May the Elementals guide you.		What kind of guild do you plan to form? I'm just curious to know. May the Elementals guide you.		What kind of guild do you plan to form? I'm just curious to know. May the Elementals guide you.
					Sara's too attached to her father. I just wish she wouldn't hurt herself like this. We'll see how things go. May the Elementals guide you.					Sara's too attached to her father. I just wish she wouldn't hurt herself like this. We'll see how things go. May the Elementals guide you.		Sara's too attached to her father. I just wish she wouldn't hurt herself like this. We'll see how things go. May the Elementals guide you.		Sara's too attached to her father. I just wish she wouldn't hurt herself like this. We'll see how things go. May the Elementals guide you.
					Forming a guild isn't something you can do alone. You need several people and must pay a price for it. May the Elementals guide you.					Forming a guild isn't something you can do alone. You need several people and must pay a price for it. May the Elementals guide you.		Forming a guild isn't something you can do alone. You need several people and must pay a price for it. May the Elementals guide you.		Forming a guild isn't something you can do alone. You need several people and must pay a price for it. May the Elementals guide you.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
313	<Item Trader> Pidog Pig		<Item Trader> Pidog Pig	100	Pigdog Pig...... works. Pigdog Pig...... works. Work is fun.					Pigdog Pig... I like my work... but not if it means dealing with you.... If you want to trade items... I don't feel like it....		Trade... is not possible.		Trade... is not possible.
					Pidog Pig...... reveals items. Pidog Pig...... will do it.									
					I came...... to work early...... feeling happy. You are later...... than Pidog Pig. Pidog Pig...... came really early.									
					Lardet...... is unacceptable. Lardet...... looked down on Kobolt. Lardet...... is very bad. Lardet...... is smaller than MoonElves. Kobolt is poor...... at speaking. Kobolt...... is weak. But Kobolt...... works better than...... Lardet. Kobolt...... lives a better life...... than Lardet. Lardet...... bad.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
314	<Alchemist> Bolanmar		<Alchemist> Bolanmar	100	Alchemy requires a lot more than just entering a building and looking at a few theses. Do you think I'll attend the Alchemists' Association when they don't even know that?				100	Alchemy requires a lot more than just entering a building and looking at a few theses. Do you think I'll attend the Alchemists' Association when they don't even know that?	100	Alchemy requires a lot more than just entering a building and looking at a few theses. Do you think I'll attend the Alchemists' Association when they don't even know that?	100	Alchemy requires a lot more than just entering a building and looking at a few theses. Do you think I'll attend the Alchemists' Association when they don't even know that?
					Do you need something? Tell me. I'll do what I can. No, I'll even use alchemy to do the things I deem are impossible.					Do you need something? Tell me. I'll do what I can. No, I'll even use alchemy to do the things I deem are impossible.		Do you need something? Tell me. I'll do what I can. No, I'll even use alchemy to do the things I deem are impossible.		Do you need something? Tell me. I'll do what I can. No, I'll even use alchemy to do the things I deem are impossible.
					Lardet is a preposterous fellow. I have no idea how a fool like him could be a MoonElf. Gosh. I've never seen anyone so thickheaded and self-centered.					Lardet is a preposterous fellow. I have no idea how a fool like him could be a MoonElf. Gosh. I've never seen anyone so thickheaded and self-centered.		Lardet is a preposterous fellow. I have no idea how a fool like him could be a MoonElf. Gosh. I've never seen anyone so thickheaded and self-centered.		Lardet is a preposterous fellow. I have no idea how a fool like him could be a MoonElf. Gosh. I've never seen anyone so thickheaded and self-centered.
					I'm sure you know, but Pharmacist Tylon is going overboard. He says he's sacrificed for his mistakes, but at this rate, he might break down in front of all those who survived thanks to him. Such a thing should never happen. That's why I'm carrying out research for him. I believe my alchemy will help treat him.. to a certain extent.					I'm sure you know, but Pharmacist Tylon is going overboard. He says he's sacrificed for his mistakes, but at this rate, he might break down in front of all those who survived thanks to him. Such a thing should never happen. That's why I'm carrying out research for him. I believe my alchemy will help treat him.. to a certain extent.		I'm sure you know, but Pharmacist Tylon is going overboard. He says he's sacrificed for his mistakes, but at this rate, he might break down in front of all those who survived thanks to him. Such a thing should never happen. That's why I'm carrying out research for him. I believe my alchemy will help treat him.. to a certain extent.		I'm sure you know, but Pharmacist Tylon is going overboard. He says he's sacrificed for his mistakes, but at this rate, he might break down in front of all those who survived thanks to him. Such a thing should never happen. That's why I'm carrying out research for him. I believe my alchemy will help treat him.. to a certain extent.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
315	<Cook> Lardet		<Cook> Lardet	100	Would you like to try my dishes? I'm the best cook in the world. May the blessings of the great Elementals and MoonElves be with you.				100	Would you like to try my dishes? I'm the best cook in the world. May the blessings of the great Elementals and MoonElves be with you.	100	Would you like to try my dishes? I'm the best cook in the world. May the blessings of the great Elementals and MoonElves be with you.	100	Would you like to try my dishes? I'm the best cook in the world. May the blessings of the great Elementals and MoonElves be with you.
					Why am I the best in the world? Well, I proudly placed first in the MoonElves' cooking contest held once every three years. So naturally, I'm the best in the world. Besides, the cooks of other tribes are never as good as us MoonElves. May the blessings of the great Elementals and MoonElves be with you.					Why am I the best in the world? Well, I proudly placed first in the MoonElves' cooking contest held once every three years. So naturally, I'm the best in the world. Besides, the cooks of other tribes are never as good as us MoonElves. May the blessings of the great Elementals and MoonElves be with you.		Why am I the best in the world? Well, I proudly placed first in the MoonElves' cooking contest held once every three years. So naturally, I'm the best in the world. Besides, the cooks of other tribes are never as good as us MoonElves. May the blessings of the great Elementals and MoonElves be with you.		Why am I the best in the world? Well, I proudly placed first in the MoonElves' cooking contest held once every three years. So naturally, I'm the best in the world. Besides, the cooks of other tribes are never as good as us MoonElves. May the blessings of the great Elementals and MoonElves be with you.
					MoonElves are blessings from the gods. Other tribes need to realize that. Don't you think? May the blessings of the great Elementals and MoonElves be with you.					MoonElves are blessings from the gods. Other tribes need to realize that. Don't you think? May the blessings of the great Elementals and MoonElves be with you.		MoonElves are blessings from the gods. Other tribes need to realize that. Don't you think? May the blessings of the great Elementals and MoonElves be with you.		MoonElves are blessings from the gods. Other tribes need to realize that. Don't you think? May the blessings of the great Elementals and MoonElves be with you.
					Pidog Pig and Bolanmar seem to be reprimanding me these days. Well, I think it's all because they're jealous of us MoonElves don't you think? May the blessings of the great Elementals and MoonElves be with you.					Pidog Pig and Bolanmar seem to be reprimanding me these days. Well, I think it's all because they're jealous of us MoonElves don't you think? May the blessings of the great Elementals and MoonElves be with you.		Pidog Pig and Bolanmar seem to be reprimanding me these days. Well, I think it's all because they're jealous of us MoonElves don't you think? May the blessings of the great Elementals and MoonElves be with you.		Pidog Pig and Bolanmar seem to be reprimanding me these days. Well, I think it's all because they're jealous of us MoonElves don't you think? May the blessings of the great Elementals and MoonElves be with you.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
316	<Adventurer> Barun		<Adventurer> Barun	100	Do you wish to learn about adventures? Then you've come to the right place. Adventurers who are more experienced than I am are very rare. But, even these adventurers aren't as popular as I am. Hahaha! So what do you want to know?				100	Do you wish to learn about adventures? Then you've come to the right place. Adventurers who are more experienced than I am are very rare. But, even these adventurers aren't as popular as I am. Hahaha! So what do you want to know?	100	Do you wish to learn about adventures? Then you've come to the right place. Adventurers who are more experienced than I am are very rare. But, even these adventurers aren't as popular as I am. Hahaha! So what do you want to know?	100	Do you wish to learn about adventures? Then you've come to the right place. Adventurers who are more experienced than I am are very rare. But, even these adventurers aren't as popular as I am. Hahaha! So what do you want to know?
					You can't just start an adventure without properly preparing yourself. I'm sure you know, but those who prepare and those who don't clearly get different results.					You can't just start an adventure without properly preparing yourself. I'm sure you know, but those who prepare and those who don't clearly get different results.		You can't just start an adventure without properly preparing yourself. I'm sure you know, but those who prepare and those who don't clearly get different results.		You can't just start an adventure without properly preparing yourself. I'm sure you know, but those who prepare and those who don't clearly get different results.
					Riley never has really talked much. That's why she's known as 'Silent Riley.' Going on an adventure with her was really fun. One time, we met a group of bandits and she ended up taking care of thirty of them by herself. I was shocked. It's hard to believe that someone like her is working as a merchant here. Collecting information for her is what I do.					Riley never has really talked much. That's why she's known as 'Silent Riley.' Going on an adventure with her was really fun. One time, we met a group of bandits and she ended up taking care of thirty of them by herself. I was shocked. It's hard to believe that someone like her is working as a merchant here. Collecting information for her is what I do.		Riley never has really talked much. That's why she's known as 'Silent Riley.' Going on an adventure with her was really fun. One time, we met a group of bandits and she ended up taking care of thirty of them by herself. I was shocked. It's hard to believe that someone like her is working as a merchant here. Collecting information for her is what I do.		Riley never has really talked much. That's why she's known as 'Silent Riley.' Going on an adventure with her was really fun. One time, we met a group of bandits and she ended up taking care of thirty of them by herself. I was shocked. It's hard to believe that someone like her is working as a merchant here. Collecting information for her is what I do.
					Gosh. I had a few drinks with Didier not so long ago and it was the first time I almost passed out while drinking. He's quite a drinker!					Gosh. I had a few drinks with Didier not so long ago and it was the first time I almost passed out while drinking. He's quite a drinker!		Gosh. I had a few drinks with Didier not so long ago and it was the first time I almost passed out while drinking. He's quite a drinker!		Gosh. I had a few drinks with Didier not so long ago and it was the first time I almost passed out while drinking. He's quite a drinker!
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
317	<Elder> Sharin Hyren		<Elder> Sharin Hyren	100	Welcome, adventurer. Tor Fortress welcomes adventurers like you all the time. I'm being cautious so that nothing bad will happen inside the fortress, so I request that you take heed as well. May the fair judgment of the Elementals shine glory on your path.				100	Welcome, adventurer. Tor Fortress welcomes adventurers like you all the time. I'm being cautious so that nothing bad will happen inside the fortress, so I request that you take heed as well. May the fair judgment of the Elementals shine glory on your path.	100	Welcome, adventurer. Tor Fortress welcomes adventurers like you all the time. I'm being cautious so that nothing bad will happen inside the fortress, so I request that you take heed as well. May the fair judgment of the Elementals shine glory on your path.	100	Welcome, adventurer. Tor Fortress welcomes adventurers like you all the time. I'm being cautious so that nothing bad will happen inside the fortress, so I request that you take heed as well. May the fair judgment of the Elementals shine glory on your path.
					The city has a few problems these days and one of them is Lardet. He has a superiority complex about being a MoonElf. I told him to be careful, but I don't think it's working. May the fair judgment of the Elementals shine glory on your path.					The city has a few problems these days and one of them is Lardet. He has a superiority complex about being a MoonElf. I told him to be careful, but I don't think it's working. May the fair judgment of the Elementals shine glory on your path.		The city has a few problems these days and one of them is Lardet. He has a superiority complex about being a MoonElf. I told him to be careful, but I don't think it's working. May the fair judgment of the Elementals shine glory on your path.		The city has a few problems these days and one of them is Lardet. He has a superiority complex about being a MoonElf. I told him to be careful, but I don't think it's working. May the fair judgment of the Elementals shine glory on your path.
					Tylon is another one of the problems this city has. No, he doesn't cause any trouble. The problem is that he works so passionately and never takes care of himself. I just hope nothing happens to him. May the fair judgment of the Elementals shine glory on your path.					Tylon is another one of the problems this city has. No, he doesn't cause any trouble. The problem is that he works so passionately and never takes care of himself. I just hope nothing happens to him. May the fair judgment of the Elementals shine glory on your path.		Tylon is another one of the problems this city has. No, he doesn't cause any trouble. The problem is that he works so passionately and never takes care of himself. I just hope nothing happens to him. May the fair judgment of the Elementals shine glory on your path.		Tylon is another one of the problems this city has. No, he doesn't cause any trouble. The problem is that he works so passionately and never takes care of himself. I just hope nothing happens to him. May the fair judgment of the Elementals shine glory on your path.
					Sara is my half sister. We have different mothers. They both died of an accident a long time ago and my dad disappeared right after. I'm sure there was a reason, but Sara doesn't seem to want to accept that. May the fair judgment of the Elementals shine glory on your path.					Sara is my half sister. We have different mothers. They both died of an accident a long time ago and my dad disappeared right after. I'm sure there was a reason, but Sara doesn't seem to want to accept that. May the fair judgment of the Elementals shine glory on your path.		Sara is my half sister. We have different mothers. They both died of an accident a long time ago and my dad disappeared right after. I'm sure there was a reason, but Sara doesn't seem to want to accept that. May the fair judgment of the Elementals shine glory on your path.		Sara is my half sister. We have different mothers. They both died of an accident a long time ago and my dad disappeared right after. I'm sure there was a reason, but Sara doesn't seem to want to accept that. May the fair judgment of the Elementals shine glory on your path.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
318	<Mystic Order> Solatarus		<Mystic Order> Solatarus	100	My name is Solatars and I'm a member of the Great Knights. We're all around, yet never in a specific place. We know all, yet are not known about. We see all, yet are under the observation of no one. Take notice of us.				100	My name is Solatars and I'm a member of the Great Knights. We're all around, yet never in a specific place. We know all, yet are not known about. We see all, yet are under the observation of no one. Take notice of us.	100	My name is Solatars and I'm a member of the Great Knights. We're all around, yet never in a specific place. We know all, yet are not known about. We see all, yet are under the observation of no one. Take notice of us.	100	My name is Solatars and I'm a member of the Great Knights. We're all around, yet never in a specific place. We know all, yet are not known about. We see all, yet are under the observation of no one. Take notice of us.
					We were chosen to be here since the Archlord's arrival. We will guard this place even if the sky falls and the earth crumbles. That is our fate.					We were chosen to be here since the Archlord's arrival. We will guard this place even if the sky falls and the earth crumbles. That is our fate.		We were chosen to be here since the Archlord's arrival. We will guard this place even if the sky falls and the earth crumbles. That is our fate.		We were chosen to be here since the Archlord's arrival. We will guard this place even if the sky falls and the earth crumbles. That is our fate.
					We are willing to offer any kind of help to travelers. However, only when the traveler's goal coincide with our goals. Knowledge is of no use to someone who has no effect on the future of Chantra.					We are willing to offer any kind of help to travelers. However, only when the traveler's goal coincide with our goals. Knowledge is of no use to someone who has no effect on the future of Chantra.		We are willing to offer any kind of help to travelers. However, only when the traveler's goal coincide with our goals. Knowledge is of no use to someone who has no effect on the future of Chantra.		We are willing to offer any kind of help to travelers. However, only when the traveler's goal coincide with our goals. Knowledge is of no use to someone who has no effect on the future of Chantra.
					Will the force from Nordenland bring darkness or change the fate of this world? Only following your will can help you judge this. Without being confident about the road ahead, you may as well not go on living.					Will the force from Nordenland bring darkness or change the fate of this world? Only following your will can help you judge this. Without being confident about the road ahead, you may as well not go on living.		Will the force from Nordenland bring darkness or change the fate of this world? Only following your will can help you judge this. Without being confident about the road ahead, you may as well not go on living.		Will the force from Nordenland bring darkness or change the fate of this world? Only following your will can help you judge this. Without being confident about the road ahead, you may as well not go on living.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
319	<Traveler> Gylton		<Traveler> Gylton	100	Hello. Do you enjoy traveling as well? I think traveling is wonderful. There is the danger of meeting monsters here and there. But not seeing the whole of Chantra because of this is an even bigger loss, don't you think?				100	Hello. Do you enjoy traveling as well? I think traveling is wonderful. There is the danger of meeting monsters here and there. But not seeing the whole of Chantra because of this is an even bigger loss, don't you think?	100	Hello. Do you enjoy traveling as well? I think traveling is wonderful. There is the danger of meeting monsters here and there. But not seeing the whole of Chantra because of this is an even bigger loss, don't you think?	100	Hello. Do you enjoy traveling as well? I think traveling is wonderful. There is the danger of meeting monsters here and there. But not seeing the whole of Chantra because of this is an even bigger loss, don't you think?
					I'm taking some time off now. But I plan to travel again soon. I hope I'll have a partner then. Hehe. I guess you never know what will happen, right?					I'm taking some time off now. But I plan to travel again soon. I hope I'll have a partner then. Hehe. I guess you never know what will happen, right?		I'm taking some time off now. But I plan to travel again soon. I hope I'll have a partner then. Hehe. I guess you never know what will happen, right?		I'm taking some time off now. But I plan to travel again soon. I hope I'll have a partner then. Hehe. I guess you never know what will happen, right?
