TID	捞抚	汲疙
3570	泰拉诺阿的邀请函	斯顿谢的邀请函，送给指定的人们.
3571	谷物箱子	内涵满满谷物的箱子
3572	戈兰多的确认书	说明抓了指定数量怪物的戈兰多的确认正
3573	泰拉诺阿的旗帜	绣有泰拉诺阿花纹的羽毛
3574	沙漠族的号角	用蛇发女妖之角做的乐器，发出奇怪声音
3575	出声的牙齿	爬行者德伦繁殖时稍微出现就消失的发生器官
3576	奥莱格树枝	奥莱格树的最好看的树枝
3576	奥莱格树枝	奥莱格树的最好看的树枝
3576	奥莱格树枝	奥莱格树的最好看的树枝
3576	奥莱格树枝	奥莱格树的最好看的树枝
3580	板箱	布勒做的内有合版标本的箱子
3581	戈兰多的信件	寄给斯顿的戈兰多的信. 内有假情报
3582	兽人村庄报告书	悉伯切俄从手下那得到的报告
3583	会说话的骸骨	决定兽人村一天生活的骸骨
3583	会说话的骸骨	决定兽人村一天生活的骸骨
3583	会说话的骸骨	决定兽人村一天生活的骸骨
3583	会说话的骸骨	决定兽人村一天生活的骸骨
3587	雇佣兵的大腿骨	死在丧失之地的雇佣兵股骨
3588	雇佣兵的脊椎	死在丧失之地的雇佣兵脊椎
3589	雇佣兵的遗骨箱	已死雇佣兵的遗骨盒
3590	银制调理器具	厨师奇切纳恩从东方商人那求购的炊具
3591	威德兰花	威德兰树的花，花粉用于化妆品
3592	警告旗帜	弗勒提埃做的初入者警告旗子，虽然老土但很显眼
3593	凯珍瀑布的沙子	从凯珍瀑布落下来的漂亮的金色沙子，与温德利的一般沙子不一样
3594	斗士的戒指	伊希高家门的家宝。要收集全部的戒指也能受到认可
3595	伯勒玛叶子	生长在奥阿希里安的树之叶.具有强力解毒能力
3596	狼人族觉醒剂	只有狼人族才能制造的药品，药效很强
3597	格奥勒格的计划书	格奥勒格寄给怪物的计划文件
3598	逃脱不动石	给逃脱动力的永久动力源
3599	逃脱附件	制作逃脱的部件，非常重
3611	绿色火花砧台	用锤子打就溅出蓝色火花的砧
3612	深睡药剂	气化时发出强睡眠气的药
3613	传说的白马	传说中飞天马
3614	传说的沙漠牛	传说中的飞天沙漠牛
3615	传说的白狮	传说中的飞天白狮
3604	圣诞袜组合说明书	\n组合圣诞袜子的说明书 \n圣诞铃 10个
3605	圣诞铃铛	用于圣诞树装饰农与袜子组合说明书一同搜集10个即能得到圣诞袜
3606	圣诞袜	装满圣诞礼物的袜子\n袜子里有道具
3607	圣诞老人礼物箱子	圣诞礼物箱，箱子里有道具
593	超大狂速药水	持续30分钟提高攻击速度20%的道具\n重复使用相同性能的食物或技能时,\n具有最高效果的那一方会产生作用
596	超大神速药水	持续30分钟提高移动速度25%的道具\n重复使用相同性能的食物或技能时,\n具有最高效果的那一方会产生作用
602	超大防御药水	持续30分钟提高防御力10的道具\n能够重复使用相同种类的食物和技能
615	超大巨人药水	持续30分钟提高最大生命力100%的道具\n重复使用相同性能的食物或技能时,\n具有最高效果的那一方会产生作用
618	超大回避药水	持续30分钟提高回避率40%，技能抵挡率20%的道具\n重复使用相同性能的食物或技能时,\n具有最高效果的那一方会产生作用
842	复苏的魔杖	当角色死去时使用，即当场不损失经验值而复活的道具，复活时10秒钟处于无敌状态，试图攻击时无敌状态消失。
1171	轮回宝珠	初始化所选择的技能，并归还所用技能点数
1174	召唤宝珠	把队伍中应角色的召唤的队员，传送到身旁
1830	比奇传送卷轴	传送到人类城市比奇的卷轴
1832	盟重传送卷轴	传送到兽人城市盟重的卷轴
1834	封魔谷传送卷轴	传送到月精灵的城市封魔谷的卷轴
1836	大赦免状	
1838	宝物箱的金钥匙	可以打开金宝物箱的钥匙
1840	宝物箱的银钥匙	可以打开银宝物箱的钥匙
1842	保护符咒	降低PK死亡时，身上和包袱物品的爆率
1844	觉醒符-定量剂<30分钟〉	持续30分钟额外获得200%经验值和10%金币
3435	觉醒符-定量剂<60分钟〉	持续60分钟额外获得200%经验值和10%金币
3436	觉醒符-定量剂<一天〉	持续一天额外获得200%经验值和10%金币
3437	觉醒符-定量剂<一天〉	持续一天额外获得200%经验值和10%金币
3438	觉醒符-定量剂<14天〉	持续14天额外获得200%经验值和10%金币
3903	钒虐 逞滚 浇饭红	持续7天额外获得200%经验值和10%金币
1846	宝石透镜	增加攻击力及技能施展速度 20%， 减少技能暂停时间 20% 的道具，所有技能攻击及一般攻击攻击时都会使用宝石透镜
152	莎朗史东	购买此物品将会赠送您原出的本能2的电影票\n增加攻击力及技能施展速度 20%， 减少技能暂停时间 20% 的道具，所有技能攻击及一般攻击攻击时都会使用宝石透镜
3616	金宝物箱	里头很可能有宝物，需要金钥匙打开它
3617	银宝物箱	里头很可能有宝物，需要银钥匙打开它
3621	饼汤	
3622	九折板	
3623	福篱	
3601	一般信纸	为了把信从邮箱寄出去的项目
3756	丙戌年组合说明书	"""2006/ 丙戌年/ 加油/ 开始""的4个词语\n组合在一起\n可自动参加新年活动"
3757	聚会邀请函	自动参加新年活动\n金币包裹里奖卷越多，中将概率越高。
3758	2008	"""2008/ 奥运年/ 加油/ 开始""的第四个词语\n集合4个词语各100个\n即能找GM换取1阶属性卓越装备一件\n装备等级不限"
3759	奥运年	"""2008/ 奥运年/ 加油/ 开始""的第二个词语\n集合4个词语各200个\n即能找GM换取2阶属性卓越装备一件\n装备等级不限"
3760	努力	"""2008/ 奥运年/ 加油/ 开始""的第三个词语\n集合4个词语各300个\n即能找GM换取3阶属性卓越装备一件\n装备等级不限"
3761	开始吧	"""2008/ 奥运年/ 加油/ 开始""的第一个词语\n集合4个词语各400个\n即能找GM换取4阶属性卓越装备一件\n装备等级不限"
136	法老变身药水	变身为法老 持续四分钟\n追加HP +468\n追加攻击力 +126\n移动速度减少34%
137	舞剑者变身药水	变身为舞剑者 持续四分钟\n追加HP +540\n追加攻击力 +147\n移动速度减少17%
138	安伯劳德变身药水	变身为安伯劳德 持续四分钟\n追加HP +552\n追加攻击力 +136\n移动速度增加66%
139	艾特恩变身药水	变身为艾特恩 持续四分钟\n追加防御力 +42\n追加攻击力 +154\n移动速度减少17%
140	雷吉梅斯变身药水	变身为雷吉梅斯 持续四分钟\n追加攻击力 +161\n移动速度增加33%
141	菲休斯变身药水	变身为菲休斯 持续四分钟\n追加攻击力 +110\n移动速度增加40%
142	布伦多变身药水	变身为布伦多 持续四分钟\n追加防御力 +42\n追加攻击力 +132
143	小丑变身药水	变身为小丑 持续四分钟\n追加防御力 +42\n追加攻击力 +100\n移动速度增加33%
111	灼热防御之炖肉	火属性抵抗力增加+8 持续两分钟\n再次使用时间3分钟
112	微风防御之炖肉	空气属性抵抗力增加+8 持续两分钟\n再次使用时间3分钟
113	雾防御之炖肉	水属性抵抗力增加+8 持续两分钟\n再次使用时间3分钟
114	土防御之炖肉	大地属性抵抗力增加+8 持续两分钟\n再次使用时间3分钟
115	冥想防御之炖肉	魔法属性抵抗力增加+8 持续两分钟\n再次使用时间3分钟
116	盐海防御之炖肉	火属性抵抗力增加+10 持续两分钟\n再次使用时间3分钟
117	沉默防御之炖肉	空气属性抵抗力增加+10 持续两分钟\n再次使用时间3分钟
120	瀑布防御之炖肉	水属性抵抗力增加+10 持续两分钟\n再次使用时间3分钟
126	山防御之炖肉	大地属性抵抗力增加+10 持续两分钟\n再次使用时间3分钟
132	超越防御之炖肉	魔法属性抵抗力增加+10 持续两分钟\n再次使用时间3分钟
144	法老变身配方	提高法老变身药水的制作成功率
145	舞剑者变身配方	提高舞剑者变身药水的制作成功率
146	安伯劳德变身配方	提高安伯劳德变身药水的制作成功率
147	艾特恩变身配方	提高艾特恩变身药水的制作成功率
148	雷吉梅斯变身配方	提高雷吉梅斯变身药水的制作成功率
149	菲休斯变身配方	提高菲休斯变身药水的制作成功率
150	布伦多变身配方	提高布伦多变身药水的制作成功率
151	小丑变身配方	提高小丑变身药水的制作成功率
84	黄昏之铃	小丑的头饰\n是制作小丑变身药水\n的材料。
90	薛德碎片	舞剑者的剑破片\n是制作舞剑者变身药水\n的材料。
96	灵魂石	存有舞剑者灵魂的石头\n是舞剑者变身药水\n和超越防御炖肉\n的材料。
100	管子	菲休斯的水管\n是制作菲休斯变身药水\n的材料。
101	菲休斯的胡须	菲休斯的胡须\n是制作菲休斯变身药水\n和盐海防御炖肉\n的材料。
102	小丑面具	布伦多的面具\n是制作布伦多变身药水\n的材料。
103	安伯劳德的鸟嘴	安伯劳德的喙\n是制作安伯劳德变身药水\n盐海防御炖肉\n瀑布防御炖肉狼\n的材料。
104	安伯劳德的肉	安伯劳德的肉\n是制作盐海防御炖肉\n超越防御炖肉\n的材料。
105	安伯劳德的皮	安伯劳德的皮\n是制作安伯劳德变身药水\n沉默防御炖肉\n的材料。
106	艾特恩的肉	艾特恩的肉\n是制作艾特恩变身药水\n和沉默防御炖肉\n的材料。
107	艾特恩的皮	艾特恩的皮\n是制作艾特恩变身药水\n沉默防御炖肉\n瀑布防御炖肉\n的材料。
108	雷吉梅斯的角	雷吉梅斯的角\n是制作雷吉梅斯变身药水\n和超越防御炖肉\n的材料。
109	雷吉梅斯的壳	雷吉梅斯的皮\n是制作雷吉梅斯变身药水\n和山防御炖肉\n的材料。
110	断掉的刀刃	伯格曼的断开之刃\n是制作布伦多变身药水\n和小丑变身药水\n的材料。
3332	鹰喙	箭鹰的喙\n是制作微风防御炖肉\n和土防御炖肉\n的材料。
3333	鹰肉	箭鹰的肉\n是制作炙热防御炖肉\n和瀑布防御炖肉\n的材料
3334	鹰之羽毛	箭鹰的羽毛
3329	蛇发女脚趾甲	蛇发女的脚趾\n是制作雾防御炖肉\n和山防御炖肉\n的材料。
3330	法老心脏	法老的心脏\n是制作法老变身药水\n和雾防御炖肉\n的材料。
3331	旧绷带	法老的绷带\n是制作法老变身药水\n的材料。
153	布罗斯的信念戒指	是布罗斯的4个魔法戒指中的其中一个
3762	布罗斯的目标戒指	是布罗斯的4个魔法戒指中的其中一个
3763	布罗斯的防御戒指	是布罗斯的4个魔法戒指中的其中一个
3764	布罗斯的攻击戒指	是布罗斯的4个魔法戒指中的其中一个
3765	巴罗米亚之花	只开在赤月峡谷的花
3766	贝拉多纳的啤酒	原料是毒草伯拉多纳和麦的毒酒
3767	银沙袋	放有银沙子的袋子
3768	银沙袋	放有银沙子的袋子
3769	银沙袋	放有银沙子的袋子
3770	珍的药水	为了擦共鸣桶而特别制作的药水
3771	飞行船的碎片	让泰拉诺阿能够浮在空中的飞行船碎片
3772	飞行船的碎片	让泰拉诺阿能够浮在空中的飞行船碎片
3773	飞行船的碎片	让泰拉诺阿能够浮在空中的飞行船碎片
3852	飞行船的碎片	让泰拉诺阿能够浮在空中的飞行船碎片
3774	伦索伦的信	昆特拉之屋的伦索伦写给兹赫者的信
3775	特洛依的甲虫	只活在赤月峡谷的甲虫，对环境非常敏感。
3776	特洛依的甲虫	只活在赤月峡谷的甲虫，对环境非常敏感。
3777	特洛依的甲虫	只活在赤月峡谷的甲虫，对环境非常敏感。
3778	吉哈砸的箱子	存放兹赫者收集物品的箱子
3779	诗人的遗骨	在赤月峡谷死亡的精灵诗人的遗骸
3780	诗人的遗骨	在赤月峡谷死亡的精灵诗人的遗骸
3781	诗人的遗骨	在赤月峡谷死亡的精灵诗人的遗骸
3782	诗人的项链	赤月峡谷的诗人戴的项链
3783	启示之石	刻印着精灵信息的石头
3784	祖先的魔杖	秘密保存在镇魂寺院的稀世魔杖
3785	后孙的魔杖	秘密保存在镇魂寺院的稀世魔杖
3786	美津斯的遗骨箱	魔法师美津斯的遗骸箱
3787	基拉德菲的请求书	镇魂司祭基拉德菲发给伦索伦的书信
3789	依斯列的遗骨箱	勇士依斯列的遗骸箱
3790	基拉德菲的信	镇魂司祭基拉德菲写给吉登的信
3792	西佛威尼之花	只有在赤月峡谷特定季节才开的花
3793	声音的符咒	让声音更加明亮的符咒
3794	达克拉斯	具有黑暗力量的奇异之石
3795	奎勒利亚	镶坎在乐器巴瑟克兰上的魔法宝石之一
3796	泰拉斯温	镶坎在乐器巴瑟克兰上的魔法宝石之一
3797	巴斯克兰的珠宝盒	放有两个宝石的宝石箱
3798	纳马斯的箱子	可以保存某种力量的箱子
3799	骑士团的信	战士团写给伦索伦的信
3800	骑士团的名单	拉夫偷走的战士团员名单
3801	德洛依德的卷轴	赤月峡谷的重要宝物之一
3802	德拉克的碎片	银酋长的剑 德拉克的碎片之一
3803	德拉克的碎片	银酋长的剑 德拉克的碎片之一
3804	德拉克的碎片	银酋长的剑 德拉克的碎片之一
3805	德拉克的碎片	银酋长的剑 德拉克的碎片之一
3806	利德罗勒	麦拉耐伦利用德拉克的碎片制作的剑
3807	斯特任的共鸣板	调整乐器声音的共鸣板
3808	斯特任的共鸣板	调整乐器声音的共鸣板
3809	斯特任的共鸣板	调整乐器声音的共鸣板
3810	斯特任的共鸣板	调整乐器声音的共鸣板
3811	斯特任的碎片	被破坏的乐器的碎片
3812	悲鸣的符咒	发出怪物讨厌的声音的符咒
3813	上等翡翠	最上等的发光翡翠
3814	上等翡翠	最上等的发光翡翠
3815	医生的药箱子	放着莱尔赖特治疗药的药箱子
3816	凯尊石虫	安抚安伯劳德侦察员的特效虫
3817	乌克莱法轮	安伯劳德地狱强者要施展防御魔法阵的时候使用的魔法道具
3818	乌克莱法轮	安伯劳德地狱强者要施展防御魔法阵的时候使用的魔法道具
3819	乌克莱法轮	安伯劳德地狱强者要施展防御魔法阵的时候使用的魔法道具
3820	乌克莱法轮	安伯劳德地狱强者要施展防御魔法阵的时候使用的魔法道具
3821	地狱强者法轮	安伯劳德地狱强者使用的魔法道具
3788	月光	发着银光而且跟铁一样硬的金属
3822	拉斯里亚斯的根	只在沼泽生长的药草
3823	拉斯里亚斯的根	只在沼泽生长的药草
3824	拉斯里亚斯的根	只在沼泽生长的药草
3825	竖琴铉的箱子	存放着竖琴弦的箱子
3826	斯厄洛魔法石	让斯厄洛发出声音的魔法石
3827	斯厄洛魔法石	让斯厄洛发出声音的魔法石
3828	歌唱香菇的袋子	存放着歌唱香菇的工人的袋子
3829	歌唱香菇的挎包	存放着歌唱香菇的袋子
3830	眩晕树的苗木	眩晕树的树苗
3831	眩晕树的苗木	眩晕树的树苗
3832	眩晕树的苗木	眩晕树的树苗
3833	眩晕树的苗木	阿曼图克曾拥有过的眩晕树树苗
3834	莫若的保管箱子	莫若保管东西时用的箱子
3835	探索的项链	对声音会反应的用来搜索的道具
3836	喜德的乐谱	作曲家喜德写的乐谱
3837	拉比拉的眼睛	天空河豚拉比拉的眼睛
3838	炼金术士的纪录	炼金术士偷偷留下的纪录
3839	千里眼魔杖	按照赤月峡谷的习俗使用的发光魔杖
3840	亡者的纪录	记录着死者的诞生和死亡的纪录
3841	引渡的戒指	下葬时一起陪葬的戒指
3842	海默斯的果实	海默斯树的果实
3843	海默斯的果实	海默斯树的果实
3844	海默斯的果实	海默斯树的果实
3845	海默斯的树枝	海默斯树的树枝，是上等的柴火
3846	布伦多打火石	布伦多队长带在身上的最高级打火石，是在要安抚伯格曼的时候使用。
3847	霸勒的眼睛	熊熊燃烧的霸勒眼睛
3848	灰尘袋子	存放唱音机上异物的袋子
3849	灰尘袋子	存放唱音机上异物的袋子
3850	灰尘袋子	存放唱音机上异物的袋子
3851	汀德的鼓槌	专为汀德制作的锤子
3791	礼物箱子	这是怪物偷走的大霸王的生日礼物。\n收集7个礼物箱子后，将收集的箱子组合，即可获得“感谢信”。\n(收集两个感谢信将可获得复苏的魔杖)
3853	感谢信	这是感谢你帮我找回礼物箱子的谢礼。\n收集2个感谢信后，将收集的感谢信组合，即可获得“祝贺的复苏的魔杖”。
3854	祝福的河水魔杖	这是大霸王为了报答你而送你的礼物。\n使用"祝贺的复苏的魔杖"复活的话将不会损失经验值。
3855	祝福的河水魔杖组合说明书	收集2个感谢信后，将收集的感谢信组合，即可获得“祝贺的复苏的魔杖”
3856	感谢信组合说明书	收集7个礼物箱子后，将收集的箱子组合，即可获得“感谢信”
3899	勇者之证	创建行会时必备的道具
3904	随机双倍爆率	一定的几率提高金币和道具的爆率
3905	种族喇叭	让服务器中同种族的人看到你的喊话
3906	霸王吼	让本服务器内所有的人看到你的喊话
3498	超大型生命药水	能够补满10000的HP
3900	超大魔力药水	能够补满450的MP
3901	小型生命魔力药水	瞬间恢复200的HP和MP
3902	中型生命魔力药水	瞬间恢复450的HP和MP
3910	复活魔杖	使用后进行原地复活，并且不会损失经验\n 使用间隔为最少30分钟，30分钟后可再次使用\n死亡后可在选单上选择原地复活\n(不能在危险地区使用)
3911	千里传音	让该区所有服务器的玩家可以看到你的喊话
6001	狼王头盔组合说明书	卓越装备合成说明书\n 1个狼王头盔
6002	巨目王之头盔组合说明书	卓越装备合成说明书\n 1个巨目王之头盔
6003	闪避头盔组合说明书	卓越装备合成说明书\n 1个闪避头盔
6004	狂怒者头盔组合说明书	卓越装备合成说明书\n 1个狂怒者头盔
6005	单手剑客头盔组合说明书	卓越装备合成说明书\n 1个单手剑客头盔
6006	时间猎人之帽组合说明书	卓越装备合成说明书\n 1个时间猎人之帽
6007	黄铜帽组合说明书	卓越装备合成说明书\n 1个黄铜帽
6008	山贼帽组合说明书	卓越装备合成说明书\n 1个山贼帽
6009	光芒之帽组合说明书	卓越装备合成说明书\n 1个光芒之帽
6010	圣山之帽组合说明书	卓越装备合成说明书\n 1个圣山之帽
6011	骷髅之冠组合说明书	卓越装备合成说明书\n 1个骷髅之冠
6012	冰冷复仇者头带组合说明书	卓越装备合成说明书\n 1个冰冷复仇者头带
6013	谜语之冠组合说明书	卓越装备合成说明书\n 1个谜语之冠
6014	昏迷之冠组合说明书	卓越装备合成说明书\n 1个昏迷之冠
6015	智慧者之环组合说明书	卓越装备合成说明书\n 1个智慧者之环
6016	砍鬼者之头盔组合说明书	卓越装备合成说明书\n 1个砍鬼者之头盔
6017	沙漠毁灭者之头盔组合说明书	卓越装备合成说明书\n 1个沙漠毁灭者之头盔
6018	地狱门神之头盔组合说明书	卓越装备合成说明书\n 1个地狱门神之头盔
6019	部落战士之头盔组合说明书	卓越装备合成说明书\n 1个部落战士之头盔
6020	野兽之头盔组合说明书	卓越装备合成说明书\n 1个野兽之头盔
6021	高尚之帽组合说明书	卓越装备合成说明书\n 1个高尚之帽
6022	赞歌之帽组合说明书	卓越装备合成说明书\n 1个赞歌之帽
6023	狮人帽组合说明书	卓越装备合成说明书\n 1个狮人帽
6024	迅捷之心头盔组合说明书	卓越装备合成说明书\n 1个迅捷之心头盔
6025	智慧搜索者之帽组合说明书	卓越装备合成说明书\n 1个智慧搜索者之帽
6026	战斗之帽组合说明书	卓越装备合成说明书\n 1个战斗之帽
6027	智慧年代之头盔组合说明书	卓越装备合成说明书\n 1个智慧年代之头盔
6028	瘟疫之头盔组合说明书	卓越装备合成说明书\n 1个瘟疫之头盔
6029	耀眼头盔组合说明书	卓越装备合成说明书\n 1个耀眼头盔
6030	皇家刀刃之帽组合说明书	卓越装备合成说明书\n 1个皇家刀刃之帽
6031	森林之发带组合说明书	卓越装备合成说明书\n 1个森林之发带
6032	黑暗收割者之发带组合说明书	卓越装备合成说明书\n 1个黑暗收割者之发带
6033	灰色发带组合说明书	卓越装备合成说明书\n 1个灰色发带
6034	忧郁发带组合说明书	卓越装备合成说明书\n 1个忧郁发带
6035	征服者发带组合说明书	卓越装备合成说明书\n 1个征服者发带
6036	特瓦莱特头环组合说明书	卓越装备合成说明书\n 1个特瓦莱特头环
6037	魔光头环组合说明书	卓越装备合成说明书\n 1个魔光头环
6038	食魂头环组合说明书	卓越装备合成说明书\n 1个食魂头环
6039	仲裁者头环组合说明书	卓越装备合成说明书\n 1个仲裁者头环
6040	领主头环组合说明书	卓越装备合成说明书\n 1个领主头环
6041	咆哮者之胄甲组合说明书	卓越装备合成说明书\n 1个咆哮者之胄甲
6042	力量之拳胄甲组合说明书	卓越装备合成说明书\n 1个力量之拳胄甲
6043	最终叛乱者之盔甲组合说明书	卓越装备合成说明书\n 1个最终叛乱者之盔甲
6044	狼王胸甲组合说明书	卓越装备合成说明书\n 1个狼王胸甲
6045	巨目王之胸甲组合说明书	卓越装备合成说明书\n 1个巨目王之胸甲
6046	百舌鸟胄甲组合说明书	卓越装备合成说明书\n 1个百舌鸟胄甲
6047	闪避胄甲组合说明书	卓越装备合成说明书\n 1个闪避胄甲
6048	狂怒者胄甲组合说明书	卓越装备合成说明书\n 1个狂怒者胄甲
6049	高尚胄甲组合说明书	卓越装备合成说明书\n 1个高尚胄甲
6050	支配之胄甲组合说明书	卓越装备合成说明书\n 1个支配之胄甲
6051	赞歌胄甲组合说明书	卓越装备合成说明书\n 1个赞歌胄甲
6052	时间猎人胄甲组合说明书	卓越装备合成说明书\n 1个时间猎人胄甲
6053	黄铜胄甲组合说明书	卓越装备合成说明书\n 1个黄铜胄甲
6054	狮人盔甲组合说明书	卓越装备合成说明书\n 1个狮人盔甲
6055	山贼胄甲组合说明书	卓越装备合成说明书\n 1个山贼胄甲
6056	光芒之甲组合说明书	卓越装备合成说明书\n 1个光芒之甲
6057	迅捷之心胄甲组合说明书	卓越装备合成说明书\n 1个迅捷之心胄甲
6058	非凡智慧之衣组合说明书	卓越装备合成说明书\n 1个非凡智慧之衣
6059	骷髅服组合说明书	卓越装备合成说明书\n 1个骷髅服
6060	冰冷复仇者之服组合说明书	卓越装备合成说明书\n 1个冰冷复仇者之服
6061	智慧旅行者之服组合说明书	卓越装备合成说明书\n 1个智慧旅行者之服
6062	谜语服组合说明书	卓越装备合成说明书\n 1个谜语服
6063	昏迷之服组合说明书	卓越装备合成说明书\n 1个昏迷之服
6064	智慧城堡之服组合说明书	卓越装备合成说明书\n 1个智慧城堡之服
6065	战争终结者之胄甲组合说明书	卓越装备合成说明书\n 1个战争终结者之胄甲
6066	战斗之服组合说明书	卓越装备合成说明书\n 1个战斗之服
6067	野兽王胄甲组合说明书	卓越装备合成说明书\n 1个野兽王胄甲
6068	砍鬼者之胄甲组合说明书	卓越装备合成说明书\n 1个砍鬼者之胄甲
6069	智慧年代之服组合说明书	卓越装备合成说明书\n 1个智慧年代之服
6070	沙漠毁灭者之胄甲组合说明书	卓越装备合成说明书\n 1个沙漠毁灭者之胄甲
6071	地狱门神之胄甲组合说明书	卓越装备合成说明书\n 1个地狱门神之胄甲
6072	瘟疫之服组合说明书	卓越装备合成说明书\n 1个瘟疫之服
6073	部落战士之胄甲组合说明书	卓越装备合成说明书\n 1个部落战士之胄甲
6074	耀眼服组合说明书	卓越装备合成说明书\n 1个耀眼服
6075	红光胸甲组合说明书	卓越装备合成说明书\n 1个红光胸甲
6076	白骑士胸甲组合说明书	卓越装备合成说明书\n 1个白骑士胸甲
6077	森林之胸甲组合说明书	卓越装备合成说明书\n 1个森林之胸甲
6078	黑暗收割者之胸甲组合说明书	卓越装备合成说明书\n 1个黑暗收割者之胸甲
6079	灰色胸甲组合说明书	卓越装备合成说明书\n 1个灰色胸甲
6080	忧郁胸甲组合说明书	卓越装备合成说明书\n 1个忧郁胸甲
6081	愿望之光服装组合说明书	卓越装备合成说明书\n 1个愿望之光服装
6082	领主服装组合说明书	卓越装备合成说明书\n 1个领主服装
6083	特瓦莱特服组合说明书	卓越装备合成说明书\n 1个特瓦莱特服
6084	魔光服组合说明书	卓越装备合成说明书\n 1个魔光服
6085	食魂服组合说明书	卓越装备合成说明书\n 1个食魂服
6086	仲裁者服组合说明书	卓越装备合成说明书\n 1个仲裁者服
6087	咆哮者之护手组合说明书	卓越装备合成说明书\n 1个咆哮者之护手
6088	力量之拳护手组合说明书	卓越装备合成说明书\n 1个力量之拳护手
6089	最终叛乱者之护臂组合说明书	卓越装备合成说明书\n 1个最终叛乱者之护臂
6090	狼王护手组合说明书	卓越装备合成说明书\n 1个狼王护手
6091	巨目王之护手组合说明书	卓越装备合成说明书\n 1个巨目王之护手
6092	百舌鸟护臂组合说明书	卓越装备合成说明书\n 1个百舌鸟护臂
6093	闪避护手组合说明书	卓越装备合成说明书\n 1个闪避护手
6094	狂怒者护手组合说明书	卓越装备合成说明书\n 1个狂怒者护手
6095	高尚护臂组合说明书	卓越装备合成说明书\n 1个高尚护臂
6096	支配之护臂组合说明书	卓越装备合成说明书\n 1个支配之护臂
6097	赞歌护臂组合说明书	卓越装备合成说明书\n 1个赞歌护臂
6098	时间猎人护臂组合说明书	卓越装备合成说明书\n 1个时间猎人护臂
6099	黄铜护臂组合说明书	卓越装备合成说明书\n 1个黄铜护臂
6100	狮人护臂组合说明书	卓越装备合成说明书\n 1个狮人护臂
6101	山贼护臂组合说明书	卓越装备合成说明书\n 1个山贼护臂
6102	光芒之护臂组合说明书	卓越装备合成说明书\n 1个光芒之护臂
6103	迅捷之心护臂组合说明书	卓越装备合成说明书\n 1个迅捷之心护臂
6104	非凡智慧之手镯组合说明书	卓越装备合成说明书\n 1个非凡智慧之手镯
6105	骷髅手镯组合说明书	卓越装备合成说明书\n 1个骷髅手镯
6106	冰冷复仇者手镯组合说明书	卓越装备合成说明书\n 1个冰冷复仇者手镯
6107	智慧旅行者之手镯组合说明书	卓越装备合成说明书\n 1个智慧旅行者之手镯
6108	谜语手镯组合说明书	卓越装备合成说明书\n 1个谜语手镯
6109	昏迷之手镯组合说明书	卓越装备合成说明书\n 1个昏迷之手镯
6110	智慧城堡之手镯组合说明书	卓越装备合成说明书\n 1个智慧城堡之手镯
6111	战争终结者之护手组合说明书	卓越装备合成说明书\n 1个战争终结者之护手
6112	战斗臂环组合说明书	卓越装备合成说明书\n 1个战斗臂环
6113	野兽王护手组合说明书	卓越装备合成说明书\n 1个野兽王护手
6114	砍鬼者之护手组合说明书	卓越装备合成说明书\n 1个砍鬼者之护手
6115	智慧年代之手镯组合说明书	卓越装备合成说明书\n 1个智慧年代之手镯
6116	沙漠毁灭者之护手组合说明书	卓越装备合成说明书\n 1个沙漠毁灭者之护手
6117	地狱门神之护手组合说明书	卓越装备合成说明书\n 1个地狱门神之护手
6118	瘟疫之手镯组合说明书	卓越装备合成说明书\n 1个瘟疫之手镯
6119	部落战士之护手组合说明书	卓越装备合成说明书\n 1个部落战士之护手
6120	耀眼手镯组合说明书	卓越装备合成说明书\n 1个耀眼手镯
6121	红光护带组合说明书	卓越装备合成说明书\n 1个红光护带
6122	白骑士护带组合说明书	卓越装备合成说明书\n 1个白骑士护带
6123	森林之护带组合说明书	卓越装备合成说明书\n 1个森林之护带
6124	黑暗收割者之护带组合说明书	卓越装备合成说明书\n 1个黑暗收割者之护带
6125	灰色护带组合说明书	卓越装备合成说明书\n 1个灰色护带
6126	忧郁护带组合说明书	卓越装备合成说明书\n 1个忧郁护带
6127	愿望之光手套组合说明书	卓越装备合成说明书\n 1个愿望之光手套
6128	领主手套组合说明书	卓越装备合成说明书\n 1个领主手套
6129	特瓦莱特手套组合说明书	卓越装备合成说明书\n 1个特瓦莱特手套
6130	魔光手套组合说明书	卓越装备合成说明书\n 1个魔光手套
6131	食魂手套组合说明书	卓越装备合成说明书\n 1个食魂手套
6132	仲裁者手套组合说明书	卓越装备合成说明书\n 1个仲裁者手套
6133	咆哮者之护胫甲组合说明书	卓越装备合成说明书\n 1个咆哮者之护胫甲
6134	力量之拳护胫甲组合说明书	卓越装备合成说明书\n 1个力量之拳护胫甲
6135	最终叛乱者之裤组合说明书	卓越装备合成说明书\n 1个最终叛乱者之裤
6136	狼王护胫甲组合说明书	卓越装备合成说明书\n 1个狼王护胫甲
6137	巨目王护胫甲组合说明书	卓越装备合成说明书\n 1个巨目王护胫甲
6138	百舌鸟裤组合说明书	卓越装备合成说明书\n 1个百舌鸟裤
6139	闪避之护胫甲组合说明书	卓越装备合成说明书\n 1个闪避之护胫甲
6140	狂怒者护胫甲组合说明书	卓越装备合成说明书\n 1个狂怒者护胫甲
6141	高尚护腿组合说明书	卓越装备合成说明书\n 1个高尚护腿
